model,year,init_month,tmean_bahia blanca_8,tmean_bahia blanca_9,tmean_bahia blanca_10,tmean_bahia blanca_11,tmean_coronel dorrego_8,tmean_coronel dorrego_9,tmean_coronel dorrego_10,tmean_coronel dorrego_11,tmean_coronel pringles_8,tmean_coronel pringles_9,tmean_coronel pringles_10,tmean_coronel pringles_11,tmean_coronel suarez_8,tmean_coronel suarez_9,tmean_coronel suarez_10,tmean_coronel suarez_11,tmean_hipolito yrigoyen_8,tmean_hipolito yrigoyen_9,tmean_hipolito yrigoyen_10,tmean_hipolito yrigoyen_11,tmean_saavedra_8,tmean_saavedra_9,tmean_saavedra_10,tmean_saavedra_11,tmean_santa fe san justo_8,tmean_santa fe san justo_9,tmean_santa fe san justo_10,tmean_santa fe san justo_11,rain_bahia blanca_8,rain_bahia blanca_9,rain_bahia blanca_10,rain_bahia blanca_11,rain_coronel dorrego_8,rain_coronel dorrego_9,rain_coronel dorrego_10,rain_coronel dorrego_11,rain_coronel pringles_8,rain_coronel pringles_9,rain_coronel pringles_10,rain_coronel pringles_11,rain_coronel suarez_8,rain_coronel suarez_9,rain_coronel suarez_10,rain_coronel suarez_11,rain_hipolito yrigoyen_8,rain_hipolito yrigoyen_9,rain_hipolito yrigoyen_10,rain_hipolito yrigoyen_11,rain_saavedra_8,rain_saavedra_9,rain_saavedra_10,rain_saavedra_11,rain_santa fe san justo_8,rain_santa fe san justo_9,rain_santa fe san justo_10,rain_santa fe san justo_11
CCSM4,1993,9,10.427311197916689,10.858145650227888,15.72063937717016,20.091838243272594,10.111881510416689,10.415646701388912,14.778287633260115,18.56378792656795,9.127493990384638,10.537554432795622,14.095735021737928,18.015250924917392,8.651509533898327,10.082674679513728,14.384287641277444,18.487161987649547,10.2726262019231,11.769410265409052,15.582360839843775,19.91433692345255,8.826087415540563,9.9685538833206,14.282390041179507,17.434682189666496,13.97433733258931,15.988114656720866,20.1413033621652,23.461692156110516,0.00012236579,0.0006354484026046365,0.0016722549024419785,0.0013786347217067396,0.00020374681,0.0012520369674072903,0.0017580418959611903,0.001664491258285904,7.374357e-05,0.0004457313847830019,0.002368105811506464,0.001840500295798176,0.00014503852,0.0004973615722151182,0.0023210431171315506,0.0018407049821520486,0.0006215181,0.0010608590928805354,0.0017775763526311863,0.00204459590791025,8.8462875e-05,0.0008457215417813883,0.0033130877944432574,0.0020342501107266106,0.0004867151,0.0010421420678805352,0.0031684070526311866,0.0018168793579102502
CCSM4,1993,10,10.427311197916689,12.046370442708357,14.356519741482227,17.57011248270673,10.111881510416689,11.635530598958356,13.209804704454232,16.864890882704014,9.127493990384638,10.782110126201946,13.442880542461712,16.280744268955353,8.651509533898327,10.429900192002142,13.667633903632755,16.547452071022878,10.2726262019231,11.611023888221176,15.146470055213365,17.70206721379209,8.826087415540563,10.539789643158809,12.430168114052183,16.12181939820988,13.97433733258931,15.59787248883931,19.05292663574221,21.661667306082613,0.00012236579,0.0007194847,0.0014389072894440333,0.0018167881652966815,0.00020374681,0.0006287616,0.002476696912962151,0.001982716310671997,7.374357e-05,0.0010248402,0.001873232608943018,0.0031658722534196222,0.00014503852,0.0015684036,0.0021486096803127286,0.003393614181102498,0.0006215181,0.0026867292,0.002059460051254399,0.003332688512474059,8.8462875e-05,0.0012629796,0.001976049892524719,0.0021483029912942888,0.0004867151,0.0009912757,0.0034257522012543992,0.0035874218124740593
CCSM4,1993,11,10.427311197916689,12.046370442708357,15.487858072916689,17.825244945950004,10.111881510416689,11.635530598958356,14.788216145833356,17.373171488444033,9.127493990384638,10.782110126201946,14.327877103365408,17.242987618079578,8.651509533898327,10.429900192002142,14.454045286016973,17.0727253132621,10.2726262019231,11.611023888221176,16.041256009615406,18.435159448476963,8.826087415540563,10.539789643158809,14.45346283783786,15.974243452742314,13.97433733258931,15.59787248883931,19.56554129464288,21.792050116402784,0.00012236579,0.0007194847,0.002106047,0.0035626646182829545,0.00020374681,0.0006287616,0.0018863641,0.0034355538929069533,7.374357e-05,0.0010248402,0.0019765166,0.004819436440195656,0.00014503852,0.0015684036,0.0022021686,0.003839500851652241,0.0006215181,0.0026867292,0.0021569193,0.004109055639788056,8.8462875e-05,0.0012629796,0.0021778636,0.004432993230161667,0.0004867151,0.0009912757,0.013321288,0.007506386864788058
CCSM4,1994,9,9.458317057291689,10.773643324110266,14.596842702229841,17.609508768717472,9.101888020833355,10.312850443522159,13.858998446994383,16.64822252061634,8.269959435096176,9.730491599058515,13.761337828024862,16.513696973751774,8.14158666578392,9.752299536150076,13.850854761587048,16.49966822478733,9.854018930288484,11.6831729204227,15.205478433462313,17.697278497157978,8.094496938344617,10.45639472480295,13.990824876390082,16.32345981082403,13.62901785714288,15.734209042503744,18.919910140264623,21.631830923897905,0.0013358745,0.0017139842428368565,0.002941821677378369,0.0027941516140401208,0.0012941802,0.002567375324956258,0.003597833593854777,0.0034370542014205948,0.001827323,0.001101224570900155,0.0029629548389881457,0.002310108625142766,0.0021399958,0.0010140016464284891,0.003396883787496821,0.0031644639289192195,0.0023313458,0.0015358530632184025,0.004419848287139639,0.00393227869476827,0.0017332205,0.0010922165492543536,0.003330997795272637,0.0034071357302632656,0.0021821116,0.002030532113218403,0.004507439487139638,0.005347338628101604
CCSM4,1994,10,9.458317057291689,12.393457031250025,13.16366496615942,18.017148166232662,9.101888020833355,11.997054036458357,12.63100454542374,17.088559468587263,8.269959435096176,11.23733849158656,12.368944471310368,17.10599787785459,8.14158666578392,11.253465141684345,12.505832613928865,16.55720911834202,9.854018930288484,12.882019981971176,14.289468188163584,17.94626642862958,8.094496938344617,11.147356682854753,12.901921810115804,16.042058253932666,13.62901785714288,17.975139508928596,18.007830737885996,21.76737238566083,0.0013358745,0.00079551415,0.0029174200946008684,0.00160270948650856,0.0012941802,0.0008188242,0.003243056167563947,0.001788972582769903,0.001827323,0.00064327096,0.003947854753250759,0.0023036052368571296,0.0021399958,0.0007497144,0.0040703894703619636,0.002566659076370526,0.0023313458,0.0015862611,0.005185045895360946,0.002916691059799193,0.0017332205,0.00063158764,0.002209282076421929,0.0032975662869739538,0.0021821116,0.0030664555,0.005090594545360946,0.0032227435514658597
CCSM4,1994,11,9.458317057291689,12.393457031250025,14.252343750000025,18.25331904093427,9.101888020833355,11.997054036458357,13.50704752604169,17.710572687784854,8.269959435096176,11.23733849158656,12.872517277644253,17.274367464505733,8.14158666578392,11.253465141684345,13.054651913400448,17.380884090789994,9.854018930288484,12.882019981971176,14.715966796875025,18.838153751079876,8.094496938344617,11.147356682854753,13.03960488809124,17.44593386263463,13.62901785714288,17.975139508928596,19.196191406250023,22.100737054007418,0.0013358745,0.00079551415,0.0015010814,0.0031927244782884597,0.0012941802,0.0008188242,0.0018797679,0.0026726378408706663,0.001827323,0.00064327096,0.0021837878,0.003363876074455071,0.0021399958,0.0007497144,0.0025101595,0.0034958642345413204,0.0023313458,0.0015862611,0.0025635925,0.0037976736825323103,0.0017332205,0.00063158764,0.0022756762,0.0028879311585286458,0.0021821116,0.0030664555,0.007835235,0.00476867150753231
CCSM4,1995,9,8.799869791666689,12.154144117567299,15.640240605672224,18.76775767008466,8.55362955729169,11.65516569349503,15.0295721266005,18.306651136610267,7.787593900240408,10.337099036192305,13.43713560837968,16.280816063514145,7.697701767743667,10.756466338594104,13.97568777698584,17.0596666239076,9.41800255408656,12.597446011274311,15.913526984972856,18.81562899076024,7.737913059543942,11.982346849183802,14.581048858917534,17.885923313450192,14.515178571428594,17.17637005760558,20.184718704223656,22.341958618164085,0.0007251934,0.0008790250629069642,0.002633747611749331,0.002304255235515976,0.0010596452,0.0009102315859457015,0.0024897796556531907,0.002077758524688783,0.0008411796,0.0009281853308919606,0.0030788550170986187,0.003572144748311107,0.00047750297,0.0009189617506283442,0.0033536043990837097,0.003548503297401428,0.00059011445,0.0011878676939005518,0.0031228742402530656,0.0033999072034442902,0.000461496,0.0007619449545684066,0.001395619455741692,0.0014002517241048181,0.00025626572,0.0011111212605672185,0.004215400256919731,0.00475934747844429
CCSM4,1995,10,8.799869791666689,12.646630859375025,16.031006113688175,18.79705454508466,8.55362955729169,11.863720703125022,15.65655415852867,18.399578348795597,7.787593900240408,11.512053034855793,14.037682665311397,16.51675572517593,7.697701767743667,11.954206667108071,14.265355100470098,17.047652870652392,9.41800255408656,13.288870943509638,16.70320966671677,18.8637399526743,7.737913059543942,11.834381598395291,13.01634255486568,16.013287360388976,14.515178571428594,17.465513392857165,20.911426071893622,22.390069580078148,0.0007251934,0.00029203633,0.0011846983701810831,0.002974333227946472,0.0010596452,0.0005364235,0.0010782720813026438,0.00235738399115804,0.0008411796,0.00037610094,0.0021776183490821222,0.00358185794109192,0.00047750297,0.00034345922,0.003327770910445786,0.0035386221884021758,0.00059011445,0.0011481206,0.0018074210688224788,0.003893811189726829,0.000461496,0.00030357225,0.005359554031088574,0.002752787090036774,0.00025626572,0.002162561,0.0031982517688224792,0.005651752123060162
CCSM4,1995,11,8.799869791666689,12.646630859375025,14.855208333333357,18.796772257487003,8.55362955729169,11.863720703125022,14.151692708333355,18.55467334323462,7.787593900240408,11.512053034855793,13.714483173076946,15.967395107562748,7.697701767743667,11.954206667108071,13.9405141022246,16.182748887229124,9.41800255408656,13.288870943509638,15.503958834134638,19.386418474637566,7.737913059543942,11.834381598395291,13.959150654560831,17.578109565941084,14.515178571428594,17.465513392857165,18.616601562500023,22.509637723650272,0.0007251934,0.00029203633,0.0020335994,0.0017173698392013547,0.0010596452,0.0005364235,0.0020090626,0.002241512454558054,0.0008411796,0.00037610094,0.0019766472,0.0021487717119798673,0.00047750297,0.00034345922,0.0021443097,0.002790723023082766,0.00059011445,0.0011481206,0.002387855,0.0032952352913973486,0.000461496,0.00030357225,0.0018729483,0.0024331355140701297,0.00025626572,0.002162561,0.0043044277,0.0034435052747306826
CCSM4,1996,9,11.683007812500025,12.424581146240257,15.971472252739822,20.602609676784965,11.399055989583356,12.09328028361005,15.341474872165278,19.39542922973635,10.707121394230793,11.615257175152141,14.410312906901064,17.77654692821016,10.536490333686464,11.810242546210878,14.855790031562439,18.00346404253429,12.301397235576946,12.992450381548,16.64268651130874,21.110013042352158,10.460245988175698,11.432592354164493,14.105541552294506,18.333688251392285,17.61925223214288,17.582939583914644,20.889672760736396,24.272259466988725,0.0028211244,0.00020077247563493042,0.0001761527955717972,0.0011222818874857888,0.0034063293,0.00045305641422538757,0.0006452319148917199,0.0015715512275227862,0.0027999734,0.0003635752224679001,0.0006420175605801177,0.0015815205029403698,0.0022725852,0.0003988122840868733,0.000608235830812248,0.001634325432558568,0.0018074542,0.0005373722148561851,0.0008619726960101758,0.00176441179881614,0.0027002078,0.0011745184816280372,0.002197823095655061,0.0013783435812880194,0.0016428679,0.0003177878848561852,0.001552530654343509,0.0009137942221494733
