model,year,init_month,rain_bahia blanca_10,rain_bahia blanca_11,rain_bahia blanca_6,rain_bahia blanca_7,rain_bahia blanca_8,rain_bahia blanca_9,rain_coronel dorrego_10,rain_coronel dorrego_11,rain_coronel dorrego_6,rain_coronel dorrego_7,rain_coronel dorrego_8,rain_coronel dorrego_9,rain_coronel pringles_10,rain_coronel pringles_11,rain_coronel pringles_6,rain_coronel pringles_7,rain_coronel pringles_8,rain_coronel pringles_9,rain_coronel suarez_10,rain_coronel suarez_11,rain_coronel suarez_6,rain_coronel suarez_7,rain_coronel suarez_8,rain_coronel suarez_9,rain_hipolito yrigoyen_10,rain_hipolito yrigoyen_11,rain_hipolito yrigoyen_6,rain_hipolito yrigoyen_7,rain_hipolito yrigoyen_8,rain_hipolito yrigoyen_9,rain_saavedra_10,rain_saavedra_11,rain_saavedra_6,rain_saavedra_7,rain_saavedra_8,rain_saavedra_9,rain_santa fe san justo_10,rain_santa fe san justo_11,rain_santa fe san justo_6,rain_santa fe san justo_7,rain_santa fe san justo_8,rain_santa fe san justo_9,tmean_bahia blanca_10,tmean_bahia blanca_11,tmean_bahia blanca_6,tmean_bahia blanca_7,tmean_bahia blanca_8,tmean_bahia blanca_9,tmean_coronel dorrego_10,tmean_coronel dorrego_11,tmean_coronel dorrego_6,tmean_coronel dorrego_7,tmean_coronel dorrego_8,tmean_coronel dorrego_9,tmean_coronel pringles_10,tmean_coronel pringles_11,tmean_coronel pringles_6,tmean_coronel pringles_7,tmean_coronel pringles_8,tmean_coronel pringles_9,tmean_coronel suarez_10,tmean_coronel suarez_11,tmean_coronel suarez_6,tmean_coronel suarez_7,tmean_coronel suarez_8,tmean_coronel suarez_9,tmean_hipolito yrigoyen_10,tmean_hipolito yrigoyen_11,tmean_hipolito yrigoyen_6,tmean_hipolito yrigoyen_7,tmean_hipolito yrigoyen_8,tmean_hipolito yrigoyen_9,tmean_saavedra_10,tmean_saavedra_11,tmean_saavedra_6,tmean_saavedra_7,tmean_saavedra_8,tmean_saavedra_9,tmean_santa fe san justo_10,tmean_santa fe san justo_11,tmean_santa fe san justo_6,tmean_santa fe san justo_7,tmean_santa fe san justo_8,tmean_santa fe san justo_9
CCSM4,1993,9,-0.96312056415766,-1.023109902807228,,,-1.0429883491642506,-1.4287428971499696,-0.8321634899497033,-1.1238049075673733,,,-1.0176617933667491,-0.20730294184406883,-0.6402713140939644,-1.0129716227674674,,,-1.0027085950204826,-1.549759710790398,-0.6599667398767057,-1.1118253286117952,,,-0.8200878812783561,-1.40770839401436,-0.8255722343120842,-1.119687879724756,,,-0.6605304805471647,-1.25922133015051,-0.30060423522385776,-0.8179973357315182,,,-0.8773787404074623,-0.8719566914547848,-0.8255722343120832,-1.1196878797247534,,,-0.9330883346933877,-1.259221330150509,-0.04508710028123167,0.8934700997922429,,,0.4953215724928954,-0.9971971446256832,-0.11853851749251612,0.6274841771261428,,,0.4389323895668867,-1.2386049447266656,-0.04969893466665319,0.88408522355686,,,0.23951623011581452,-0.46680557206060336,-0.07408047808515957,0.9103184170444931,,,0.002844222009665406,-0.6505901614427185,-0.11508326384320237,0.8479064417570572,,,-0.10646377643965267,-1.034176872186716,-0.08379128607935354,0.019409284735144017,,,0.19191666840131066,-0.9098912261671842,-0.11508326384320237,0.8479064417570572,,,-0.5121579646939974,-1.034176872186716
CCSM4,1993,10,-0.7572388361296356,0.18975618763872812,,,-1.0429883491642506,-0.8930367249730703,-0.4208937190811848,-0.5560899166438438,,,-1.0176617933667491,-1.0172456980112472,-0.7390446724208646,0.672896645929218,,,-1.0027085950204826,-0.5852263860431811,-0.76297146126404,0.08485570549536896,,,-0.8200878812783561,-0.20106366205778817,-0.6666881156547395,0.013945885748662946,,,-0.6605304805471647,0.4954753288974932,-0.5806915727567467,-0.7259583560485149,,,-0.8773787404074623,-0.41824814945377964,-0.6666881156547382,0.013945885748661895,,,-0.9330883346933877,-1.224398027369376,-1.1784656817984447,-1.0731471059877715,,,0.4953215724928954,0.1084721933598542,-1.4862486613222283,-1.0021850136742696,,,0.4389323895668867,0.18727381315831768,-0.744148857844227,-0.9123442459417058,,,0.23951623011581452,-0.023514704155631855,-0.6990958575815194,-0.9084332739609882,,,0.002844222009665406,-0.4735823120615976,-0.9712825021922509,-1.0244123725451744,,,-0.10646377643965267,-1.222882046500761,-2.4219261273965285,-1.3709333454326684,,,0.19191666840131066,-0.26980850042247323,-0.9712825021922509,-1.0244123725451744,,,-0.5121579646939974,-1.11870030838776
CCSM4,1993,11,-0.26399895773172494,1.7747606186502147,,,-1.0429883491642506,-0.8930367249730703,-0.5571720464191534,0.8849180137757314,,,-1.0176617933667491,-1.0172456980112472,-0.6622886421118035,1.4002574065503655,,,-1.0027085950204826,-0.5852263860431811,-0.6371326290933381,0.8260173657296493,,,-0.8200878812783561,-0.20106366205778817,-0.7012924518184266,1.1104912919091048,,,-0.6605304805471647,0.4954753288974932,-0.5331536310230215,1.454662502293726,,,-0.8773787404074623,-0.41824814945377964,5.364559396255901,1.1104912919091043,,,-0.9330883346933877,-1.224398027369376,0.1764800359458515,-0.978185989933114,,,0.4953215724928954,0.1084721933598542,0.15981557598615276,-0.9266794724649807,,,0.4389323895668867,0.18727381315831768,0.2853621117690784,-0.4477655976564243,,,0.23951623011581452,-0.023514704155631855,0.3285526743774497,-0.5782109416715111,,,0.002844222009665406,-0.4735823120615976,0.22059186485811805,-0.958093325483367,,,-0.10646377643965267,-1.222882046500761,0.32125343236459725,-1.7447156662985102,,,0.19191666840131066,-0.26980850042247323,-0.3881376116285478,-0.958093325483367,,,-0.5121579646939974,-1.11870030838776
CCSM4,1994,9,0.37285545843182244,0.2797025083220064,,,0.15026410865026682,0.40284281611911366,0.8525124823103475,1.058781885088787,,,-0.10529354218395763,1.2033702080917825,0.07327710204794227,-0.3368914908950187,,,0.233080585701178,-0.28122238003429156,0.059937363971765564,-0.23584543339784295,,,0.4421666549039409,-0.5737413925528149,0.12979427739280447,0.20298502966897494,,,0.6288028776244999,-0.1758538372864299,-0.23367917836387542,0.07412753410602857,,,0.3312055705605203,-0.6343771879366623,0.12979427739280447,0.20298502966897575,,,0.3996315598508886,-0.17585383728643084,-0.9077661179092252,-1.1391338847489418,,,-0.35904401238657985,-1.1724646838904567,-1.0628726135616395,-1.1684569086338046,,,-0.49659476785746604,-1.4333049351528089,-0.6526283232477892,-0.7834318225867025,,,-0.4886915787373494,-1.1325389838518372,-0.6097778105391052,-0.7727268475682835,,,-0.4131438557095807,-1.1321893530485208,-0.869599185264369,-1.048900324825016,,,-0.4408002764908854,-1.2240738653592946,-0.44319016916859977,-0.9090989747689295,,,-0.41207044919078445,-0.6980346097681112,-0.869599185264369,-1.048900324825016,,,-0.7317689201631732,-1.2240738653592946
CCSM4,1994,10,0.4503396256795346,-0.9019018902581105,,,0.15026410865026682,-0.8077539673151406,0.3758435251691201,-1.087753446877799,,,-0.10529354218395763,-0.812191034542852,0.591706864805534,-0.5777278293785886,,,0.233080585701178,-0.9494107662344121,0.8491613048631276,-0.6687920925819706,,,0.4421666549039409,-0.9224232121569476,0.6056717192788273,-0.836547537818468,,,0.6288028776244999,-0.4748740544413189,-0.32509319150160637,0.379848591925193,,,0.3312055705605203,-0.9786965084257646,0.6056717192788279,-0.836547537818468,,,0.3996315598508886,0.6638454016331727,-2.8328437601710177,-0.5553487893882856,,,-0.35904401238657985,0.500444067937683,-2.3135217269009276,-0.5762789193733069,,,-0.49659476785746604,0.6391413525065609,-2.1199238404889,-0.49847856345165836,,,-0.4886915787373494,0.5379221231556875,-2.4210469488617448,-0.6626243991817509,,,-0.4131438557095807,0.5413113929992512,-2.9131641508504003,-0.6865992383883744,,,-0.4408002764908854,0.445989338552883,-1.7157061617542246,-1.2913501453954406,,,-0.41207044919078445,0.4381235955635166,-2.9131641508504003,-0.6865992383883744,,,-0.7317689201631732,0.9720718718321599
CCSM4,1994,11,-0.8453018678924772,1.0022732672419434,,,0.15026410865026682,-0.8077539673151406,-0.5626917237121919,-0.01736552056693986,,,-0.10529354218395763,-0.812191034542852,-0.49647871612189615,0.49149161418927434,,,0.233080585701178,-0.9494107662344121,-0.3963510492288891,-0.03678549440316886,,,0.4421666549039409,-0.9224232121569476,-0.5091194109664301,0.22578695954040562,,,0.6288028776244999,-0.4748740544413189,-0.45568296691551013,-0.3349983751016859,,,0.3312055705605203,-0.9786965084257646,1.3925326254005705,0.2257869595404064,,,0.3996315598508886,0.6638454016331727,-0.9214592550185638,-0.519490539949871,,,-0.35904401238657985,0.500444067937683,-1.04925992913634,-0.22780935695762475,,,-0.49659476785746604,0.6391413525065609,-1.1295950292741332,-0.27322026655040865,,,-0.4886915787373494,0.5379221231556875,-1.0817574424964043,-0.1747291443143979,,,-0.4131438557095807,0.5413113929992512,-1.1164584460504214,-0.391769786891331,,,-0.4408002764908854,0.445989338552883,-1.0527409688247646,-0.004190015438208319,,,-0.41207044919078445,0.4381235955635166,-0.722500664880493,-0.391769786891331,,,-0.7317689201631732,0.9720718718321599
CCSM4,1995,9,0.1035923491409507,0.10480912662797819,,,-0.44009426439005994,-0.905212494975515,-0.19944440390697232,-0.258486074972107,,,-0.29730408580380213,-0.9297163471457516,0.3421865696567073,0.7580217227532807,,,-0.4520403280449901,-0.6893513011110071,-0.017806596347273794,0.38406459790767233,,,-0.6050122873614334,-0.7412382910201196,-0.005189706037144454,0.10686667730457068,,,-0.6846964701016952,-0.9427489867476534,-1.06864431085797,-1.2549841378096753,,,-0.5969328387552826,-1.0182888792293405,-0.005189706037145422,0.10686667730457068,,,-1.1242333029880012,-0.9427489867476534,-0.15001926825193207,-0.22969057279258143,,,-0.954525197591363,-0.08272152249128732,0.13905075794798546,0.11272001205853896,,,-1.021828664591078,0.36671079532508194,-0.6916690389212954,-0.7905192632437482,,,-0.9101932499712457,-0.6076682742924213,-0.34614831969309195,-0.5214861553655253,,,-0.7826388019284021,-0.16631883403267433,0.03337771508107025,-0.09057470745601831,,,-0.7960487962693598,0.19039016793096647,0.42327049367036695,0.246265469068489,,,-0.7118591372913955,1.8442388755826469,0.03337771508107025,-0.09057470745601831,,,-0.1740093591296437,0.19039016793096647
CCSM4,1995,10,-0.9968733868057607,0.7719486916475509,,,-0.44009426439005994,-1.3907010402829798,-1.2091385445594423,-0.17433271595419184,,,-0.29730408580380213,-1.118767949785135,-0.6342836367850684,1.1561856584404404,,,-0.4520403280449901,-1.2138160367697717,-0.13620129656611124,0.6683552258095606,,,-0.6050122873614334,-1.3010488611950808,-0.7225138544986424,0.41217578497020935,,,-0.6846964701016952,-0.8709687685071801,2.5669617994614478,0.03717436164969173,,,-0.5969328387552826,-1.2843938932710663,-0.7225138544986416,0.41217578497020935,,,-1.1242333029880012,-0.145632328535493,0.7929445955758714,-0.3194945766607058,,,-0.954525197591363,0.7923117923755466,1.0339533599670228,-0.07986882381674257,,,-1.021828664591078,0.4711550235961379,-0.25422686813991746,-0.779619800629275,,,-0.9101932499712457,0.8861209944917547,0.011342447190084138,-0.6501821733102066,,,-0.7826388019284021,1.4599550759367272,0.7585514337945228,-0.2900621532587816,,,-0.7960487962693598,0.9857300130492596,-1.5025323045667376,-1.4650431543745184,,,-0.7118591372913955,1.2773908174849278,0.7585514337945228,-0.2900621532587816,,,-0.1740093591296437,0.5178955101931828
CCSM4,1995,11,-0.33251922163301667,-0.2655492644422403,,,-0.44009426439005994,-1.3907010402829798,-0.4548730269264304,-0.1179193387553614,,,-0.29730408580380213,-1.118767949785135,-0.6621834880441732,-0.5568806073060926,,,-0.4520403280449901,-1.2138160367697717,-0.682846030813827,-0.4954437249581556,,,-0.6050122873614334,-1.3010488611950808,-0.5918141174262372,-0.24912910555204368,,,-0.6846964701016952,-0.8709687685071801,-0.7776151012015021,-0.5130179458557105,,,-0.5969328387552826,-1.2843938932710663,-0.10210371719747255,-0.24912910555204373,,,-1.1242333029880012,-0.145632328535493,-0.37846644524736367,0.09436838998723596,,,-0.954525197591363,0.7923117923755466,-0.43059497977602046,0.5868328188931049,,,-1.021828664591078,0.4711550235961379,-0.29917269099555677,-1.2463109378263746,,,-0.9101932499712457,0.8861209944917547,-0.17985185364040662,-0.7353562613412483,,,-0.7826388019284021,1.4599550759367272,-0.3104523255657809,0.3573703974606917,,,-0.7960487962693598,0.9857300130492596,-0.15108976447978342,0.10586666362024659,,,-0.7118591372913955,1.2773908174849278,-1.2709068897469031,0.3573703974606917,,,-0.1740093591296437,0.5178955101931828
CCSM4,1996,9,-2.025247199078816,-1.5740655842502018,,,1.6752171429789273,-2.6563372086072996,-1.7156552590104637,-1.3701700122637954,,,1.7201901121096699,-2.2606436698975916,-1.8290786561607169,-1.33715569900602,,,0.9229718721442863,-2.349809936270639,-1.9259238692063636,-1.4262781543144483,,,0.5264314530094211,-2.38165757182235,-1.8228847884431616,-1.5585384634600417,,,0.23221123458714815,-2.563695371661045,-0.5203587126169159,-1.3100595761045788,,,1.056878844137743,-0.44161614372087354,-1.822884788443163,-1.5585384634600403,,,-0.019728454049403342,-2.5636953716610464,0.4105339496652321,1.2880360731870188,,,1.6916474661105507,0.29193296090360177,0.4888842621310086,1.118256841821577,,,1.7257835157453436,0.7768678836218408,0.22907829053571033,0.2956595877728988,,,1.6681778424673945,0.8765684504110342,0.3555410690052142,0.42861130254137714,,,1.6203379508668017,0.9893659853976812,0.4011820090030909,1.075305585546572,,,1.5853053627890505,0.5222303763870749,-0.16372345725636822,0.4677623490348494,,,1.6229556331048625,0.5839093119712886,0.4011820090030909,1.075305585546572,,,1.8809490255330377,0.5222303763870749
