name,time,year,month,rain,tmean
buenos aires general pueyrredon,2019-11-01,2019,11,0.002567753,16.86681082589288
buenos aires general pueyrredon,2020-09-01,2020,9,0.001047367,10.28184988839288
buenos aires general pueyrredon,2020-10-01,2020,10,0.0042136363,12.70226004464288
buenos aires general pueyrredon,2020-11-01,2020,11,0.0010429356,17.637667410714307
buenos aires general pueyrredon,2021-09-01,2021,9,0.003605394,11.474651227678594
buenos aires general pueyrredon,2021-10-01,2021,10,0.0012284935,14.241741071428594
buenos aires general pueyrredon,2021-11-01,2021,11,0.0019220032,16.486230468750023
buenos aires general pueyrredon,2022-09-01,2022,9,0.00027222582,12.012737165178594
buenos aires general pueyrredon,2022-10-01,2022,10,0.0006983808,13.23131277901788
buenos aires general pueyrredon,2022-11-01,2022,11,0.0018295776,17.954666573660738
buenos aires general viamonte,1993-09-01,1993,9,0.0042266687,11.706787109375023
buenos aires general viamonte,1993-10-01,1993,10,0.0048547396,16.344042968750024
buenos aires general viamonte,1993-11-01,1993,11,0.0049280375,18.52294921875002
buenos aires general viamonte,1994-09-01,1994,9,0.0036539868,13.836669921875023
buenos aires general viamonte,1994-10-01,1994,10,0.003682516,15.393603515625022
buenos aires general viamonte,1994-11-01,1994,11,0.0014252956,20.12304687500002
buenos aires general viamonte,1995-09-01,1995,9,0.0005692888,14.604443359375022
buenos aires general viamonte,1995-10-01,1995,10,0.003274262,15.998730468750022
buenos aires general viamonte,1995-11-01,1995,11,0.0025943478,20.879248046875023
buenos aires general viamonte,1996-09-01,1996,9,0.0013758265,13.071777343750023
buenos aires general viamonte,1996-10-01,1996,10,0.0039740293,17.11694335937502
buenos aires general viamonte,1996-11-01,1996,11,0.0043030824,20.234521484375023
buenos aires general viamonte,1997-09-01,1997,9,0.0010312828,12.878027343750023
buenos aires general viamonte,1997-10-01,1997,10,0.0047409595,15.772802734375023
buenos aires general viamonte,1997-11-01,1997,11,0.004862396,18.499609375000023
buenos aires general viamonte,1998-09-01,1998,9,0.0010021804,12.038085937500023
buenos aires general viamonte,1998-10-01,1998,10,0.0018152148,17.908349609375023
buenos aires general viamonte,1998-11-01,1998,11,0.004026833,19.23437500000002
buenos aires general viamonte,1999-09-01,1999,9,0.003788719,13.870800781250022
buenos aires general viamonte,1999-10-01,1999,10,0.0031012227,15.750927734375022
buenos aires general viamonte,1999-11-01,1999,11,0.0018888696,19.238330078125024
buenos aires general viamonte,2000-09-01,2000,9,0.0044854293,12.654248046875022
buenos aires general viamonte,2000-10-01,2000,10,0.0053582825,15.638232421875022
buenos aires general viamonte,2000-11-01,2000,11,0.004696594,17.742480468750024
buenos aires general viamonte,2001-09-01,2001,9,0.003305589,12.951513671875023
buenos aires general viamonte,2001-10-01,2001,10,0.0075855656,16.368603515625022
buenos aires general viamonte,2001-11-01,2001,11,0.0046590767,18.398046875000023
buenos aires general viamonte,2002-09-01,2002,9,0.0019470127,13.219580078125023
buenos aires general viamonte,2002-10-01,2002,10,0.005950016,17.609814453125022
buenos aires general viamonte,2002-11-01,2002,11,0.0048877085,19.952246093750023
buenos aires general viamonte,2003-09-01,2003,9,0.00096161955,13.603662109375023
buenos aires general viamonte,2003-10-01,2003,10,0.004679553,17.766162109375024
buenos aires general viamonte,2003-11-01,2003,11,0.0051620286,19.819042968750022
buenos aires general viamonte,2004-09-01,2004,9,0.0017315068,14.085595703125023
buenos aires general viamonte,2004-10-01,2004,10,0.0029958705,16.063818359375023
buenos aires general viamonte,2004-11-01,2004,11,0.004402727,18.669873046875022
buenos aires general viamonte,2005-09-01,2005,9,0.0015525669,12.727404785156272
buenos aires general viamonte,2005-10-01,2005,10,0.0017497826,16.191259765625023
buenos aires general viamonte,2005-11-01,2005,11,0.00320611,21.071582031250024
buenos aires general viamonte,2006-09-01,2006,9,0.001176729,14.521093750000023
buenos aires general viamonte,2006-10-01,2006,10,0.006968797,17.899218750000024
buenos aires general viamonte,2006-11-01,2006,11,0.0021775812,19.266650390625024
buenos aires general viamonte,2007-09-01,2007,9,0.00312621,14.920703125000022
buenos aires general viamonte,2007-10-01,2007,10,0.0046657985,17.498339843750024
buenos aires general viamonte,2007-11-01,2007,11,0.002514398,18.405322265625024
buenos aires general viamonte,2008-09-01,2008,9,0.0018216327,13.331689453125023
buenos aires general viamonte,2008-10-01,2008,10,0.0030038892,16.615429687500022
buenos aires general viamonte,2008-11-01,2008,11,0.002329004,23.38525390625002
buenos aires general viamonte,2009-09-01,2009,9,0.0028368507,11.871191406250023
buenos aires general viamonte,2009-10-01,2009,10,0.0024631508,16.759082031250024
buenos aires general viamonte,2009-11-01,2009,11,0.0041340506,20.450976562500024
buenos aires general viamonte,2010-09-01,2010,9,0.0028724489,13.579199218750023
buenos aires general viamonte,2010-10-01,2010,10,0.0016641073,15.988818359375022
buenos aires general viamonte,2010-11-01,2010,11,0.0009399274,20.593212890625022
buenos aires general viamonte,2011-09-01,2011,9,0.0008914145,15.340429687500023
buenos aires general viamonte,2011-10-01,2011,10,0.003581421,15.636279296875022
buenos aires general viamonte,2011-11-01,2011,11,0.0020873006,22.404443359375023
buenos aires general viamonte,2012-09-01,2012,9,0.003091183,13.790673828125023
buenos aires general viamonte,2012-10-01,2012,10,0.005611507,16.884912109375023
buenos aires general viamonte,2012-11-01,2012,11,0.004466878,20.539257812500022
buenos aires general viamonte,2013-09-01,2013,9,0.0023176358,12.916455078125022
buenos aires general viamonte,2013-10-01,2013,10,0.0017789572,17.75244140625002
buenos aires general viamonte,2013-11-01,2013,11,0.0075344266,20.066503906250023
buenos aires general viamonte,2014-09-01,2014,9,0.0016206522,14.659912109375023
buenos aires general viamonte,2014-10-01,2014,10,0.0043400973,18.382666015625023
buenos aires general viamonte,2014-11-01,2014,11,0.0036951578,19.753466796875024
buenos aires general viamonte,2015-09-01,2015,9,0.0011320008,12.633203125000023
buenos aires general viamonte,2015-10-01,2015,10,0.0024927815,14.347998046875023
buenos aires general viamonte,2015-11-01,2015,11,0.0031271272,19.303857421875023
buenos aires general viamonte,2016-09-01,2016,9,0.0017341329,13.462158203125023
buenos aires general viamonte,2016-10-01,2016,10,0.0045988425,16.084765625000024
buenos aires general viamonte,2016-11-01,2016,11,0.0014421793,20.32934570312502
buenos aires general viamonte,2017-09-01,2017,9,0.005553479,13.429931640625023
buenos aires general viamonte,2017-10-01,2017,10,0.0026637681,16.318408203125024
buenos aires general viamonte,2017-11-01,2017,11,0.0015832887,19.387255859375024
buenos aires general viamonte,2018-09-01,2018,9,0.0037616256,15.556982421875023
buenos aires general viamonte,2018-10-01,2018,10,0.0016165401,16.327343750000022
buenos aires general viamonte,2018-11-01,2018,11,0.008810532,19.721386718750022
buenos aires general viamonte,2019-09-01,2019,9,0.00041328534,13.958398437500023
buenos aires general viamonte,2019-10-01,2019,10,0.0041553946,16.74218750000002
buenos aires general viamonte,2019-11-01,2019,11,0.002439098,21.570703125000023
buenos aires general viamonte,2020-09-01,2020,9,0.002266691,13.099511718750023
buenos aires general viamonte,2020-10-01,2020,10,0.0031073422,15.982324218750023
buenos aires general viamonte,2020-11-01,2020,11,0.0009004442,21.218359375000023
buenos aires general viamonte,2021-09-01,2021,9,0.0026493226,14.483593750000022
buenos aires general viamonte,2021-10-01,2021,10,0.0014251473,17.45898437500002
buenos aires general viamonte,2021-11-01,2021,11,0.0028707632,20.235644531250024
buenos aires general viamonte,2022-09-01,2022,9,7.5692406e-05,14.499511718750023
buenos aires general viamonte,2022-10-01,2022,10,0.00094559835,17.054541015625023
buenos aires general viamonte,2022-11-01,2022,11,0.0011316559,22.585009765625024
buenos aires general villegas,1993-09-01,1993,9,0.0033870847,12.569166070642629
buenos aires general villegas,1993-10-01,1993,10,0.004378113,16.99598921654932
buenos aires general villegas,1993-11-01,1993,11,0.0064268573,18.893745873679602
buenos aires general villegas,1994-09-01,1994,9,0.001613771,14.201572815801079
buenos aires general villegas,1994-10-01,1994,10,0.0045740455,15.902146374339813
buenos aires general villegas,1994-11-01,1994,11,0.0018204293,20.662438105193687
buenos aires general villegas,1995-09-01,1995,9,0.0006932717,15.056876512984179
buenos aires general villegas,1995-10-01,1995,10,0.0025762694,16.920264359595095
buenos aires general villegas,1995-11-01,1995,11,0.0025519684,21.960024895466574
buenos aires general villegas,1996-09-01,1996,9,0.0010536955,14.026977882922559
buenos aires general villegas,1996-10-01,1996,10,0.0036270295,17.9932692836708
buenos aires general villegas,1996-11-01,1996,11,0.0029262672,21.493152371258827
buenos aires general villegas,1997-09-01,1997,9,0.0020960872,14.174218750000023
buenos aires general villegas,1997-10-01,1997,10,0.005696313,16.198292391065166
buenos aires general villegas,1997-11-01,1997,11,0.004291047,19.13391147667256
buenos aires general villegas,1998-09-01,1998,9,0.0013312546,12.321494003081009
buenos aires general villegas,1998-10-01,1998,10,0.0024213472,18.70820931448066
buenos aires general villegas,1998-11-01,1998,11,0.004584339,19.41597298635566
buenos aires general villegas,1999-09-01,1999,9,0.003631882,14.536991087147912
buenos aires general villegas,1999-10-01,1999,10,0.0037677435,16.335141807878546
buenos aires general villegas,1999-11-01,1999,11,0.0036251873,19.661960139744743
buenos aires general villegas,2000-09-01,2000,9,0.0023723443,13.342631079445445
buenos aires general villegas,2000-10-01,2000,10,0.0046950984,16.384678284551082
buenos aires general villegas,2000-11-01,2000,11,0.0041453335,18.392789942781715
buenos aires general villegas,2001-09-01,2001,9,0.0044211936,13.173066818882065
buenos aires general villegas,2001-10-01,2001,10,0.0062144916,16.73085593639967
buenos aires general villegas,2001-11-01,2001,11,0.0040692063,18.95112923635566
buenos aires general villegas,2002-09-01,2002,9,0.0023713503,13.759245020906713
buenos aires general villegas,2002-10-01,2002,10,0.004875545,18.045735447843334
buenos aires general villegas,2002-11-01,2002,11,0.00435696,20.464959286971855
buenos aires general villegas,2003-09-01,2003,9,0.0006757802,14.895613033670799
buenos aires general villegas,2003-10-01,2003,10,0.002739485,18.932908093089814
buenos aires general villegas,2003-11-01,2003,11,0.002550482,21.839807988556363
buenos aires general villegas,2004-09-01,2004,9,0.0007022037,14.895592402068687
buenos aires general villegas,2004-10-01,2004,10,0.0038161848,16.66249656139967
buenos aires general villegas,2004-11-01,2004,11,0.0039682365,19.29847945092432
buenos aires general villegas,2005-09-01,2005,9,0.0016264572,13.215811200209089
buenos aires general villegas,2005-10-01,2005,10,0.0013931654,17.062673993177842
buenos aires general villegas,2005-11-01,2005,11,0.0036771952,21.60574933978876
buenos aires general villegas,2006-09-01,2006,9,0.0006409184,15.24159468529932
buenos aires general villegas,2006-10-01,2006,10,0.006217902,18.476437334947207
buenos aires general villegas,2006-11-01,2006,11,0.0024039163,20.13954734264967
buenos aires general villegas,2007-09-01,2007,9,0.0036441844,14.999173360475377
buenos aires general villegas,2007-10-01,2007,10,0.0044056126,17.64310629401411
buenos aires general villegas,2007-11-01,2007,11,0.0014411629,19.765647694762347
buenos aires general villegas,2008-09-01,2008,9,0.0011903354,14.664532212808123
buenos aires general villegas,2008-10-01,2008,10,0.0027797504,17.71718062279932
buenos aires general villegas,2008-11-01,2008,11,0.0043120873,24.62693111795777
buenos aires general villegas,2009-09-01,2009,9,0.0028863314,12.622577849911995
buenos aires general villegas,2009-10-01,2009,10,0.00094870373,18.32678257042256
buenos aires general villegas,2009-11-01,2009,11,0.0023803257,21.433069707306363
buenos aires general villegas,2010-09-01,2010,9,0.002443365,14.399701529489459
buenos aires general villegas,2010-10-01,2010,10,0.0021684223,16.645509875660235
buenos aires general villegas,2010-11-01,2010,11,0.0014195819,21.04579734264967
buenos aires general villegas,2011-09-01,2011,9,0.00072156073,16.232090393926082
buenos aires general villegas,2011-10-01,2011,10,0.0027121415,16.56715105083629
buenos aires general villegas,2011-11-01,2011,11,0.0022649206,22.83388328014967
buenos aires general villegas,2012-09-01,2012,9,0.0026906063,14.324791620818685
buenos aires general villegas,2012-10-01,2012,10,0.0055851745,16.86874381051939
buenos aires general villegas,2012-11-01,2012,11,0.003993775,21.187863116197207
buenos aires general villegas,2013-09-01,2013,9,0.0012340761,13.678816158670797
buenos aires general villegas,2013-10-01,2013,10,0.0019192863,18.753368452904954
buenos aires general villegas,2013-11-01,2013,11,0.005966464,20.936687114876786
buenos aires general villegas,2014-09-01,2014,9,0.0031179881,15.149333599251785
buenos aires general villegas,2014-10-01,2014,10,0.0026228353,19.122113638864462
buenos aires general villegas,2014-11-01,2014,11,0.002737848,20.74629525198066
buenos aires general villegas,2015-09-01,2015,9,0.0016603639,13.29467292033453
buenos aires general villegas,2015-10-01,2015,10,0.0040677935,14.55357545664615
buenos aires general villegas,2015-11-01,2015,11,0.0053438055,19.522669316681363
buenos aires general villegas,2016-09-01,2016,9,0.0010790932,14.11451433208629
buenos aires general villegas,2016-10-01,2016,10,0.0059250942,16.64767963248242
buenos aires general villegas,2016-11-01,2016,11,0.0020728996,20.395399840448967
buenos aires general villegas,2017-09-01,2017,9,0.0030477208,13.643082223811643
buenos aires general villegas,2017-10-01,2017,10,0.0014091181,17.047179659991222
buenos aires general villegas,2017-11-01,2017,11,0.0018356277,20.54035747689263
buenos aires general villegas,2018-09-01,2018,9,0.0035179758,16.528061042033475
buenos aires general villegas,2018-10-01,2018,10,0.0018900515,17.17951419454228
buenos aires general villegas,2018-11-01,2018,11,0.005147577,20.464285321302842
buenos aires general villegas,2019-09-01,2019,9,0.00033271057,14.732131657130306
buenos aires general villegas,2019-10-01,2019,10,0.0020922923,17.493313985475375
buenos aires general villegas,2019-11-01,2019,11,0.0019902496,22.886648602552842
buenos aires general villegas,2020-09-01,2020,9,0.0018564725,14.20385260783453
buenos aires general villegas,2020-10-01,2020,10,0.0020906716,16.88031470070425
buenos aires general villegas,2020-11-01,2020,11,0.0013209612,22.225632702464814
buenos aires general villegas,2021-09-01,2021,9,0.0023652697,15.079471555897912
buenos aires general villegas,2021-10-01,2021,10,0.0018726995,18.264241307218334
buenos aires general villegas,2021-11-01,2021,11,0.003516832,20.36072155589791
buenos aires general villegas,2022-09-01,2022,9,0.000237942,15.248843254841574
buenos aires general villegas,2022-10-01,2022,10,0.0006188071,17.811697430677842
buenos aires general villegas,2022-11-01,2022,11,0.0013340584,23.476007509903194
buenos aires guamini,1993-09-01,1993,9,0.0017948692,11.743513997395857
buenos aires guamini,1993-10-01,1993,10,0.0026645001,15.864526367187523
buenos aires guamini,1993-11-01,1993,11,0.0059399703,17.401595052083355
buenos aires guamini,1994-09-01,1994,9,0.0008583668,12.722111002604189
buenos aires guamini,1994-10-01,1994,10,0.002149176,14.585555013020857
buenos aires guamini,1994-11-01,1994,11,0.0017102956,20.02923990885419
buenos aires guamini,1995-09-01,1995,9,0.0005167005,13.550520833333357
buenos aires guamini,1995-10-01,1995,10,0.0022059372,15.545638020833357
buenos aires guamini,1995-11-01,1995,11,0.004396844,19.563500976562523
buenos aires guamini,1996-09-01,1996,9,0.00076747703,12.564965820312523
buenos aires guamini,1996-10-01,1996,10,0.0024346747,16.730004882812523
buenos aires guamini,1996-11-01,1996,11,0.0053713582,19.799178059895855
buenos aires guamini,1997-09-01,1997,9,0.0016024415,11.599552408854189
buenos aires guamini,1997-10-01,1997,10,0.0047561894,14.575667317708357
buenos aires guamini,1997-11-01,1997,11,0.00274119,17.549707031250023
buenos aires guamini,1998-09-01,1998,9,0.0027517446,11.054793294270857
buenos aires guamini,1998-10-01,1998,10,0.0009580742,17.37445475260419
buenos aires guamini,1998-11-01,1998,11,0.0035820734,19.007470703125023
buenos aires guamini,1999-09-01,1999,9,0.0025053043,12.635929361979189
buenos aires guamini,1999-10-01,1999,10,0.0018433096,15.290307617187523
buenos aires guamini,1999-11-01,1999,11,0.0045095733,18.56171061197919
buenos aires guamini,2000-09-01,2000,9,0.0040374123,11.347395833333357
buenos aires guamini,2000-10-01,2000,10,0.00439264,14.409204101562523
buenos aires guamini,2000-11-01,2000,11,0.0037814134,17.43732096354169
buenos aires guamini,2001-09-01,2001,9,0.0040253066,11.598657226562523
buenos aires guamini,2001-10-01,2001,10,0.005436351,15.899845377604189
buenos aires guamini,2001-11-01,2001,11,0.0041135997,17.615014648437523
buenos aires guamini,2002-09-01,2002,9,0.0014985657,11.827254231770857
buenos aires guamini,2002-10-01,2002,10,0.0048338356,16.216170247395855
buenos aires guamini,2002-11-01,2002,11,0.0049050855,18.440332031250023
buenos aires guamini,2003-09-01,2003,9,0.0006907433,13.399641927083357
buenos aires guamini,2003-10-01,2003,10,0.0024583845,17.070174153645855
buenos aires guamini,2003-11-01,2003,11,0.0043878043,19.091414388020855
buenos aires guamini,2004-09-01,2004,9,0.0015041538,12.764021809895857
buenos aires guamini,2004-10-01,2004,10,0.0032192862,14.997338867187523
buenos aires guamini,2004-11-01,2004,11,0.0035013303,17.737776692708355
buenos aires guamini,2005-09-01,2005,9,0.0016143803,12.242435709635439
buenos aires guamini,2005-10-01,2005,10,0.00088396715,15.730411783854189
buenos aires guamini,2005-11-01,2005,11,0.002526197,20.356469726562523
buenos aires guamini,2006-09-01,2006,9,0.0011255736,13.097639973958357
buenos aires guamini,2006-10-01,2006,10,0.006286252,16.65387369791669
buenos aires guamini,2006-11-01,2006,11,0.0012678661,19.027937825520855
buenos aires guamini,2007-09-01,2007,9,0.003831286,13.325748697916689
buenos aires guamini,2007-10-01,2007,10,0.003435826,16.411604817708355
buenos aires guamini,2007-11-01,2007,11,0.0021376668,17.53046061197919
buenos aires guamini,2008-09-01,2008,9,0.0011860983,12.461653645833357
buenos aires guamini,2008-10-01,2008,10,0.0032137565,15.677636718750023
buenos aires guamini,2008-11-01,2008,11,0.0023176447,22.204817708333355
buenos aires guamini,2009-09-01,2009,9,0.00302941,10.872501627604189
buenos aires guamini,2009-10-01,2009,10,0.00084020477,16.093733723958355
buenos aires guamini,2009-11-01,2009,11,0.002446955,19.529280598958355
buenos aires guamini,2010-09-01,2010,9,0.0041371365,12.460636393229189
buenos aires guamini,2010-10-01,2010,10,0.0016271953,15.573754882812523
buenos aires guamini,2010-11-01,2010,11,0.0019932366,18.829207356770855
buenos aires guamini,2011-09-01,2011,9,0.0005804401,13.427067057291689
buenos aires guamini,2011-10-01,2011,10,0.0018638736,14.556380208333357
buenos aires guamini,2011-11-01,2011,11,0.004471052,20.542830403645855
buenos aires guamini,2012-09-01,2012,9,0.001115475,12.910465494791689
buenos aires guamini,2012-10-01,2012,10,0.0057169576,15.585555013020857
buenos aires guamini,2012-11-01,2012,11,0.004111449,19.92291666666669
buenos aires guamini,2013-09-01,2013,9,0.0020810831,11.087670898437523
buenos aires guamini,2013-10-01,2013,10,0.0024509511,16.29230143229169
buenos aires guamini,2013-11-01,2013,11,0.0025722857,20.041406250000023
buenos aires guamini,2014-09-01,2014,9,0.0012211024,13.537581380208357
buenos aires guamini,2014-10-01,2014,10,0.0026783003,17.094222005208355
buenos aires guamini,2014-11-01,2014,11,0.0028608202,19.262068684895855
buenos aires guamini,2015-09-01,2015,9,0.0015921904,11.389916992187523
buenos aires guamini,2015-10-01,2015,10,0.0044606235,12.550439453125023
buenos aires guamini,2015-11-01,2015,11,0.00254161,18.797631835937523
buenos aires guamini,2016-09-01,2016,9,0.0011741348,12.326603190104189
buenos aires guamini,2016-10-01,2016,10,0.0044565205,15.058007812500023
buenos aires guamini,2016-11-01,2016,11,0.0023900978,19.097884114583355
buenos aires guamini,2017-09-01,2017,9,0.0028566187,12.436059570312523
buenos aires guamini,2017-10-01,2017,10,0.0017936601,15.241886393229189
buenos aires guamini,2017-11-01,2017,11,0.0035671128,17.747094726562523
buenos aires guamini,2018-09-01,2018,9,0.0028554655,13.931868489583357
buenos aires guamini,2018-10-01,2018,10,0.0017764838,15.570296223958357
buenos aires guamini,2018-11-01,2018,11,0.0057522804,18.643538411458355
buenos aires guamini,2019-09-01,2019,9,0.00043009975,13.161808268229189
buenos aires guamini,2019-10-01,2019,10,0.0013297461,15.606347656250023
buenos aires guamini,2019-11-01,2019,11,0.0022252684,21.10236002604169
buenos aires guamini,2020-09-01,2020,9,0.002227471,12.456852213541689
buenos aires guamini,2020-10-01,2020,10,0.0029010035,14.881860351562523
buenos aires guamini,2020-11-01,2020,11,0.0019632916,20.35785319010419
buenos aires guamini,2021-09-01,2021,9,0.003734719,12.928531901041689
buenos aires guamini,2021-10-01,2021,10,0.0017000664,16.400984700520855
buenos aires guamini,2021-11-01,2021,11,0.0033455745,18.867293294270855
buenos aires guamini,2022-09-01,2022,9,0.0002890074,13.700870768229189
buenos aires guamini,2022-10-01,2022,10,0.0013124757,15.774153645833357
buenos aires guamini,2022-11-01,2022,11,0.0016406169,20.780013020833355
buenos aires hipolito yrigoyen,1993-09-01,1993,9,0.0026867292,11.611023888221176
buenos aires hipolito yrigoyen,1993-10-01,1993,10,0.0021569193,16.041256009615406
buenos aires hipolito yrigoyen,1993-11-01,1993,11,0.005082487,17.662612680288483
buenos aires hipolito yrigoyen,1994-09-01,1994,9,0.0015862611,12.882019981971176
buenos aires hipolito yrigoyen,1994-10-01,1994,10,0.0025635925,14.715966796875023
buenos aires hipolito yrigoyen,1994-11-01,1994,11,0.0018445626,19.764100060096176
buenos aires hipolito yrigoyen,1995-09-01,1995,9,0.0011481206,13.288870943509638
buenos aires hipolito yrigoyen,1995-10-01,1995,10,0.002387855,15.503958834134638
buenos aires hipolito yrigoyen,1995-11-01,1995,11,0.0040762257,19.738953575721176
buenos aires hipolito yrigoyen,1996-09-01,1996,9,0.0011892482,12.625015024038484
buenos aires hipolito yrigoyen,1996-10-01,1996,10,0.0031352253,16.64287484975964
buenos aires hipolito yrigoyen,1996-11-01,1996,11,0.0033304717,19.933777794471176
buenos aires hipolito yrigoyen,1997-09-01,1997,9,0.0014476499,11.807031250000023
buenos aires hipolito yrigoyen,1997-10-01,1997,10,0.00638176,14.851108022836561
buenos aires hipolito yrigoyen,1997-11-01,1997,11,0.004225676,17.689280348557716
buenos aires hipolito yrigoyen,1998-09-01,1998,9,0.0026172479,11.228943810096176
buenos aires hipolito yrigoyen,1998-10-01,1998,10,0.0010809826,17.407222806490406
buenos aires hipolito yrigoyen,1998-11-01,1998,11,0.003428671,18.863484074519253
buenos aires hipolito yrigoyen,1999-09-01,1999,9,0.003927086,12.786222956730793
buenos aires hipolito yrigoyen,1999-10-01,1999,10,0.001722637,15.103248948317331
buenos aires hipolito yrigoyen,1999-11-01,1999,11,0.002090568,18.870301231971176
buenos aires hipolito yrigoyen,2000-09-01,2000,9,0.0026329644,11.7860539362981
buenos aires hipolito yrigoyen,2000-10-01,2000,10,0.0044826516,14.834356219951946
buenos aires hipolito yrigoyen,2000-11-01,2000,11,0.0033870572,17.327388822115406
buenos aires hipolito yrigoyen,2001-09-01,2001,9,0.0033977313,12.091793118990408
buenos aires hipolito yrigoyen,2001-10-01,2001,10,0.006583604,15.918453275240408
buenos aires hipolito yrigoyen,2001-11-01,2001,11,0.003932723,17.672077824519253
buenos aires hipolito yrigoyen,2002-09-01,2002,9,0.0020752433,12.152678034855793
buenos aires hipolito yrigoyen,2002-10-01,2002,10,0.0061492817,16.530757962740406
buenos aires hipolito yrigoyen,2002-11-01,2002,11,0.0071104956,18.80357572115387
buenos aires hipolito yrigoyen,2003-09-01,2003,9,0.0008788288,13.252700570913484
buenos aires hipolito yrigoyen,2003-10-01,2003,10,0.0031338404,17.102798227163483
buenos aires hipolito yrigoyen,2003-11-01,2003,11,0.007618614,18.83970853365387
buenos aires hipolito yrigoyen,2004-09-01,2004,9,0.0012266889,12.98839017427887
buenos aires hipolito yrigoyen,2004-10-01,2004,10,0.0026201918,15.334619140625023
buenos aires hipolito yrigoyen,2004-11-01,2004,11,0.0031469953,18.1200383112981
buenos aires hipolito yrigoyen,2005-09-01,2005,9,0.0017550258,12.448205566406273
buenos aires hipolito yrigoyen,2005-10-01,2005,10,0.0016885542,15.619287109375023
buenos aires hipolito yrigoyen,2005-11-01,2005,11,0.003357214,20.321604567307716
buenos aires hipolito yrigoyen,2006-09-01,2006,9,0.0012215906,13.370094651442331
buenos aires hipolito yrigoyen,2006-10-01,2006,10,0.007158481,16.858976862980793
buenos aires hipolito yrigoyen,2006-11-01,2006,11,0.0014176116,18.858094200721176
buenos aires hipolito yrigoyen,2007-09-01,2007,9,0.0038300108,13.761846454326946
buenos aires hipolito yrigoyen,2007-10-01,2007,10,0.0057192515,16.576412259615406
buenos aires hipolito yrigoyen,2007-11-01,2007,11,0.0021274104,17.744211989182716
buenos aires hipolito yrigoyen,2008-09-01,2008,9,0.0020963384,12.437083082932714
buenos aires hipolito yrigoyen,2008-10-01,2008,10,0.004316814,15.590572415865408
buenos aires hipolito yrigoyen,2008-11-01,2008,11,0.003021687,22.074008413461563
buenos aires hipolito yrigoyen,2009-09-01,2009,9,0.0042377026,11.028823617788484
buenos aires hipolito yrigoyen,2009-10-01,2009,10,0.0011190267,16.205468750000023
buenos aires hipolito yrigoyen,2009-11-01,2009,11,0.003348831,19.397964242788483
buenos aires hipolito yrigoyen,2010-09-01,2010,9,0.004965171,12.576750300480793
buenos aires hipolito yrigoyen,2010-10-01,2010,10,0.0014130517,15.366545222355793
buenos aires hipolito yrigoyen,2010-11-01,2010,11,0.0020053326,18.992258864182716
buenos aires hipolito yrigoyen,2011-09-01,2011,9,0.00076264143,13.848535156250023
buenos aires hipolito yrigoyen,2011-10-01,2011,10,0.0018252879,14.887954477163484
buenos aires hipolito yrigoyen,2011-11-01,2011,11,0.003937819,21.061895282451946
buenos aires hipolito yrigoyen,2012-09-01,2012,9,0.0013713429,13.011189152644253
buenos aires hipolito yrigoyen,2012-10-01,2012,10,0.009219138,15.880066856971176
buenos aires hipolito yrigoyen,2012-11-01,2012,11,0.0039574886,19.91460336538464
buenos aires hipolito yrigoyen,2013-09-01,2013,9,0.0016268074,11.7977726862981
buenos aires hipolito yrigoyen,2013-10-01,2013,10,0.0018435328,16.808796574519253
buenos aires hipolito yrigoyen,2013-11-01,2013,11,0.0039861896,19.73532902644233
buenos aires hipolito yrigoyen,2014-09-01,2014,9,0.0015557607,13.719009164663484
buenos aires hipolito yrigoyen,2014-10-01,2014,10,0.0024210154,17.509949669471176
buenos aires hipolito yrigoyen,2014-11-01,2014,11,0.0022012447,19.507508263221176
buenos aires hipolito yrigoyen,2015-09-01,2015,9,0.0013200716,11.694238281250023
buenos aires hipolito yrigoyen,2015-10-01,2015,10,0.0040766085,12.951431039663484
buenos aires hipolito yrigoyen,2015-11-01,2015,11,0.0028515025,18.71067082331733
buenos aires hipolito yrigoyen,2016-09-01,2016,9,0.0014420996,12.658574969951946
buenos aires hipolito yrigoyen,2016-10-01,2016,10,0.004662134,15.388273737980793
buenos aires hipolito yrigoyen,2016-11-01,2016,11,0.002074543,19.402001953125023
buenos aires hipolito yrigoyen,2017-09-01,2017,9,0.0035381194,12.6923039362981
buenos aires hipolito yrigoyen,2017-10-01,2017,10,0.0023005172,15.62803861177887
buenos aires hipolito yrigoyen,2017-11-01,2017,11,0.0021418715,18.270166015625023
buenos aires hipolito yrigoyen,2018-09-01,2018,9,0.0025055038,14.406884765625023
buenos aires hipolito yrigoyen,2018-10-01,2018,10,0.0025058442,15.851277043269253
buenos aires hipolito yrigoyen,2018-11-01,2018,11,0.006001292,18.8146183894231
buenos aires hipolito yrigoyen,2019-09-01,2019,9,0.00026615497,13.573670372596176
buenos aires hipolito yrigoyen,2019-10-01,2019,10,0.0022423768,16.04790414663464
buenos aires hipolito yrigoyen,2019-11-01,2019,11,0.0025666787,21.228117487980793
buenos aires hipolito yrigoyen,2020-09-01,2020,9,0.003501173,12.463994891826946
buenos aires hipolito yrigoyen,2020-10-01,2020,10,0.004164057,14.8859074519231
buenos aires hipolito yrigoyen,2020-11-01,2020,11,0.0011772136,20.34819711538464
buenos aires hipolito yrigoyen,2021-09-01,2021,9,0.0035956467,13.251179387019253
