year,model,init_month,yield [kg/ha],yield anomaly [%],tmeanrain_santa fe san justo_10,tmeansquared_entre rios nogoya_9,tmeanrain_santa fe san justo_11,tmeansquared_buenos aires coronel suarez_11,tmeanrain_buenos aires coronel suarez_11,rainsquared_buenos aires hipolito yrigoyen_9,tmeanrain_entre rios nogoya_10,tmeansquared_santa fe san justo_9,rainsquared_santa fe san justo_11,tmeanrain_buenos aires coronel suarez_9
1994,CWB,9,2185.741997507356,0.018137739947107,1.049110368295184,-0.4183203531621816,0.24559180199158775,-0.43797072425926303,0.6055631977576555,-0.40982735249847874,0.05546973604573995,-0.16707835028411697,0.15469194188163884,-0.28744986176773896
1994,CWB,10,2185.741997507356,0.018137739947107,1.5690830822908968,0.1873599322646251,0.0798178730359059,-0.5096393105589628,0.6025230075040632,-0.5151841819496545,1.1010484279923538,-0.1224663457314996,1.2087815127900878,-0.0318913201485533
1994,CWB,11,2185.741997507356,0.018137739947107,-1.192060104718745,0.1873599322646251,0.9990134093827293,-0.37252649158153117,0.5945639609849923,-0.5151841819496545,-0.7365476252513777,-0.1224663457314996,0.190642015739546,-0.0318913201485533
1995,CWB,9,1946.759707253285,-0.1022646938567331,0.0006605027273556,-0.5696125733961145,-0.3621355414243998,-0.5143601865358742,0.40407914820997093,0.16775020073620658,-0.19271735467341314,-0.6367099428688716,-0.5548474688560289,0.575589989792844
1995,CWB,10,1946.759707253285,-0.1022646938567331,-3.756486754814075,-0.351457450097654,-1.4850043835114053,-0.8651443954663791,0.21737926670244373,-0.2192486650489319,-2.196159200117338,-0.6031344376404629,0.3080419505743753,-1.34663793103679
1995,CWB,11,1946.759707253285,-0.1022646938567331,0.2046023600664648,-0.351457450097654,-0.6677768365018218,-0.34302613421662026,-0.4349380090683395,-0.2192486650489319,0.3924973395335989,-0.6031344376404629,-0.5954216966268299,-1.34663793103679
1996,CWB,9,2260.47032027338,0.0409677436828619,-0.2509332096369278,0.24944264095053703,-9.011288808497811,11.942660824959287,-5.105828846077367,-0.10213707936144208,-1.3440928670687216,-0.18472317254753912,1.5977413667161762,-0.6266789179618494
1996,CWB,10,2260.47032027338,0.0409677436828619,-2.160850106372206,-0.7739327919361044,-0.7085298258061443,-0.7821680344230297,-0.1455581526745575,-0.2548149533584984,-2.327583403239551,-0.5644491466516878,-0.593321605146713,0.4924623043142366
1996,CWB,11,2260.47032027338,0.0409677436828619,0.0020812526940399,-0.7739327919361044,-0.06573226041538559,-0.11708666587447084,-1.3277478541755443,-0.2548149533584984,-0.2573578939499356,-0.5644491466516878,-0.8330552739483921,0.4924623043142366
1997,CWB,9,2623.2529203255017,0.1759128118634677,0.25254823393089276,-0.19252727158409508,-0.4488598372915251,0.7315722329843345,-0.36153312248945324,-0.5690425969573221,0.1726772511948151,-0.08044511872870067,1.209399187446763,-0.5698199062571603
1997,CWB,10,2623.2529203255017,0.1759128118634677,0.5141555367073543,-0.763947429107276,0.18277755156186884,2.6157282208705377,-0.09789641631291726,-0.4409148741206526,0.5654765702305387,0.8528035190182396,0.37135677961180635,0.7601389857480411
1997,CWB,11,2623.2529203255017,0.1759128118634677,0.0658235565137465,-0.763947429107276,-0.04993469367854377,0.5081568988946094,0.03916617117226144,-0.4409148741206526,-0.1872729257082528,0.8528035190182396,-0.7722185969491733,0.7601389857480411
1998,CWB,9,2304.962651203633,-0.0069315508171687,0.30357519648817094,-0.638593943528361,1.4311398104351238,-0.4422980118630404,0.8056473867357584,-0.47467579395338527,0.4029924251679583,2.2602295703923536,0.2654142785760332,-0.19731858367221863
1998,CWB,10,2304.962651203633,-0.0069315508171687,-0.7523185425032889,0.5534529416135349,3.4297573943581887,0.1396060613129211,0.6884842637179514,-0.5361534570880869,0.3894183449923312,0.9941392463390284,1.164287777835579,-2.6025283497878897
1998,CWB,11,2304.962651203633,-0.0069315508171687,-0.1869524525995096,0.5534529416135349,2.8428670383432064,-0.0016014965668702172,2.0325426068452654,-0.5361534570880869,-1.2355271055703665,0.9941392463390284,1.1999727339120336,-2.6025283497878897
1999,CWB,9,2505.6008274599226,0.0603710133986302,0.4542872766130784,0.23282534507274752,0.389109049623685,-0.25779959490571036,0.8673512721940456,-0.3292801319358426,0.32152757243132957,2.978486786930696,-0.7247906237489982,0.07895928678164883
1999,CWB,10,2505.6008274599226,0.0603710133986302,0.8882970293074507,0.1780846308766986,0.7854791451207794,-0.44350600968043574,0.46770543597134745,0.9231740065533972,0.14360725763309237,-0.2093389706155023,-0.38943544017887854,0.5317531079354265
1999,CWB,11,2505.6008274599226,0.0603710133986302,0.598296233990747,0.1780846308766986,0.03023128529599985,-0.48732380994577473,0.1423811547083744,0.9231740065533972,0.198084842739793,-0.2093389706155023,-0.8339990909748003,0.5317531079354265
2000,CWB,9,2551.682570811968,0.0453192686395238,-0.01319649531139817,3.273290750314897,-0.04539081782862946,-0.4311786691099706,0.28354672691335425,-0.57200069412453,-2.206589684120578,-0.3968397749930131,-0.7966194519454776,0.04977654311411972
2000,CWB,10,2551.682570811968,0.0453192686395238,0.5349228373599335,-0.564329636383043,0.1740625688391814,-0.8312548800830121,-0.09657779259013967,-0.5292592793592488,0.43188088571407834,-0.4206876269736901,-0.7385116432711619,-1.2463461165030476
2000,CWB,11,2551.682570811968,0.0453192686395238,-0.0698690826065604,-0.564329636383043,0.46908603936203264,-0.49147521264764715,0.30200225844235534,-0.5292592793592488,-0.275610995791777,-0.4206876269736901,-0.5466475981459694,-1.2463461165030476
2001,CWB,9,2275.107945586972,-0.0832118001855024,-0.14302408568029082,-0.31324653046200035,-0.058050026984574704,-0.21165442760023429,0.2109569322761481,1.0287961100342198,-0.25479678563064506,-0.010622906987594043,-0.3453459268945509,-0.5326606679455919
2001,CWB,10,2275.107945586972,-0.0832118001855024,-0.00706613851151662,-0.7499595940262096,-0.48017572076013526,-0.5634050292051164,0.25259869600911367,0.0888929796124224,-0.20543795763388314,-0.2996891214936992,-0.5222280593988337,-1.2433379812878398
2001,CWB,11,2275.107945586972,-0.0832118001855024,-0.4466574438188995,-0.7499595940262096,-0.03292298669082948,-0.4796462915679552,-0.2640156295437433,0.0888929796124224,-1.4585168448706654,-0.2996891214936992,-0.39673235894172004,-1.2433379812878398
2002,CWB,9,2098.312168451822,-0.1599897413045245,0.32351486111766137,-0.7524990303348298,0.24839567327731743,-0.13023936603870903,-0.5829203648716287,-0.3591777198719299,0.5245110476700311,-0.7728587803584541,-0.8216900475644663,0.5518064697585268
2002,CWB,10,2098.312168451822,-0.1599897413045245,-0.2620290426133977,-0.7738639808919583,-0.894245173323838,-0.8805776340966527,0.3573724797148438,-0.6408790443192578,0.0628635880379027,-0.766260306273474,0.06835411411371778,0.5232752646835752
2002,CWB,11,2098.312168451822,-0.1599897413045245,0.8836079055713022,-0.7738639808919583,-0.4456736326938394,0.14421168521096198,-0.8081302086415688,-0.6408790443192578,0.0341341132156535,-0.766260306273474,0.2013732106857501,0.5232752646835752
2003,CWB,9,2687.6983520115846,0.0867211661741361,0.45514035386944945,-0.27062964221344116,0.21498519139461233,-0.48942847733852635,0.11137809954359404,-0.27597681112815575,0.5825382938199171,0.0041561890244452915,-0.6130804710854884,-0.2011261883751009
2003,CWB,10,2687.6983520115846,0.0867211661741361,0.614939134356731,-0.7922193933579774,0.11423403929356514,-0.8761492691188256,0.3267658498407333,0.0571284311943044,0.31181566375301883,-0.7233374356232056,-0.7476282915365094,-0.1911015914509483
2003,CWB,11,2687.6983520115846,0.0867211661741361,-0.3097749453826457,-0.7922193933579774,0.22147067500111867,-0.42181789688091825,0.042790525104419275,0.0571284311943044,-0.8736113732170927,-0.7233374356232056,-0.5848191873874123,-0.1911015914509483
2004,CWB,9,2768.3673897008125,0.0933536252225563,0.28786000690760677,-0.7059203109787816,0.1546302917987853,-0.5027657321584155,0.4450912378179596,-0.5592177127969871,0.6438971521054275,-0.7890464405882159,0.3289659587323655,0.0034430134691172485
2004,CWB,10,2768.3673897008125,0.0933536252225563,0.5005939825012331,0.7810777378999585,0.032872076064529875,1.5258852069974551,0.9974344109123087,-0.2857390823426177,0.7328263123751941,2.181376135600421,-0.8094476505749338,0.3102260833714876
2004,CWB,11,2768.3673897008125,0.0933536252225563,0.0498754890435851,0.7810777378999585,0.36014997481001376,0.2501792383646139,-0.07285493404142253,-0.2857390823426177,0.0033429847789471,2.181376135600421,-0.38202719946378927,0.3102260833714876
2005,CWB,9,2652.504506303661,0.0295492665437282,0.9935591591723654,-0.6583684556840184,0.6300418908512517,-0.44666080252913426,0.0077592388624785485,-0.6609749068819012,0.8689572372546841,-0.44328141424721573,1.172187746997893,-0.21637904135619437
2005,CWB,10,2652.504506303661,0.0295492665437282,1.3210219093573567,0.8741490731243805,-0.013159419266193325,0.4116195024832032,1.05628174999791,-0.5823330100573393,0.6608455041523377,4.798368136558508,-0.8063691541995922,0.4255546475041008
2005,CWB,11,2652.504506303661,0.0295492665437282,1.047362348962648,0.8741490731243805,0.8025201698695381,-0.4879368923147502,0.27357955345917273,-0.5823330100573393,1.3059281344049587,4.798368136558508,0.29593463162525,0.4255546475041008
2006,CWB,9,2802.152801978974,0.0575983895925021,-0.3752364076266338,0.9039055633203243,-0.4470270187468805,-0.5124744124950827,0.3602763839663442,-0.3213333528876097,-0.6881084744717739,2.7152788342240948,-0.554053737741468,-1.1294091132556905
2006,CWB,10,2802.152801978974,0.0575983895925021,-0.332631398275753,-0.6981341434461742,3.014902523955548,-0.7955075948271169,0.12366451759290209,-0.2816089155925115,-0.6996788538210689,-0.7018640924845241,0.08462013878522667,-0.2288072677467741
2006,CWB,11,2802.152801978974,0.0575983895925021,0.8367470255690502,-0.6981341434461742,-0.7113472684576837,-0.4888697936350035,0.4085595135730435,-0.2816089155925115,-1.5328875949848717,-0.7018640924845241,-0.5373197491540089,-0.2288072677467741
2007,CWB,9,2964.9821230781013,0.0901024788182954,0.1952493146865205,-0.6010157687161766,0.16391915937805834,-0.09547818209491236,-0.42839239221253755,-0.37289800488534325,0.8590568097172858,-0.8382653337011247,-0.8625840852692267,-0.5289701724854408
2007,CWB,10,2964.9821230781013,0.0901024788182954,0.45923873733222687,3.6396241778291487,-0.7082142344807241,2.233963742199162,-1.284596235269069,0.7358328556136267,0.8189508796937662,0.2306372253333012,-0.5008812601133732,3.681450724291503
2007,CWB,11,2964.9821230781013,0.0901024788182954,-0.054436105237017,3.6396241778291487,-0.03928764779875793,-0.4986151753595522,0.28588819888213735,0.7358328556136267,1.2662159977245344,0.2306372253333012,-0.6619173006433429,3.681450724291503
2008,CWB,9,2024.453890851962,-0.2906591931618024,-0.7561157052665457,-0.7331743658748392,1.0908193186390707,-0.27077300188699643,0.022705552567770255,-0.4249913374379409,-1.9235328501897269,-0.40075672923703665,0.04739308772898639,0.05630172304027988
2008,CWB,10,2024.453890851962,-0.2906591931618024,0.06832420711720319,-0.7791276309242257,-1.1654735161976733,1.653274944509158,-1.865413266446397,-0.6415970205877183,-0.37604446041576345,-0.7953428392273829,-0.6009549616792994,0.4254184536933775
2008,CWB,11,2024.453890851962,-0.2906591931618024,-0.0428161618401154,-0.7791276309242257,1.0560787519321284,-0.03390412646230861,-0.4454953574566424,-0.6415970205877183,-0.5457123900637905,-0.7953428392273829,-0.6772363126914119,0.4254184536933775
2009,CWB,9,2970.2970292832338,0.0808897038617558,0.48924230401573515,3.6784367729821863,0.7054694115880474,-0.5031132656544514,0.34528516816658317,1.11081323112776,3.3170138596647947,1.1268382533783672,2.8940449649562003,3.776465188121807
2009,CWB,10,2970.2970292832338,0.0808897038617558,0.3737490551769963,2.965233373096647,0.11662226721266597,-0.8417385962976796,0.2103517608067279,1.6805210396152932,0.5045315557825485,1.265722958296925,-0.6578325244805914,-0.3130768368150753
2009,CWB,11,2970.2970292832338,0.0808897038617558,-0.8519987905415094,2.965233373096647,0.9212291684008794,-0.4763041324971585,0.5736187128801143,1.6805210396152932,0.2984375023917234,1.265722958296925,-0.4450519175300656,-0.3130768368150753
2010,CWB,9,3933.646838880765,0.395993458774148,0.31442454831868794,1.0877596784672614,-0.49140848092704814,0.5346312397661136,0.6875650542741963,-0.20964778549615884,0.5088164593651976,-0.18627474177028955,-0.3630806018698858,1.0508696858249504
2010,CWB,10,3933.646838880765,0.395993458774148,-0.5864686129644349,-0.7603450853378078,-0.6225045905868141,0.2833045680857852,-0.23085046285190272,7.542780198379432,0.11804471753935282,-0.3947523768109034,1.3880495754420377,0.5634488518503973
2010,CWB,11,3933.646838880765,0.395993458774148,2.036837565443592,-0.7603450853378078,-0.5510040529920067,13.887475300636927,1.148258754052513,7.542780198379432,2.3370221618687843,-0.3947523768109034,1.1623948733047933,0.5634488518503973
2011,CWB,9,3647.926665981048,0.1954531458213887,0.3694338942471991,-0.6976154566469233,0.28416769228277083,-0.5074675695843841,0.3144116179681805,-0.19212964369881247,0.20619505760002638,-0.3510466711634068,-0.787057160256524,-0.11064020062966122
2011,CWB,10,3647.926665981048,0.1954531458213887,0.6337220611201596,-0.3211908844032795,0.46659399328461043,-0.8520895820564057,0.23269174685972757,0.2016136427713641,0.887211868270894,-0.7358089556367513,-0.572280887870758,-0.7891330773952606
2011,CWB,11,3647.926665981048,0.1954531458213887,0.4995086666391728,-0.3211908844032795,-0.15044678910492895,-0.3501492690359672,-0.5845785389921448,0.2016136427713641,-0.4386422002424593,-0.7358089556367513,-0.7543404731683309,-0.7891330773952606
2012,CWB,9,2958.105831211545,-0.0776281120723763,0.4476107821422225,0.17371778114097208,0.03380487936374788,-0.4862603980822756,0.4297344004160978,-0.5630026113779354,0.4695844094136451,-0.5960305827916562,2.8936734803135535,-0.39872651975706686
2012,CWB,10,2958.105831211545,-0.0776281120723763,0.8910430391904547,-0.504661583887977,-0.0824771478602784,-0.8285110123111408,0.4106880261350142,-0.3925187017445242,1.2687676499120433,-0.1056209640092693,2.879780674843896,-0.115485635683015
2012,CWB,11,2958.105831211545,-0.0776281120723763,0.560588938611858,-0.504661583887977,-1.4547863887994272,-0.4555719350064832,0.11539281139227481,-0.3925187017445242,0.6759740386534989,-0.1056209640092693,2.978967950790591,-0.115485635683015
2013,CWB,9,2707.197486937163,-0.1611192435848817,0.34464496304981757,-0.7507639316342046,0.0516120690120326,-0.04457659853664884,0.5949005028737021,-0.6312097396097421,0.4147482585316648,-0.8044131775905119,-0.7952583083670645,-0.32646833104461803
2013,CWB,10,2707.197486937163,-0.1611192435848817,0.0786073904861761,-0.6804488881227011,0.02141909965077687,-0.3320104288112099,0.49445830263446183,-0.5336313087167431,0.6792823559377789,-0.5079844131037985,-0.7482452064968953,-0.8585340470000414
2013,CWB,11,2707.197486937163,-0.1611192435848817,-3.0487548960056072,-0.6804488881227011,0.06086372813530109,-0.09210926893029033,-0.7115076733001452,-0.5336313087167431,-1.322757576075895,-0.5079844131037985,-0.6999038254164557,-0.8585340470000414
2014,CWB,9,2892.8454356606403,-0.0935090762133243,-10.832840800801725,-0.6857546972745571,-0.07668180378964763,0.3524957051843239,-0.6664176396943492,0.7718370572955676,-1.4966572684487391,-0.8053042697855063,-0.8038126112057581,1.0433390942059684
2014,CWB,10,2892.8454356606403,-0.0935090762133243,0.5372890444579193,-0.3227693815751765,-1.7014623122687267,0.9526155313692453,-1.4070765767645084,-0.500335100763234,-2.3569213671206515,-0.5166882178274067,3.132561974732464,-0.5108494742853904
2014,CWB,11,2892.8454356606403,-0.0935090762133243,1.4845135388071422,-0.3227693815751765,-2.286488796031757,-0.1606022231193035,-0.2213299841374186,-0.500335100763234,1.5268317288896156,-0.5166882178274067,3.2396580233373795,-0.5108494742853904
2015,CWB,9,3101.367971827829,-0.0324093531892292,-0.08618478794327485,-0.6799733758219274,-0.37674615043044013,0.42661368383157616,-2.751297297946512,0.24791266487975153,-1.068191407056059,-0.8146558915614124,-0.419920299263271,0.7856364402605623
2015,CWB,10,3101.367971827829,-0.0324093531892292,-1.7063730966170059,-0.2108511511396952,0.6620738147625976,1.0831034569324542,-4.582668635249118,-0.3569490759502374,-2.052632308084636,-0.7948222604371188,-0.6326678640017309,1.1540804948213494
2015,CWB,11,3101.367971827829,-0.0324093531892292,0.0703340950794747,-0.2108511511396952,1.4764630197481874,0.6078273725874785,-4.385593985145881,-0.3569490759502374,2.148457840800437,-0.7948222604371188,-0.6663594104246215,1.1540804948213494
2016,CWB,9,3477.431893841902,0.0660093515389699,-0.5441701773275672,0.748225167534392,0.901973928482804,-0.5140316413163805,0.3117556043234602,8.669836565996269,-0.51614291828036,0.9078516997326106,-0.6451461772315852,-3.5599302229019845
2016,CWB,10,3477.431893841902,0.0660093515389699,-0.3216101386214897,-0.2408055371863943,-0.045239773993668776,-0.8732190624906748,0.2512028755980468,-0.4375762119376423,0.5630751598282815,-0.5507629102124624,-0.808688285726572,0.4535733183096389
2016,CWB,11,3477.431893841902,0.0660093515389699,0.0732219174662973,-0.2408055371863943,-2.2730909517839866,-0.4982337287672314,0.2966532112000124,-0.4375762119376423,-0.1590235866554493,-0.5507629102124624,1.265990367964386,0.4535733183096389
1993,DWD,9,2037.439151033997,-0.0461708621216909,0.26452993336169806,-0.11855404633696288,-1.1357658392419034,-0.5329249409242386,0.5351900528472141,-0.24982751641621964,0.00024123547306424873,-0.3089601870359849,0.1795702236722066,0.44741765113538196
1993,DWD,10,2037.439151033997,-0.0461708621216909,0.04891434065118999,1.273176970145736,-1.9970305316585477,-0.49898238826226626,0.3694454178140005,-0.5040017024172249,0.7280927349408398,0.0932253228767724,0.3707102845906544,0.5078820007956356
1993,DWD,11,2037.439151033997,-0.0461708621216909,-2.84516746888442,1.273176970145736,0.4043944792341799,-0.42549002753370274,0.289404052432422,-0.5040017024172249,-0.8345273364606391,0.0932253228767724,-0.7887475420888457,0.5078820007956356
1994,DWD,9,2185.741997507356,0.018137739947107,-0.03776091884781633,0.4399594539890091,0.35695866264527226,0.1736329301158265,1.3101237298911916,0.22303338961549987,-0.6054342841284555,0.7299930285019074,-0.7594708346491592,-1.7865680538845712
1994,DWD,10,2185.741997507356,0.018137739947107,0.2580570303161849,0.1873599322646251,0.3481015518867431,-0.2890552449220308,-0.49388822232987756,-0.5151841819496545,0.8656819832867959,-0.1224663457314996,-0.7769989565253791,-0.0318913201485533
1994,DWD,11,2185.741997507356,0.018137739947107,-1.192060104718745,0.1873599322646251,0.312420293538785,-0.49459027390215854,0.25405585133012487,-0.5151841819496545,-0.7365476252513777,-0.1224663457314996,-0.7918042313920227,-0.0318913201485533
1995,DWD,9,1946.759707253285,-0.1022646938567331,-0.5358324812978381,0.13755550120147025,0.8147875689750077,-0.043857964072485725,-0.16166354417982204,-0.3783199968100126,-2.101144325686419,0.21304859502000711,3.3056475007974275,-0.9392133421555868
1995,DWD,10,1946.759707253285,-0.1022646938567331,0.3897539145891017,-0.351457450097654,0.317805634537039,-0.26217486536923756,0.0474660937802313,-0.2192486650489319,1.2457577217434854,-0.6031344376404629,-0.6719423693617976,-1.34663793103679
1995,DWD,11,1946.759707253285,-0.1022646938567331,0.2046023600664648,-0.351457450097654,-2.010259496777853,11.501799624001851,-1.6941440146460787,-0.2192486650489319,0.3924973395335989,-0.6031344376404629,-0.5730668408130879,-1.34663793103679
1996,DWD,9,2260.47032027338,0.0409677436828619,-1.5879203897704386,-0.48509296380236544,-4.936184205410049,-0.10222775752499612,-0.03231642184991451,-0.5617550773471764,-0.9736497422644746,-0.2625034056357022,0.3779330001392561,0.1283194227824311
1996,DWD,10,2260.47032027338,0.0409677436828619,-0.006922864443170964,-0.7739327919361044,-1.1868665371765716,-0.10524761098985402,0.34950654200437997,-0.2548149533584984,0.4865970218873878,-0.5644491466516878,-0.05328638880828895,0.4924623043142366
1996,DWD,11,2260.47032027338,0.0409677436828619,0.0020812526940399,-0.7739327919361044,2.8335779405548047,-0.010343637139223951,-0.48775461914249707,-0.2548149533584984,-0.2573578939499356,-0.5644491466516878,2.623080038682555,0.4924623043142366
1997,DWD,9,2623.2529203255017,0.1759128118634677,-1.5296160612744172,-0.352334956700572,-0.41797857246659986,0.8142887151627833,0.10245240805916661,0.6881578480058328,-0.44371345272746676,-0.7049395385541003,-0.5061627095511396,-1.648608050763264
1997,DWD,10,2623.2529203255017,0.1759128118634677,-3.3346790118304517,-0.763947429107276,0.013835646023692142,-0.29445417643871524,-0.08700398992927036,-0.4409148741206526,-0.6619953098245277,0.8528035190182396,-0.8204839152943717,0.7601389857480411
1997,DWD,11,2623.2529203255017,0.1759128118634677,0.0658235565137465,-0.763947429107276,0.8598121047405254,-0.5031255220313594,0.18022702695534265,-0.4409148741206526,-0.1872729257082528,0.8528035190182396,0.2355801515744469,0.7601389857480411
1998,DWD,9,2304.962651203633,-0.0069315508171687,0.2524169106411203,-0.2129509292891564,0.6272243638173692,-0.45448457588833124,0.6513466760565154,-0.5791731600194869,0.1374037526881096,-0.20223965058684265,-0.3313501368805336,-0.3927075109837078
1998,DWD,10,2304.962651203633,-0.0069315508171687,-0.9169402205465277,0.5534529416135349,-0.4422669046304709,-0.47293824591319206,0.19792053978143515,-0.5361534570880869,-0.9217532925379247,0.9941392463390284,1.2090765690162402,-2.6025283497878897
1998,DWD,11,2304.962651203633,-0.0069315508171687,-0.1869524525995096,0.5534529416135349,-0.0015928850215871124,-0.4885400404393805,0.13742632481843575,-0.5361534570880869,-1.2355271055703665,0.9941392463390284,0.010363602737824681,-2.6025283497878897
1999,DWD,9,2505.6008274599226,0.0603710133986302,-0.15376250488550214,-0.467624492204702,-2.327945785780129,-0.528149423620662,0.4410985553034242,-0.4649837480027464,-0.6544808029384308,-0.23484308371494414,0.40772754806898853,0.3004610064301003
1999,DWD,10,2505.6008274599226,0.0603710133986302,1.615707013967621,0.1780846308766986,0.23793581984821116,0.5954695420934738,2.4160760314806953,0.9231740065533972,0.35890328756248624,-0.2093389706155023,0.06618185847377318,0.5317531079354265
1999,DWD,11,2505.6008274599226,0.0603710133986302,0.598296233990747,0.1780846308766986,0.21736651474889523,-0.5138271954461859,0.28824501062700475,0.9231740065533972,0.198084842739793,-0.2093389706155023,-0.8178503238475889,0.5317531079354265
2000,DWD,9,2551.682570811968,0.0453192686395238,0.32663266762573434,6.81567749211064,0.23719960765179127,-0.5295294480115998,0.37944188353282726,-0.44275233014645615,0.5483923998294733,6.242707752786135,0.06256242228415584,1.8022458030416548
2000,DWD,10,2551.682570811968,0.0453192686395238,0.7984262346074877,-0.564329636383043,0.2624066016678233,0.20195041293619662,-0.1913252909612249,-0.5292592793592488,0.41170497180244636,-0.4206876269736901,-0.48168907633105046,-1.2463461165030476
2000,DWD,11,2551.682570811968,0.0453192686395238,-0.0698690826065604,-0.564329636383043,-0.6931508753041453,0.6490910793383674,-1.6562657444619446,-0.5292592793592488,-0.275610995791777,-0.4206876269736901,0.12037480248415632,-1.2463461165030476
2001,DWD,9,2275.107945586972,-0.0832118001855024,-3.154601602074864,0.6770929131146907,-0.050865248765659024,0.28742123150894855,-1.0527349543593245,-0.4421096789333813,0.3202057783531323,1.1534793214871468,3.056965569743283,1.739931222321261
2001,DWD,10,2275.107945586972,-0.0832118001855024,-2.055499959774018,-0.7499595940262096,0.04300839880663573,-0.07998218037042244,-0.41829927016017543,0.0888929796124224,0.2035582166233405,-0.2996891214936992,-0.439050340736638,-1.2433379812878398
2001,DWD,11,2275.107945586972,-0.0832118001855024,-0.4466574438188995,-0.7499595940262096,-0.38883349204753176,-0.5108605680397241,0.33345767893416245,0.0888929796124224,-1.4585168448706654,-0.2996891214936992,1.23189978206249,-1.2433379812878398
2002,DWD,9,2098.312168451822,-0.1599897413045245,0.3381816204756467,-0.5970482683715723,0.24699113008865906,0.2615646255794711,-0.041160693062864774,-0.6370858417083075,1.090240276299547,-0.5998147418464246,-0.7638835956288021,-0.030263107210740145
2002,DWD,10,2098.312168451822,-0.1599897413045245,0.2949023724222654,-0.7738639808919583,0.16573345804652914,-0.46357480833826203,0.10865396057249843,-0.6408790443192578,-0.24602313819177463,-0.766260306273474,3.203622331891713,0.5232752646835752
2002,DWD,11,2098.312168451822,-0.1599897413045245,0.8836079055713022,-0.7738639808919583,0.3810281165400652,-0.45833688783292137,-0.13148304335656663,-0.6408790443192578,0.0341341132156535,-0.766260306273474,-0.6757731273890473,0.5232752646835752
2003,DWD,9,2687.6983520115846,0.0867211661741361,1.0170612869247528,-0.31534448475534654,0.44541590312017476,-0.5044641508660251,0.535006298136331,-0.5378688331218245,0.7743099467113753,-0.3621645574141062,-0.564299198800631,-0.35223654306575736
2003,DWD,10,2687.6983520115846,0.0867211661741361,0.5388307138686385,-0.7922193933579774,-0.4981288789519111,-0.47864865641891047,0.5548860610197315,0.0571284311943044,0.5547401434461746,-0.7233374356232056,-0.7611172672771208,-0.1911015914509483
2003,DWD,11,2687.6983520115846,0.0867211661741361,-0.3097749453826457,-0.7922193933579774,0.31485177246877494,-0.06998921298932503,-0.044530775388410083,0.0571284311943044,-0.8736113732170927,-0.7233374356232056,-0.6620692596534026,-0.1911015914509483
2004,DWD,9,2768.3673897008125,0.0933536252225563,0.25670105394291354,-0.24380710993416876,0.04762479916158599,-0.39566827901450524,0.43827864132424643,-0.6211614592126325,0.2163810463641785,-0.21400392115479844,-0.6934941672488633,0.3867430489528839
2004,DWD,10,2768.3673897008125,0.0933536252225563,-0.49619412206242686,0.7810777378999585,2.978476489915792,-0.4927946428297355,0.3834592774663626,-0.2857390823426177,-0.3552066483524897,2.181376135600421,1.2440058217350403,0.3102260833714876
2004,DWD,11,2768.3673897008125,0.0933536252225563,0.0498754890435851,0.7810777378999585,0.534433319137912,0.7837214514781614,-1.326656128131764,-0.2857390823426177,0.0033429847789471,2.181376135600421,-0.6615381704923564,0.3102260833714876
2005,DWD,9,2652.504506303661,0.0295492665437282,0.8346217322227175,-0.5751504485348776,0.6991318777922578,-0.5255633667979278,0.5490703837823631,-0.370444355742798,0.640354556661801,-0.45401624168543453,-0.5008539991821362,0.3699010359699631
2005,DWD,10,2652.504506303661,0.0295492665437282,0.20184628061692603,0.8741490731243805,0.8511655332341772,-0.4998389979875517,0.425449527191598,-0.5823330100573393,-3.7060100881374725,4.798368136558508,-0.5528680764033428,0.4255546475041008
2005,DWD,11,2652.504506303661,0.0295492665437282,1.047362348962648,0.8741490731243805,0.35139371243780926,-0.5084626684685855,0.1936156152915896,-0.5823330100573393,1.3059281344049587,4.798368136558508,-0.6057196111473007,0.4255546475041008
2006,DWD,9,2802.152801978974,0.0575983895925021,0.36633958201472233,-0.1919563729030307,0.19052774997433422,-0.5325062745262868,0.591683452244143,-0.53279683545523,0.18239733654588394,-0.15934550860852756,-0.7771748370158669,0.03402989810377509
2006,DWD,10,2802.152801978974,0.0575983895925021,0.11157501124323588,-0.6981341434461742,0.5756611979158062,-0.4908448611151763,0.3787687315653593,-0.2816089155925115,-0.023568016389729572,-0.7018640924845241,-0.6735140903856544,-0.2288072677467741
2006,DWD,11,2802.152801978974,0.0575983895925021,0.8367470255690502,-0.6981341434461742,-0.25009943103282023,0.1345117201096411,1.9384781735704604,-0.2816089155925115,-1.5328875949848717,-0.7018640924845241,-0.748882280346003,-0.2288072677467741
2007,DWD,9,2964.9821230781013,0.0901024788182954,0.27965403529045074,-0.44181790592964487,0.22834598165727923,0.5181485332381857,-1.273422922142982,-0.3983011398069402,0.13373394364082722,-0.43198483856444186,-0.370236165726749,0.008685216313571841
2007,DWD,10,2964.9821230781013,0.0901024788182954,0.43976759038991803,3.6396241778291487,0.7135016694939705,-0.4924431807013286,0.27683036570837727,0.7358328556136267,1.0098070053261607,0.2306372253333012,-0.60441096646858,3.681450724291503
2007,DWD,11,2964.9821230781013,0.0901024788182954,-0.054436105237017,3.6396241778291487,0.6806660799628207,-0.12085586844671806,0.06674273999561832,0.7358328556136267,1.2662159977245344,0.2306372253333012,-0.6975821587336902,3.681450724291503
