year,model,init_month,yield [kg/ha],yield anomaly [%],tmeanrain_buenos aires coronel suarez_9,tmeansquared_buenos aires coronel suarez_11,tmeanrain_buenos aires coronel suarez_11,rainsquared_buenos aires hipolito yrigoyen_9
1993,ECMWF,9,2037.439151033997,-0.0461708621216909,-0.18109521747784735,-0.17131238995747744,0.12444500690909667,-0.39703845539313576
1993,ECMWF,10,2037.439151033997,-0.0461708621216909,0.5078820007956356,-0.5191534622349416,0.14256510251574764,-0.5040017024172249
1993,ECMWF,11,2037.439151033997,-0.0461708621216909,0.5078820007956356,-0.3380587314083869,-0.09035359154962992,-0.5040017024172249
1994,ECMWF,9,2185.741997507356,0.018137739947107,0.11943550934177798,-0.21722653927048233,0.24602621434482608,0.010038944954319291
1994,ECMWF,10,2185.741997507356,0.018137739947107,-0.0318913201485533,-0.1267052866458063,0.08276789282060275,-0.5151841819496545
1994,ECMWF,11,2185.741997507356,0.018137739947107,-0.0318913201485533,0.3290289458381154,-0.25315941051484614,-0.5151841819496545
1995,ECMWF,9,1946.759707253285,-0.1022646938567331,-0.428455686305637,0.14220409328625203,-0.32676744069609104,-0.5695679201103505
1995,ECMWF,10,1946.759707253285,-0.1022646938567331,-1.34663793103679,-0.06921542434676403,0.35297067710403124,-0.2192486650489319
1995,ECMWF,11,1946.759707253285,-0.1022646938567331,-1.34663793103679,1.415329470539605,0.3818274737161186,-0.2192486650489319
1996,ECMWF,9,2260.47032027338,0.0409677436828619,0.27472744515610414,-0.1404603542931514,0.300951747942281,-0.3557753786879052
1996,ECMWF,10,2260.47032027338,0.0409677436828619,0.4924623043142366,0.6069232153732037,-0.6884202852899537,-0.2548149533584984
1996,ECMWF,11,2260.47032027338,0.0409677436828619,0.4924623043142366,0.23015871035077462,-0.11595891130460896,-0.2548149533584984
1997,ECMWF,9,2623.2529203255017,0.1759128118634677,-0.28634664166842616,-0.00347011380048755,-0.7221011954900525,-0.5797605284540134
1997,ECMWF,10,2623.2529203255017,0.1759128118634677,0.7601389857480411,0.3748761816061583,-0.9539641465388333,-0.4409148741206526
1997,ECMWF,11,2623.2529203255017,0.1759128118634677,0.7601389857480411,-0.1503826603034515,0.2132714480214946,-0.4409148741206526
1998,ECMWF,9,2304.962651203633,-0.0069315508171687,-0.41813000393297783,-0.091356581113305,-0.04801551157904419,-0.3014991728341887
1998,ECMWF,10,2304.962651203633,-0.0069315508171687,-2.6025283497878897,-0.02222972136381028,0.08757864591869081,-0.5361534570880869
1998,ECMWF,11,2304.962651203633,-0.0069315508171687,-2.6025283497878897,-0.08451951424354504,0.1411859815692497,-0.5361534570880869
1999,ECMWF,9,2505.6008274599226,0.0603710133986302,0.22512274565393536,-0.12467498080725842,0.20213326592690672,0.6237347159466023
1999,ECMWF,10,2505.6008274599226,0.0603710133986302,0.5317531079354265,-0.11046585355830145,0.20752148211215665,0.9231740065533972
1999,ECMWF,11,2505.6008274599226,0.0603710133986302,0.5317531079354265,0.23221211586331592,0.975751295772989,0.9231740065533972
2000,ECMWF,9,2551.682570811968,0.0453192686395238,0.15060877936723369,-0.3324122487212592,0.11642209636984543,-0.5596785270717384
2000,ECMWF,10,2551.682570811968,0.0453192686395238,-1.2463461165030476,-0.09269039939990147,-0.13579940210575067,-0.5292592793592488
2000,ECMWF,11,2551.682570811968,0.0453192686395238,-1.2463461165030476,-0.22606073071025357,-0.4216136981058672,-0.5292592793592488
