year,model,init_month,yield [kg/ha],yield anomaly [%],tmeanrain_buenos aires coronel suarez_9,tmeansquared_buenos aires coronel suarez_11,tmeanrain_buenos aires coronel suarez_11,rainsquared_buenos aires hipolito yrigoyen_9
1993,ECMWF,9,2037.439151033997,-0.0461708621216909,-0.09220214339040789,-0.05108316022109057,0.06457612454271118,-0.29953232010798286
1993,ECMWF,10,2037.439151033997,-0.0461708621216909,0.5078820007956356,-0.35303429874574865,0.20737461259722662,-0.5040017024172249
1993,ECMWF,11,2037.439151033997,-0.0461708621216909,0.5078820007956356,-0.3301828645532942,-0.04511148160610656,-0.5040017024172249
1994,ECMWF,9,2185.741997507356,0.018137739947107,0.05717768828507806,-0.11566550477927748,0.2153563412927198,0.09835852729433957
1994,ECMWF,10,2185.741997507356,0.018137739947107,-0.0318913201485533,-0.07327174089269646,0.012239998204733454,-0.5151841819496545
1994,ECMWF,11,2185.741997507356,0.018137739947107,-0.0318913201485533,0.38375368808704124,-0.12361033834357713,-0.5151841819496545
1995,ECMWF,9,1946.759707253285,-0.1022646938567331,-0.3419269679344115,0.2277165413355635,-0.21898657986039866,-0.3722609693155039
1995,ECMWF,10,1946.759707253285,-0.1022646938567331,-1.34663793103679,-0.08389608879499509,0.23642489212898044,-0.2192486650489319
1995,ECMWF,11,1946.759707253285,-0.1022646938567331,-1.34663793103679,0.7567010271421034,0.18089263503024025,-0.2192486650489319
1996,ECMWF,9,2260.47032027338,0.0409677436828619,0.14691287185091215,-0.05134371506591989,0.17718679964004483,-0.34613991457412197
1996,ECMWF,10,2260.47032027338,0.0409677436828619,0.4924623043142366,0.24322194348406076,-0.50182788256827,-0.2548149533584984
1996,ECMWF,11,2260.47032027338,0.0409677436828619,0.4924623043142366,0.3108545618533167,-0.2765499607643752,-0.2548149533584984
1997,ECMWF,9,2623.2529203255017,0.1759128118634677,-0.340919032631361,0.16866124724903697,-0.4767049884337021,-0.375758402418931
1997,ECMWF,10,2623.2529203255017,0.1759128118634677,0.7601389857480411,0.5593658769793933,-0.6297608863182912,-0.4409148741206526
1997,ECMWF,11,2623.2529203255017,0.1759128118634677,0.7601389857480411,-0.20559867230379383,0.20289783899593225,-0.4409148741206526
1998,ECMWF,9,2304.962651203633,-0.0069315508171687,-0.29206572765818944,-0.1135880332941851,0.09020425569370126,-0.27251272190347425
1998,ECMWF,10,2304.962651203633,-0.0069315508171687,-2.6025283497878897,-0.07983082476391,0.1115743714704942,-0.5361534570880869
1998,ECMWF,11,2304.962651203633,-0.0069315508171687,-2.6025283497878897,-0.09289661356109642,0.06912621049785346,-0.5361534570880869
1999,ECMWF,9,2505.6008274599226,0.0603710133986302,0.0050398717794943315,-0.17834324788268122,0.15760413709357973,-0.07197760342762478
1999,ECMWF,10,2505.6008274599226,0.0603710133986302,0.5317531079354265,-0.1745194709292591,0.2250754475877426,0.9231740065533972
1999,ECMWF,11,2505.6008274599226,0.0603710133986302,0.5317531079354265,0.10619028543226894,0.6183897985592429,0.9231740065533972
2000,ECMWF,9,2551.682570811968,0.0453192686395238,0.09066450783990489,-0.2867157107305388,-0.05218380196390977,-0.45657930603703556
2000,ECMWF,10,2551.682570811968,0.0453192686395238,-1.2463461165030476,-0.1321044088446037,-0.12897114572653043,-0.5292592793592488
2000,ECMWF,11,2551.682570811968,0.0453192686395238,-1.2463461165030476,-0.27596451574722664,-0.17462608666030216,-0.5292592793592488
2001,ECMWF,9,2275.107945586972,-0.0832118001855024,-0.050415132720445364,-0.2584365657501427,0.19525456225278837,-0.3251995022267391
2001,ECMWF,10,2275.107945586972,-0.0832118001855024,-1.2433379812878398,-0.09902198135458092,0.3853887148907362,0.0888929796124224
2001,ECMWF,11,2275.107945586972,-0.0832118001855024,-1.2433379812878398,-0.22351703932717945,-0.07164891304702735,0.0888929796124224
2002,ECMWF,9,2098.312168451822,-0.1599897413045245,-0.168981679693118,-0.04834239477666786,0.12404740360097634,-0.4096942008178086
2002,ECMWF,10,2098.312168451822,-0.1599897413045245,0.5232752646835752,-0.2476074021669216,0.16530925484631068,-0.6408790443192578
2002,ECMWF,11,2098.312168451822,-0.1599897413045245,0.5232752646835752,-0.15391546773992165,-0.3068552803694075,-0.6408790443192578
2003,ECMWF,9,2687.6983520115846,0.0867211661741361,-0.45401204709697157,-0.04326347522797432,0.03581956654723782,-0.3757318495315159
2003,ECMWF,10,2687.6983520115846,0.0867211661741361,-0.1911015914509483,0.025615126071489108,0.16356400259494866,0.0571284311943044
2003,ECMWF,11,2687.6983520115846,0.0867211661741361,-0.1911015914509483,0.6647313928966511,-0.8218010099638199,0.0571284311943044
2004,ECMWF,9,2768.3673897008125,0.0933536252225563,0.05104607094207209,-0.07539519301177641,0.07152176667205913,2.5496888770228283
2004,ECMWF,10,2768.3673897008125,0.0933536252225563,0.3102260833714876,-0.21439360588820613,0.053382575604489765,-0.2857390823426177
2004,ECMWF,11,2768.3673897008125,0.0933536252225563,0.3102260833714876,0.2757169352643865,-0.6388071157215451,-0.2857390823426177
2005,ECMWF,9,2652.504506303661,0.0295492665437282,-0.34795208165470226,0.17370596955248077,0.16695433261070786,-0.4670124680435315
2005,ECMWF,10,2652.504506303661,0.0295492665437282,0.4255546475041008,-0.007113897277380384,0.2141073322131606,-0.5823330100573393
2005,ECMWF,11,2652.504506303661,0.0295492665437282,0.4255546475041008,-0.21432158624868958,0.14131883248221297,-0.5823330100573393
2006,ECMWF,9,2802.152801978974,0.0575983895925021,-0.09683947851899424,-0.15422774693170208,0.022437946057256863,-0.189514447030423
2006,ECMWF,10,2802.152801978974,0.0575983895925021,-0.2288072677467741,-0.2144172330520844,0.3517682140275359,-0.2816089155925115
2006,ECMWF,11,2802.152801978974,0.0575983895925021,-0.2288072677467741,-0.2376966274379948,0.2725041357212037,-0.2816089155925115
2007,ECMWF,9,2964.9821230781013,0.0901024788182954,0.0719215753098705,0.3097041528407049,-0.15294056593551283,-0.29842092378197743
2007,ECMWF,10,2964.9821230781013,0.0901024788182954,3.681450724291503,-0.166387713431463,0.31984635420898144,0.7358328556136267
2007,ECMWF,11,2964.9821230781013,0.0901024788182954,3.681450724291503,-0.047126550816835956,0.882009697622049,0.7358328556136267
2008,ECMWF,9,2024.453890851962,-0.2906591931618024,-0.10740273683661483,0.08473662865136442,-0.28603835731745264,-0.10282866409574508
2008,ECMWF,10,2024.453890851962,-0.2906591931618024,0.4254184536933775,1.17311583515901,-1.1853340850207192,-0.6415970205877183
2008,ECMWF,11,2024.453890851962,-0.2906591931618024,0.4254184536933775,0.7516646332985022,-0.90577133720687,-0.6415970205877183
2009,ECMWF,9,2970.2970292832338,0.0808897038617558,-0.1322629636040624,0.29901693731129514,-0.16560753719535856,-0.464721963353928
2009,ECMWF,10,2970.2970292832338,0.0808897038617558,-0.3130768368150753,0.5279387932533389,0.09641031833403514,1.6805210396152932
