year,model,init_month,yield [kg/ha],yield anomaly [%],tmeanrain_santa fe san justo_10,tmeanrain_santa fe san justo_11,rainsquared_buenos aires lujan_9,rainsquared_buenos aires villarino_11,tmeanrain_buenos aires hipolito yrigoyen_11,tmeansquared_buenos aires hipolito yrigoyen_11,tmeanrain_buenos aires coronel suarez_11,rainsquared_buenos aires hipolito yrigoyen_9,rainsquared_santa fe la capital_11,rainsquared_buenos aires saavedra_10,rainsquared_santa fe san justo_11
2015,BOM,10,3101.367971827829,-0.0324093531892292,-0.36522296451896585,-3.0741402899526915,-0.4187075889390763,1.2319714826991923,-1.5763680444789596,1.1652011508829148,-2.022039026783235,-0.4527060648794895,0.8313792644701821,0.009391621216766266,0.3115799663945279
2015,BOM,11,3101.367971827829,-0.0324093531892292,-0.0938526659300671,-3.9415838079813255,-0.4187075889390763,1.219120944396676,-5.457582902879502,1.8271943996724747,-4.208092189884472,-0.4527060648794895,2.030433150186665,-0.4046308821959155,4.0587612773161
2016,BOM,9,3477.431893841902,0.0660093515389699,-1.9004255845772366,0.2852418962951846,-1.0618964215931799,-0.3753262264004406,0.2717102114894077,-0.4776698256031771,0.08446526066098202,-0.6794781210408756,-0.7589233759705774,-0.6744082052798992,-0.665020737926346
2016,BOM,10,3477.431893841902,0.0660093515389699,-0.5720980906679507,-0.8288810268406571,-0.5500703503621278,-0.5441122941547701,0.7822698650330746,1.0007312545972622,0.7101963864940135,-0.5523815362515582,-0.6078778588180724,-0.47869348984831545,-0.6027355346526876
2016,BOM,11,3477.431893841902,0.0660093515389699,0.0051942277094736,-1.3282645346478994,-0.5500703503621278,-0.21070495312833687,0.4124379139950903,-0.5282330811093713,0.32384861180183483,-0.5523815362515582,0.2912690675381461,0.1935815092041237,0.21015819470847885
1993,CCSM4,9,2037.439151033997,-0.0461708621216909,-0.24710418623415478,0.07224744739611991,-0.656963132573527,0.31260672681539525,-0.0722737199543119,-0.6083880524169443,-0.5577622153824497,-0.5753348919524188,-0.314593157170343,-0.3640330260516047,-0.488435200533015
1993,CCSM4,10,2037.439151033997,-0.0461708621216909,1.634280891166829,0.4106016822567306,-0.7731876040218693,-0.6265607040587751,1.0277222467109686,-0.05801016686074095,0.3951862156802082,-0.6725288681470262,-0.5362137664738367,-0.4754937736593639,-0.5454784958778726
1993,CCSM4,11,2037.439151033997,-0.0461708621216909,-2.503667083883825,-1.7413176456836794,-0.7731876040218693,-0.6410861904506411,0.33483843298566635,-0.5789578330259265,-0.14556768495859462,-0.6725288681470262,0.5920236535484595,-0.6701199943753856,0.5904725590898717
1994,CCSM4,9,2185.741997507356,0.018137739947107,-0.1647851705998056,-0.2110358354263954,0.30359148567466365,-0.6564804491800879,-0.5613198732776644,0.19319014148434244,0.1108106634082299,0.1037480109283846,-0.6908081316135338,-0.5792659669939557,-0.6828377707143576
1994,CCSM4,10,2185.741997507356,0.018137739947107,0.5500954968904971,0.016399209387047448,0.169900268808493,-0.26047314294841023,0.7613413850823851,-0.500420921734937,1.0842945048611214,-0.6495979428989257,-0.7260526982777922,-0.45267742152590906,-0.6969608401902952
1994,CCSM4,11,2185.741997507356,0.018137739947107,-1.3092868652250147,0.065274082914172,0.169900268808493,-0.6515672711333326,0.46951073194190734,-0.5909163132171175,0.5261748853709773,-0.6495979428989257,-0.7800600539971403,-0.704860240165329,-0.7390184383733946
1995,CCSM4,9,1946.759707253285,-0.1022646938567331,-0.778946728411237,-0.3529097680227357,-0.22062819053817337,-0.6703530145164454,0.22403671282659368,-0.6866609477587391,0.39318216782379056,-0.33781875126499405,0.5038410323357749,-0.7553304516123618,0.7107584402123374
1995,CCSM4,10,1946.759707253285,-0.1022646938567331,-1.7257203243504342,0.4563382306919614,1.427194291674912,-0.6688323251802115,0.21633075858638773,-0.6814115874330099,0.3406636810655275,-0.2845898585412758,-0.7416048493678575,-0.3991840139716852,-0.6225026564514262
1995,CCSM4,11,1946.759707253285,-0.1022646938567331,0.0769519882599108,-0.01794534690570439,1.427194291674912,-0.6375744206925482,0.4865698172644255,-0.6025759086209699,0.5767652899097074,-0.2845898585412758,-0.7362997613360991,-0.5060021656095016,-0.6634451589487939
1996,CCSM4,9,2260.47032027338,0.0409677436828619,-0.06057178794626257,-1.1028783304206613,0.25387269375686644,0.9011994569841376,-1.5447789586749228,1.024232820298808,-1.1924979906616695,1.4506641797163622,0.5366121094895602,1.9254385413779658,0.7578723251001546
1996,CCSM4,10,2260.47032027338,0.0409677436828619,-0.21227882626191094,-0.058890089090325254,-0.7332391782504911,-0.28004929467806966,0.12067226454889968,-0.6171438255032465,0.5349089379152898,-0.3277967543467479,-0.3421261456623397,-0.6040791060975738,-0.5001557492254433
1996,CCSM4,11,2260.47032027338,0.0409677436828619,0.0675973539638276,0.4775903230800636,-0.7332391782504911,-0.0032186876248755537,0.46747985000866743,-0.48625502758866285,0.13432067442003706,-0.3277967543467479,-0.5284851508343159,-0.7055020341261675,-0.35426559225382964
1997,CCSM4,9,2623.2529203255017,0.1759128118634677,-0.7342497892166284,-1.9600229536928482,-0.40431917520255356,0.4477031678420643,-0.2111020201949577,0.7244591068691209,-1.5185723002297093,0.6595130792404589,2.035954274829492,-0.17235192034386784,3.130974802467814
1997,CCSM4,10,2623.2529203255017,0.1759128118634677,0.030724930979656062,-4.443405368183522,0.7682853320775033,0.12738613438195068,-0.67920867147973,1.3791755737880413,-3.7119675135913983,-0.556534215836245,4.934900848446818,-0.6990131752565818,4.249670347098628
1997,CCSM4,11,2623.2529203255017,0.1759128118634677,0.1760252216141756,-2.0591549651640397,0.7682853320775033,0.18317546045070188,0.09928649276219823,1.122022941662109,-1.0841759828860607,-0.556534215836245,1.5462881672815914,-0.5167545820324722,1.231583147160022
1998,CCSM4,9,2304.962651203633,-0.0069315508171687,0.4323233597137898,1.340211198011725,3.258835954666803,-0.4121887886743939,-0.22848010419624706,0.944168045570355,0.3275620069007522,-0.5198646035472347,-0.11127228154584697,-0.5774086826005748,-0.3240047229646963
1998,CCSM4,10,2304.962651203633,-0.0069315508171687,-0.7903354660359356,-0.26852778013482437,-0.0675895337967047,0.3802187715144442,-0.3191601809170497,-0.49015893108570013,-0.11033049989683517,-0.7086106139972915,0.004521464170384732,-0.5583191980277619,-0.23746306093241648
1998,CCSM4,11,2304.962651203633,-0.0069315508171687,-0.1538637322305168,0.6660820799705419,-0.0675895337967047,-0.5015526890720126,0.23519878054971013,0.13712988509859492,0.40484726670392934,-0.7086106139972915,-0.08984576911818569,0.6524206891993927,-0.3118427722779305
1999,CCSM4,9,2505.6008274599226,0.0603710133986302,1.306335707398625,0.0743803919364557,-0.46666391342476315,0.7966909102456519,-0.8411452924702828,-0.23591479468912388,-0.5388950510275418,-0.8110887858101758,0.22390870849490271,-0.09634276729329452,-0.016978255543379707
1999,CCSM4,10,2505.6008274599226,0.0603710133986302,0.6026105270244694,-1.525317932916845,-1.2474901191470529,-0.23519954195845982,-1.3240810614160792,1.2359845016512678,-2.9587136904877553,0.912484529718981,0.6797574843139326,-0.566808245535506,0.8435708788633738
1999,CCSM4,11,2505.6008274599226,0.0603710133986302,0.5978444718673416,0.6221467340321775,-1.2474901191470529,0.5836449156042398,-2.696732180947741,0.6313367783622741,-0.39031569252539344,0.912484529718981,-0.7702443011207243,-0.3289631090610524,-0.7028141006011697
2000,CCSM4,9,2551.682570811968,0.0453192686395238,-0.29784254213698236,0.014738671602898316,1.1495638428068329,-0.6750966542228747,0.24248534562571,-0.6864245569106953,0.3382974355796426,-0.6118909716242029,-0.6541606451647584,-0.5192950687617777,-0.5845019621769201
2000,CCSM4,10,2551.682570811968,0.0453192686395238,0.09302889647507648,0.17180595984445618,1.9519150085394,-0.5852747208397823,0.15186264855322149,-0.5854539006799299,0.3742549505949299,-0.7008937949926126,-0.4637976145237787,2.640520551166772,-0.5666206564546793
2000,CCSM4,11,2551.682570811968,0.0453192686395238,-0.014332180214023,-0.3869877503278008,1.9519150085394,-0.659367648951002,0.6841416443696814,-0.6318775174914911,0.6988580077480173,-0.7008937949926126,-0.3668932156298378,-0.1189204791007931,-0.5523760994392073
2001,CCSM4,9,2275.107945586972,-0.0832118001855024,-0.3072636804976427,-0.38002418540932736,1.746625727736487,-0.6744396185208024,0.21984233634977654,-0.6572849237992333,0.41763579860337374,1.3286455874853524,-0.4386581971136779,-0.6240982753214059,-0.5600324604550383
2001,CCSM4,10,2275.107945586972,-0.0832118001855024,-0.022351308799505507,0.3161701126297603,-0.3957263954378085,-0.5327911990069673,-0.10633798096659486,0.6613294917568523,-0.060040205242984764,-0.0025587711996982,-0.7136490573462732,4.436178733840589,-0.6028942614201681
2001,CCSM4,11,2275.107945586972,-0.0832118001855024,-0.4687768435560671,0.1055382142970956,-0.3957263954378085,0.5064393991963358,0.06425429374061699,-0.6062988509248044,0.2973071127594783,-0.0025587711996982,-0.7068440704875764,3.907970226268537,-0.6566587195235225
2002,CCSM4,9,2098.312168451822,-0.1599897413045245,-0.3246131210782892,0.06688160420001224,-1.2094434158636778,-0.5387115434257285,-0.6591364272093748,0.2065044082642607,0.5824262853645946,-0.7210980292877145,-0.4075227514413124,-0.06861788855092203,-0.2532633627149744
2002,CCSM4,10,2098.312168451822,-0.1599897413045245,1.8628385789245419,0.08174035358026979,-1.2505109165928665,-0.1625134397735912,-1.708214635293148,-0.04824531579717371,-0.7513839285549431,-0.8163222185276803,1.2110614667891046,-0.6466326741645565,0.5319085415625933
