year,model,init_month,yield [kg/ha],yield anomaly [%],tmeanrain_santa fe san justo_10,rainsquared_santa fe san justo_11,rainsquared_santa fe las colonias_11,tmeanrain_santa fe san justo_11,tmeanrain_buenos aires hipolito yrigoyen_11,tmeanrain_buenos aires coronel suarez_11,rainsquared_buenos aires hipolito yrigoyen_9,tmeansquared_buenos aires coronel suarez_11
1996,BOM,11,2260.47032027338,0.0409677436828619,0.0020812526940399,-0.6197919352600018,-0.7017711627204911,-0.7215893153952933,-0.6442652728894878,-0.6100867138635965,-0.2548149533584984,0.4024492855448518
1997,BOM,9,2623.2529203255017,0.1759128118634677,0.4466270476839795,2.8509770436296007,2.5063891984375863,-4.554162279755606,-6.478417003693362,-3.6848773926773104,7.227594213224612,1.1241597691064353
1997,BOM,10,2623.2529203255017,0.1759128118634677,-0.3951937874544086,0.3446681278154574,0.3295340177969972,-1.0368241294430143,-5.74441137946383,-3.397156415648337,-0.4409148741206526,0.8840469436790648
1997,BOM,11,2623.2529203255017,0.1759128118634677,0.0658235565137465,0.3948133735253852,0.39244232269626494,-1.1041439155945432,-1.3112024190696654,-1.9324381877215524,-0.4409148741206526,1.4668951932084593
1998,BOM,9,2304.962651203633,-0.0069315508171687,0.4305660326898591,1.5138755562262585,1.4791501360297887,-0.5068367751767412,-0.3801453774066681,-0.7316634242968159,-0.32757420125854436,-0.11712111731285217
1998,BOM,10,2304.962651203633,-0.0069315508171687,0.9569982674994014,0.9821048205351295,0.9886166140559008,1.0348190200874348,0.4418134748888299,0.40617090031552566,-0.5361534570880869,-0.526469050546622
1998,BOM,11,2304.962651203633,-0.0069315508171687,-0.1869524525995096,1.125011981652657,1.150246616242573,0.8432875443423629,0.43107477008539696,0.38336338645901863,-0.5361534570880869,-0.8717563774000348
1999,BOM,9,2505.6008274599226,0.0603710133986302,0.9731953033949554,-0.5196788874725579,-0.2838023747551419,0.487655648938769,0.5584359606566965,0.5860781773431305,0.1879981829271434,-0.5371007506328989
1999,BOM,10,2505.6008274599226,0.0603710133986302,2.023950406099089,-0.5554371402175308,-0.3085137287862966,0.46021334867094443,0.6592269203710853,1.0296028867230547,0.9231740065533972,0.3562370271309697
1999,BOM,11,2505.6008274599226,0.0603710133986302,0.598296233990747,-0.33471036931053477,-0.07700594127778765,0.02647309096182749,0.5780933409274671,0.806404998094412,0.9231740065533972,-0.6204154622050388
2000,BOM,9,2551.682570811968,0.0453192686395238,-1.6099416993800097,-0.477598955899254,-0.19359765502760204,0.3201559508019916,0.4717640912068326,0.4984491123435663,-0.12508601542511766,-0.5438957662342799
2000,BOM,10,2551.682570811968,0.0453192686395238,-1.0938991234595554,-0.12809167033385563,0.0189591868613998,1.0393122570465505,0.910495424430786,1.1211481474789953,-0.5292592793592488,-0.16254006643645597
2000,BOM,11,2551.682570811968,0.0453192686395238,-0.0698690826065604,-0.6607294502738437,-0.7990735986378467,0.9204263783320772,1.0569513500133492,1.3635437148081668,-0.5292592793592488,-0.25684534055962865
2001,BOM,9,2275.107945586972,-0.0832118001855024,-0.4045272549662872,0.38236984500555465,0.39210186121763607,0.7804290954883611,1.2363977196717801,1.676110411449862,-0.37249975186071277,0.3339789309820168
2001,BOM,10,2275.107945586972,-0.0832118001855024,0.07432557696862865,1.2614917047075904,1.2975095548988762,0.5718388774467635,0.6039577192340204,0.5158517064623617,0.0888929796124224,-0.5123152109177272
2001,BOM,11,2275.107945586972,-0.0832118001855024,-0.4466574438188995,-0.3865477850858443,-0.1679927856907258,0.1386697803929994,0.49595532975202583,0.4077080530148126,0.0888929796124224,-0.87578399542119
2002,BOM,9,2098.312168451822,-0.1599897413045245,0.2276196758012892,-0.6200716138147496,-0.7299035045482937,0.43323769664886463,0.3734413192903454,0.36170054197914175,-0.43281344016486906,-0.4332713188367759
2002,BOM,10,2098.312168451822,-0.1599897413045245,-0.03240805838630871,-0.43933977908260224,-0.5968031725538235,-0.7033562899905103,0.10204450397307631,-0.12608181949630906,-0.6408790443192578,0.30023864649824655
2002,BOM,11,2098.312168451822,-0.1599897413045245,0.8836079055713022,-0.8219101181992599,-0.834923995122022,0.09968553300724171,0.37540306601892814,0.1795423945513614,-0.6408790443192578,-0.20222839228224793
2003,BOM,9,2687.6983520115846,0.0867211661741361,-0.06997622102588177,-0.6708321224064752,-0.8682936168291707,0.3679066027020583,0.2731341823248865,0.36755116318865777,-0.3218223654803004,-0.5451689715927335
2003,BOM,10,2687.6983520115846,0.0867211661741361,0.7664677489172219,-0.6250368684184721,-0.8002875478594847,0.051707623755280846,0.32112917352836856,0.2598393987278746,0.0571284311943044,-0.3872047783692109
2003,BOM,11,2687.6983520115846,0.0867211661741361,-0.3097749453826457,-0.582544780859933,-0.37434727677257557,0.09781289864410234,0.6994849301853314,1.5466098062624847,0.0571284311943044,0.24801731818901657
2004,BOM,9,2768.3673897008125,0.0933536252225563,5.555382859277429,-0.7095266789651227,-0.8235891270624396,-0.04354852253858689,0.3680337454159955,0.4172387126132488,-0.6578816868969583,-0.5254463154774935
2004,BOM,10,2768.3673897008125,0.0933536252225563,3.6913499456814813,3.2545014022528953,2.65655316155524,1.1171171156581856,0.22825315488698744,-0.08542020494338366,-0.2857390823426177,-0.39125864321411746
2004,BOM,11,2768.3673897008125,0.0933536252225563,0.0498754890435851,0.1016205639073286,-0.10637350620038098,3.0854291816404005,0.3180535035688562,0.2719732469451235,-0.2857390823426177,-0.8693767741933397
2005,BOM,9,2652.504506303661,0.0295492665437282,-0.3884565636930175,-0.6177086734186399,-0.7365264502974084,0.05069851146489067,0.27774131475160774,0.40163124166544234,-0.5209027450960729,-0.5469928333053073
2005,BOM,10,2652.504506303661,0.0295492665437282,-0.563847044345516,-0.707478807111465,-0.8314808401736065,-0.4037888039048599,-0.11345327238272346,-0.15396521682427974,-0.5823330100573393,-0.1727365815675255
2005,BOM,11,2652.504506303661,0.0295492665437282,1.047362348962648,-0.6298959193059234,-0.7189731124957107,0.32014391081615073,0.14305634417883129,0.006383351261406607,-0.5823330100573393,-0.8221123664756953
2006,BOM,9,2802.152801978974,0.0575983895925021,-0.2784087105429527,-0.7679725909881139,-0.8606434357874148,0.16411068197825188,0.20946186577331666,0.07857753555656342,-0.432989951334937,-0.1697807688088086
2006,BOM,10,2802.152801978974,0.0575983895925021,-0.6302186106414566,-0.7571834647660896,-0.7964335221407252,-0.049561004794484796,0.4093660090993781,0.368880250845372,-0.2816089155925115,-0.5128691423511311
2006,BOM,11,2802.152801978974,0.0575983895925021,0.8367470255690502,2.9577092003411525,2.5939976929495194,0.3171269493690012,-0.3512173189563148,0.12264771751551383,-0.2816089155925115,-0.8832650585972353
2007,BOM,9,2964.9821230781013,0.0901024788182954,-0.34032953330806803,0.012542099686192801,-0.18996161472928677,0.2539722704745026,-0.22246408863648703,-0.19555092177691227,-0.15994071856241823,-0.05581974597445713
2007,BOM,10,2964.9821230781013,0.0901024788182954,-1.1686352929234798,-0.386470846636512,-0.548373636697255,-0.06039614480024113,0.4575784941619667,0.4326209506104696,0.7358328556136267,-0.5100939465046094
2007,BOM,11,2964.9821230781013,0.0901024788182954,-0.054436105237017,-0.7821695643478868,-0.8352035716142557,0.03827794851087429,0.6482408954470803,0.338925109206013,0.7358328556136267,-0.8934493860693976
2008,BOM,9,2024.453890851962,-0.2906591931618024,-0.7215303068550196,-0.7932437727147104,-0.8390737919622216,0.26667710694280217,0.29711373079381126,0.4165967660361276,-0.5725069331872114,-0.4763566237153053
2008,BOM,10,2024.453890851962,-0.2906591931618024,1.3445343162713153,-0.6220885758189296,-0.7067789847078253,-0.7808437565194921,0.048366890940893005,0.0017204361710743245,-0.6415970205877183,-0.2882618694501044
2008,BOM,11,2024.453890851962,-0.2906591931618024,-0.0428161618401154,-0.5812945454995464,-0.48488558573816204,-0.6728041615151772,-1.465692302814318,-1.4609725860306306,-0.6415970205877183,1.5177129637880917
2009,BOM,9,2970.2970292832338,0.0808897038617558,0.963134366270583,0.01853601856297565,-0.1410918708243336,1.0410803286090715,0.2203178719116682,0.11118397665926755,-0.5710735688675547,-0.16479683016772997
2009,BOM,10,2970.2970292832338,0.0808897038617558,-0.8428619645742526,-0.7874125720217144,-0.835546008217784,-1.1145425796225907,0.9338483053635501,1.536739682131766,1.6805210396152932,0.5030281995946061
