year,model,init_month,yield [kg/ha],yield anomaly [%],tmeanrain_buenos aires coronel suarez_9,tmeansquared_buenos aires coronel suarez_11,tmeanrain_buenos aires coronel suarez_11,rainsquared_buenos aires hipolito yrigoyen_9
1993,ECMWF,9,2037.439151033997,-0.0461708621216909,-0.09234520618407381,-0.05116242193173783,0.06467632222186978,-0.3000329216478204
1993,ECMWF,10,2037.439151033997,-0.0461708621216909,0.5078820007956356,-0.3535820742223401,0.20769637942739563,-0.5040017024172249
1993,ECMWF,11,2037.439151033997,-0.0461708621216909,0.5078820007956356,-0.3306951832618041,-0.04518147753405009,-0.5040017024172249
1994,ECMWF,9,2185.741997507356,0.018137739947107,0.05726640639423066,-0.11584497382018888,0.215690492741765,0.0985229116592794
1994,ECMWF,10,2185.741997507356,0.018137739947107,-0.0318913201485533,-0.07338543087390068,0.01225899004454648,-0.5151841819496545
1994,ECMWF,11,2185.741997507356,0.018137739947107,-0.0318913201485533,0.3843491284171517,-0.12380213475610247,-0.5151841819496545
1995,ECMWF,9,1946.759707253285,-0.1022646938567331,-0.34245750904184846,0.22806987113213228,-0.21932636406430106,-0.3728831205891749
1995,ECMWF,10,1946.759707253285,-0.1022646938567331,-1.34663793103679,-0.08402626373886592,0.23679173398662362,-0.2192486650489319
1995,ECMWF,11,1946.759707253285,-0.1022646938567331,-1.34663793103679,0.7578751404428579,0.18117331186452393,-0.2192486650489319
1996,ECMWF,9,2260.47032027338,0.0409677436828619,0.1471408249667467,-0.05142338105896903,0.17746172642184277,-0.34671841032433875
1996,ECMWF,10,2260.47032027338,0.0409677436828619,0.4924623043142366,0.24359933179019128,-0.5026065293131263,-0.2548149533584984
1996,ECMWF,11,2260.47032027338,0.0409677436828619,0.4924623043142366,0.31133689035900225,-0.27697906152624824,-0.2548149533584984
1997,ECMWF,9,2623.2529203255017,0.1759128118634677,-0.34144800980508694,0.16892294560362403,-0.4774446539652405,-0.3763863988728362
1997,ECMWF,10,2623.2529203255017,0.1759128118634677,0.7601389857480411,0.5602338008919945,-0.6307380366146385,-0.4409148741206526
1997,ECMWF,11,2623.2529203255017,0.1759128118634677,0.7601389857480411,-0.20591768354748313,0.20321265956959964,-0.4409148741206526
1998,ECMWF,9,2304.962651203633,-0.0069315508171687,-0.29251890301178096,-0.11376427888645119,0.09034421852260689,-0.2729681662046469
1998,ECMWF,10,2304.962651203633,-0.0069315508171687,-2.6025283497878897,-0.07995469195822358,0.11174749262253071,-0.5361534570880869
1998,ECMWF,11,2304.962651203633,-0.0069315508171687,-2.6025283497878897,-0.09304075390935157,0.06923346818651115,-0.5361534570880869
1999,ECMWF,9,2505.6008274599226,0.0603710133986302,0.005047691751026199,-0.17861996903400432,0.15784867900244384,-0.07209789795576352
1999,ECMWF,10,2505.6008274599226,0.0603710133986302,0.5317531079354265,-0.17479025902747702,0.22542467940745192,0.9231740065533972
1999,ECMWF,11,2505.6008274599226,0.0603710133986302,0.5317531079354265,0.10635505252265809,0.6193493052355871,0.9231740065533972
2000,ECMWF,9,2551.682570811968,0.0453192686395238,0.09080518480576376,-0.28716058488483354,-0.05226477145353968,-0.45734237662513677
2000,ECMWF,10,2551.682570811968,0.0453192686395238,-1.2463461165030476,-0.13230938483637478,-0.12917126008105048,-0.5292592793592488
2000,ECMWF,11,2551.682570811968,0.0453192686395238,-1.2463461165030476,-0.27639270812024236,-0.17489704018574026,-0.5292592793592488
2001,ECMWF,9,2275.107945586972,-0.0832118001855024,-0.050493357905509545,-0.25883756138562414,0.1955575233567791,-0.32574300074306095
2001,ECMWF,10,2275.107945586972,-0.0832118001855024,-1.2433379812878398,-0.09917562595291644,0.3859866921629792,0.0888929796124224
2001,ECMWF,11,2275.107945586972,-0.0832118001855024,-1.2433379812878398,-0.2238638530877087,-0.07176008501425857,0.0888929796124224
2002,ECMWF,9,2098.312168451822,-0.1599897413045245,-0.16924387523745413,-0.04841740385774688,0.12423987817318866,-0.41037891339813376
2002,ECMWF,10,2098.312168451822,-0.1599897413045245,0.5232752646835752,-0.24799159504339616,0.1655657521786712,-0.6408790443192578
2002,ECMWF,11,2098.312168451822,-0.1599897413045245,0.5232752646835752,-0.15415428623148383,-0.3073314035054492,-0.6408790443192578
2003,ECMWF,9,2687.6983520115846,0.0867211661741361,-0.45471650178129075,-0.04333060375017752,0.03587514494346251,-0.3763598016081856
2003,ECMWF,10,2687.6983520115846,0.0867211661741361,-0.1911015914509483,0.025654871042280227,0.16381779195703852,0.0571284311943044
2003,ECMWF,11,2687.6983520115846,0.0867211661741361,-0.1911015914509483,0.6657628041698412,-0.8230761337733072,0.0571284311943044
2004,ECMWF,9,2768.3673897008125,0.0933536252225563,0.05112527510421086,-0.07551217778614687,0.07163274135628635,2.5539501139320344
2004,ECMWF,10,2768.3673897008125,0.0933536252225563,0.3102260833714876,-0.21472626353665783,0.05346540513662707,-0.2857390823426177
2004,ECMWF,11,2768.3673897008125,0.0933536252225563,0.3102260833714876,0.276144743486294,-0.6397983023385614,-0.2857390823426177
2005,ECMWF,9,2652.504506303661,0.0295492665437282,-0.34849197145588195,0.1739754954047751,0.16721338248047898,-0.4677929753375079
2005,ECMWF,10,2652.504506303661,0.0295492665437282,0.4255546475041008,-0.007124935350692987,0.21443954567332982,-0.5823330100573393
2005,ECMWF,11,2652.504506303661,0.0295492665437282,0.4255546475041008,-0.21465413214994744,0.14153810576837692,-0.5823330100573393
2006,ECMWF,9,2802.152801978974,0.0575983895925021,-0.09698973669981999,-0.15446704996225485,0.02247276124841188,-0.18983117820644665
2006,ECMWF,10,2802.152801978974,0.0575983895925021,-0.2288072677467741,-0.2147499273609429,0.3523140250203294,-0.2816089155925115
2006,ECMWF,11,2802.152801978974,0.0575983895925021,-0.2288072677467741,-0.23806544254701306,0.27292695889546226,-0.2816089155925115
2007,ECMWF,9,2964.9821230781013,0.0901024788182954,0.07203317034562938,0.31018469634746243,-0.15317787174883846,-0.2989196678704655
2007,ECMWF,10,2964.9821230781013,0.0901024788182954,3.681450724291503,-0.16664588412294432,0.32034263456965817,0.7358328556136267
2007,ECMWF,11,2964.9821230781013,0.0901024788182954,3.681450724291503,-0.0471996733687363,0.8833782425033571,0.7358328556136267
2008,ECMWF,9,2024.453890851962,-0.2906591931618024,-0.10756938519221926,0.08486810779463363,-0.2864821804758789,-0.1030005192984398
2008,ECMWF,10,2024.453890851962,-0.2906591931618024,0.4254184536933775,1.1749360664736024,-1.1871732744299333,-0.6415970205877183
2008,ECMWF,11,2024.453890851962,-0.2906591931618024,0.4254184536933775,0.7528309320241636,-0.9071767511501739,-0.6415970205877183
2009,ECMWF,9,2970.2970292832338,0.0808897038617558,-0.13246818561274834,0.29948089830863367,-0.1658644973489067,-0.4654986425796204
2009,ECMWF,10,2970.2970292832338,0.0808897038617558,-0.3130768368150753,0.5287579542388676,0.09655991062085063,1.6805210396152932
2009,ECMWF,11,2970.2970292832338,0.0808897038617558,-0.3130768368150753,-0.21892346479119587,0.28492941483008066,1.6805210396152932
2010,ECMWF,9,3933.646838880765,0.395993458774148,0.014579537860487046,0.4006679783872756,-0.22009661870618594,-0.41153739999520456
2010,ECMWF,10,3933.646838880765,0.395993458774148,0.5634488518503973,0.0630564145153398,0.05386325948616572,7.542780198379432
2010,ECMWF,11,3933.646838880765,0.395993458774148,0.5634488518503973,-0.009731036759439654,-0.03828052927383333,7.542780198379432
2011,ECMWF,9,3647.926665981048,0.1954531458213887,-1.3122403799979279,-0.007935690861458415,-0.06836306556095098,0.037417552990817074
