year,model,init_month,yield [kg/ha],yield anomaly [%],tmeanrain_santa fe san justo_10,tmeanrain_santa fe san justo_11,rainsquared_buenos aires lujan_9,rainsquared_buenos aires villarino_11,tmeanrain_buenos aires hipolito yrigoyen_11,tmeansquared_buenos aires hipolito yrigoyen_11,tmeanrain_buenos aires coronel suarez_11,rainsquared_buenos aires hipolito yrigoyen_9,rainsquared_santa fe san justo_11,tmeanrain_buenos aires coronel suarez_9
1993,BOM,9,2037.439151033997,-0.0461708621216909,0.4157958135242194,1.002426676979611,2.1644233448366172,-0.6222334727669775,0.08710898540081757,0.43776364153677355,0.19174528339531585,1.7677745606664597,-0.5622387634064979,-3.9332942036834733
1993,BOM,10,2037.439151033997,-0.0461708621216909,-0.5995751741522138,0.018770547225257013,-0.7731876040218693,-0.8831577667526151,0.4217110613069621,-0.48866234350687204,0.4024867405773949,-0.6725288681470262,-0.8342830545411263,0.4800925577491282
1993,BOM,11,2037.439151033997,-0.0461708621216909,-2.503667083883825,-1.6885389019322008,-0.7731876040218693,-0.050121550992425226,0.061974437718792234,1.8202689015824733,-0.05350556943030648,-0.6725288681470262,0.1585234535061706,0.4800925577491282
1994,BOM,9,2185.741997507356,0.018137739947107,-0.27588505101966826,-2.5644050496967505,-0.09279545211603363,-0.9219405897288118,0.0990390922237672,0.3408488564564801,0.20190116964251867,0.2162410642023612,3.0890802938812993,-0.5183000984017224
1994,BOM,10,2185.741997507356,0.018137739947107,0.5771853520856298,-0.2806619621196081,0.169900268808493,-0.8593436799463635,-0.4356305188135075,-0.4745304557203186,-0.48127066488294473,-0.6495979428989257,1.2673622113905891,0.0571136543547486
1994,BOM,11,2185.741997507356,0.018137739947107,-1.3092868652250147,0.13354619740756682,0.169900268808493,-0.7701959283344096,0.09956408389958932,0.912899862190267,-0.010577897111073478,-0.6495979428989257,-0.656067559696249,0.0571136543547486
1995,BOM,9,1946.759707253285,-0.1022646938567331,-0.35918049515604933,-0.07712902881499882,-0.9373585200940471,-0.6809477628480792,0.3374616396272319,-0.5722024037153941,0.44414053182430696,-0.1871228584662065,-0.8009341775467783,-0.08977263311338463
1995,BOM,10,1946.759707253285,-0.1022646938567331,-0.8508668048811162,-0.09076972942701186,1.427194291674912,0.8683485373370426,-0.047429293630703806,-0.46835061332794553,-0.053957865150561425,-0.2845898585412758,-0.784259089490828,-1.1481360485105323
1995,BOM,11,1946.759707253285,-0.1022646938567331,0.0769519882599108,-0.0996287631792821,1.427194291674912,-0.9363940421604,0.4048859417669113,-0.5919940857306111,0.46217820048329455,-0.2845898585412758,-0.7014327340107113,-1.1481360485105323
1996,BOM,9,2260.47032027338,0.0409677436828619,0.5342407103068179,-1.2417995102242332,0.41237153989529035,1.1976710960623795,-0.31427381963873624,1.2639248988142366,-0.4809027791258561,-0.5020240191417099,-0.5135498012477693,-0.23667145904712272
1996,BOM,10,2260.47032027338,0.0409677436828619,-0.5848815832666673,-0.2845585949438539,-0.7332391782504911,2.070420479340727,-0.01117245942711112,-0.4323973805807818,-0.2519485524961186,-0.3277967543467479,-0.46008494465009714,0.6089367879087929
1996,BOM,11,2260.47032027338,0.0409677436828619,0.0675973539638276,-0.7215893153952933,-0.7332391782504911,-0.9134193616373273,-0.6442652728894878,0.457941928761989,-0.6100867138635965,-0.3277967543467479,-0.6197919352600018,0.6089367879087929
1997,BOM,9,2623.2529203255017,0.1759128118634677,0.4466270476839795,-4.554162279755606,-0.24477487194664688,4.305078285292321,-6.478417003693362,1.059489707980761,-3.6848773926773104,7.227594213224612,2.8509770436296007,-3.586219967966398
1997,BOM,10,2623.2529203255017,0.1759128118634677,-0.3951937874544086,-1.0368241294430143,0.7682853320775033,4.0070081506587805,-5.74441137946383,0.7943474032419006,-3.397156415648337,-0.556534215836245,0.3446681278154574,0.7620076948737342
1997,BOM,11,2623.2529203255017,0.1759128118634677,0.1760252216141756,-1.1041439155945432,0.7682853320775033,4.065800896968364,-1.3112024190696654,0.9501689073498663,-1.9324381877215524,-0.556534215836245,0.3948133735253852,0.7620076948737342
1998,BOM,9,2304.962651203633,-0.0069315508171687,0.4305660326898591,-0.5068367751767412,0.28576983158399405,-0.7400376015489867,-0.3801453774066681,-0.2597729585613527,-0.7316634242968159,-0.32757420125854436,1.5138755562262585,-0.20012278886031484
1998,BOM,10,2304.962651203633,-0.0069315508171687,0.9569982674994014,1.0348190200874348,-0.0675895337967047,-0.8415534192340058,0.4418134748888299,-0.536740190033213,0.40617090031552566,-0.7086106139972915,0.9821048205351295,-3.146062638146909
1998,BOM,11,2304.962651203633,-0.0069315508171687,-0.1538637322305168,0.8432875443423629,-0.0675895337967047,-0.8967091120403367,0.43107477008539696,-0.7458156002049674,0.38336338645901863,-0.7086106139972915,1.125011981652657,-3.146062638146909
1999,BOM,9,2505.6008274599226,0.0603710133986302,0.9731953033949554,0.487655648938769,1.4547168028992006,1.2173808284474352,0.5584359606566965,-0.5346556475328599,0.5860781773431305,0.1879981829271434,-0.5196788874725579,0.6607438388593935
1999,BOM,10,2505.6008274599226,0.0603710133986302,2.023950406099089,0.46021334867094443,-1.2474901191470529,-0.8137807313208688,0.6592269203710853,0.4733663257898082,1.0296028867230547,0.912484529718981,-0.5554371402175308,0.4244495416408707
1999,BOM,11,2505.6008274599226,0.0603710133986302,0.5978444718673416,0.02647309096182749,-1.2474901191470529,-0.9074102208130433,0.5780933409274671,-0.6564984471790797,0.806404998094412,0.912484529718981,-0.33471036931053477,0.4244495416408707
2000,BOM,9,2551.682570811968,0.0453192686395238,-1.6099416993800097,0.3201559508019916,0.9959599977158267,-0.046547113539266445,0.4717640912068326,-0.5466009116897578,0.4984491123435663,-0.12508601542511766,-0.477598955899254,1.1660679316985496
2000,BOM,10,2551.682570811968,0.0453192686395238,-1.0938991234595554,1.0393122570465505,1.9519150085394,-0.3432597971037001,0.910495424430786,-0.3258099066776553,1.1211481474789953,-0.7008937949926126,-0.12809167033385563,-1.6214719184391204
2000,BOM,11,2551.682570811968,0.0453192686395238,-0.014332180214023,0.9204263783320772,1.9519150085394,-0.34921240344963916,1.0569513500133492,-0.4624771321484979,1.3635437148081668,-0.7008937949926126,-0.6607294502738437,-1.6214719184391204
2001,BOM,9,2275.107945586972,-0.0832118001855024,-0.4045272549662872,0.7804290954883611,-0.3206120189277588,-0.5002467740515149,1.2363977196717801,0.14671785209103658,1.676110411449862,-0.37249975186071277,0.38236984500555465,0.7469236584354476
2001,BOM,10,2275.107945586972,-0.0832118001855024,0.07432557696862865,0.5718388774467635,-0.3957263954378085,0.28346914773010523,0.6039577192340204,-0.5099795489141583,0.5158517064623617,-0.0025587711996982,1.2614917047075904,-1.8347539052833253
2001,BOM,11,2275.107945586972,-0.0832118001855024,-0.4687768435560671,0.1386697803929994,-0.3957263954378085,-0.562963001262292,0.49595532975202583,-0.6998866970438874,0.4077080530148126,-0.0025587711996982,-0.3865477850858443,-1.8347539052833253
2002,BOM,9,2098.312168451822,-0.1599897413045245,0.2276196758012892,0.43323769664886463,-0.5500694770533596,-0.9137684886170587,0.3734413192903454,-0.4726512115434575,0.36170054197914175,-0.43281344016486906,-0.6200716138147496,0.0782519797011936
2002,BOM,10,2098.312168451822,-0.1599897413045245,-0.03240805838630871,-0.7033562899905103,-1.2505109165928665,-0.06261893507220159,0.10204450397307631,0.43582105861759773,-0.12608181949630906,-0.8163222185276803,-0.43933977908260224,0.4994994387098888
