model,year,init_month,rain_coronel dorrego_10,rain_coronel dorrego_11,rain_coronel dorrego_8,rain_coronel dorrego_9,rain_hipolito yrigoyen_10,rain_hipolito yrigoyen_11,rain_hipolito yrigoyen_8,rain_hipolito yrigoyen_9,tmean_coronel dorrego_10,tmean_coronel dorrego_11,tmean_coronel dorrego_8,tmean_coronel dorrego_9,tmean_hipolito yrigoyen_10,tmean_hipolito yrigoyen_11,tmean_hipolito yrigoyen_8,tmean_hipolito yrigoyen_9
BOM,1999,11,0.001315220095,0.0019488308194443994,0.0016386332933333,0.001259037175,0.0017226369307692,0.0030434563974358667,0.0017541111846153,0.0039270861461538,14.942,17.957500000000003,10.206166666666666,11.969,15.103076923076925,18.706602564102564,10.68846153846154,12.787692307692309
BOM,2000,6,0.0025016028566666,0.0014929633523332996,0.0031542144012500005,0.0015781440322221749,0.0042334121307692,0.0017323166935897332,0.0019862073769230503,0.001987688909615325,15.015486111111107,18.28866666666666,9.525388888888887,11.310500000000001,15.850000000000001,19.450576923076923,10.087115384615386,12.383557692307692
BOM,2000,7,0.0018788849645833248,0.0033205626711111003,0.0010690087552361087,0.002192060928333268,0.003081869669230683,0.0033038309999998995,0.0009742814371794166,0.00160967854871785,14.050083333333335,18.38733333333333,9.257833333333334,10.392944444444444,15.340032051282051,19.376153846153848,9.548910256410258,11.586153846153847
BOM,2000,8,0.0020463576397222174,0.0062674557583333,0.003336451189444433,0.001104201453666667,0.001758766725641008,0.0076186139076923,0.0021844931544871583,0.0013272680019230502,13.951138888888886,17.110666666666667,9.257833333333334,11.575333333333337,15.215769230769231,18.666923076923077,10.073365384615384,12.526025641025642
BOM,2000,9,0.0032637476513888417,0.0029686441783333,0.0009749613721666,0.0007060533259999999,0.004459917415384566,0.0024580187955127505,0.0012347461538461,0.0010940720016666002,15.006319444444442,18.0025,8.275833333333333,10.317388888888885,15.870000000000001,18.85294871794872,9.357692307692307,11.647403846153846
BOM,2000,10,0.0027954307158333004,0.002082110439444442,0.0009749613721666,0.0025673152733333,0.00589426397307685,0.0020602262282050665,0.0012347461538461,0.0026329645,15.03438888888889,17.02358333333333,8.275833333333333,10.394833333333333,16.134615384615387,18.401153846153843,9.357692307692307,11.786153846153846
BOM,2000,11,0.0026678252283333,0.0016331838469443832,0.0009749613721666,0.0025673152733333,0.004482651476923,0.002076892894871733,0.0012347461538461,0.0026329645,13.0285,17.622055555555555,8.275833333333333,10.394833333333333,14.834615384615384,18.448653846153846,9.357692307692307,11.786153846153846
BOM,2001,6,0.0017942541908332666,0.0026998532816666005,4.99695160318754e-05,0.0012575004800000002,0.001742933392307675,0.00541882178205122,-2.476667384678833e-06,0.0011849812307691751,13.611222222222223,16.78858333333333,9.367680555555555,11.522777777777778,15.21173076923077,18.501923076923077,10.321666666666667,12.458076923076922
BOM,2001,7,0.0017498694091666,0.0018256053133333,0.00023405304372216642,0.0013111850768055247,0.0018119103961538,0.0031600747871794004,0.0002123492394871,0.002397285555769143,13.775277777777779,17.26275,8.71245833333333,11.129444444444443,15.233589743589743,18.62942307692308,10.008974358974358,12.553108974358976
BOM,2001,8,0.0035877574188887995,0.0018181053133332994,0.0005927648098888668,0.001586894032222175,0.0030406196692306835,0.002004740255769175,0.0012297461538461,0.0023885355557691427,13.569555555555556,17.36775,9.37851388888889,11.054138888888888,14.867307692307694,18.776410256410255,10.195769230769232,12.240512820512821
