year,province,municipality,name,production [t],harvested area [ha],yield [kg/ha]
1993,la pampa,chapaleufu,la pampa chapaleufu,58000,29000,2000
1994,la pampa,chapaleufu,la pampa chapaleufu,52400,29100,1801
1995,la pampa,chapaleufu,la pampa chapaleufu,47900,30700,1560
1996,la pampa,chapaleufu,la pampa chapaleufu,103700,69100,1501
1997,la pampa,chapaleufu,la pampa chapaleufu,115000,47900,2401
1998,la pampa,chapaleufu,la pampa chapaleufu,47000,22700,2070
1999,la pampa,chapaleufu,la pampa chapaleufu,42200,18200,2319
2000,la pampa,chapaleufu,la pampa chapaleufu,67380,26950,2500
2001,la pampa,chapaleufu,la pampa chapaleufu,25200,12900,1953
2002,la pampa,chapaleufu,la pampa chapaleufu,33100,14700,2252
2003,la pampa,chapaleufu,la pampa chapaleufu,16800,9900,1697
2004,la pampa,chapaleufu,la pampa chapaleufu,22050,7350,3000
2005,la pampa,chapaleufu,la pampa chapaleufu,17870,6900,2590
2006,la pampa,chapaleufu,la pampa chapaleufu,10620,5900,1800
2007,la pampa,chapaleufu,la pampa chapaleufu,44000,11000,4000
2008,la pampa,chapaleufu,la pampa chapaleufu,17160,7800,2200
2009,la pampa,chapaleufu,la pampa chapaleufu,5460,4490,1216
2010,la pampa,chapaleufu,la pampa chapaleufu,11153,3600,3098
2011,la pampa,chapaleufu,la pampa chapaleufu,18290,5900,3100
2012,la pampa,chapaleufu,la pampa chapaleufu,20130,6100,3300
2013,la pampa,chapaleufu,la pampa chapaleufu,16020,8900,1800
2014,la pampa,chapaleufu,la pampa chapaleufu,58520,20900,2800
2015,la pampa,chapaleufu,la pampa chapaleufu,18000,7200,2500
2016,la pampa,chapaleufu,la pampa chapaleufu,80142,21660,3700
2017,la pampa,chapaleufu,la pampa chapaleufu,13320,3600,3700
2018,la pampa,chapaleufu,la pampa chapaleufu,25840,7600,3400
2019,la pampa,chapaleufu,la pampa chapaleufu,48500,19400,2500
2020,la pampa,chapaleufu,la pampa chapaleufu,42750,17100,2500
2021,la pampa,chapaleufu,la pampa chapaleufu,49600,15500,3200
1969,la pampa,conhelo,la pampa conhelo,64800,72000,900
1970,la pampa,conhelo,la pampa conhelo,11500,16650,691
1971,la pampa,conhelo,la pampa conhelo,23500,31000,758
1972,la pampa,conhelo,la pampa conhelo,89000,71000,1254
1973,la pampa,conhelo,la pampa conhelo,82250,53000,1552
1974,la pampa,conhelo,la pampa conhelo,66000,55000,1200
1975,la pampa,conhelo,la pampa conhelo,105000,75000,1400
1976,la pampa,conhelo,la pampa conhelo,125425,86500,1450
1977,la pampa,conhelo,la pampa conhelo,34000,40000,850
1978,la pampa,conhelo,la pampa conhelo,38525,33500,1150
1979,la pampa,conhelo,la pampa conhelo,52860,34300,1541
1980,la pampa,conhelo,la pampa conhelo,8550,11100,770
1981,la pampa,conhelo,la pampa conhelo,24000,29000,828
1982,la pampa,conhelo,la pampa conhelo,98600,59000,1671
1983,la pampa,conhelo,la pampa conhelo,61700,47500,1299
1984,la pampa,conhelo,la pampa conhelo,90000,45000,2000
1985,la pampa,conhelo,la pampa conhelo,38475,28500,1350
1986,la pampa,conhelo,la pampa conhelo,58500,32000,1828
1987,la pampa,conhelo,la pampa conhelo,80000,45000,1778
1988,la pampa,conhelo,la pampa conhelo,65000,42500,1529
1989,la pampa,conhelo,la pampa conhelo,108000,60000,1800
1990,la pampa,conhelo,la pampa conhelo,151800,69000,2200
1991,la pampa,conhelo,la pampa conhelo,125400,57000,2200
1992,la pampa,conhelo,la pampa conhelo,59900,46100,1299
1993,la pampa,conhelo,la pampa conhelo,82100,45600,1800
1994,la pampa,conhelo,la pampa conhelo,100200,62600,1601
1995,la pampa,conhelo,la pampa conhelo,106300,68600,1550
1996,la pampa,conhelo,la pampa conhelo,73800,56800,1299
1997,la pampa,conhelo,la pampa conhelo,138030,55215,2500
1998,la pampa,conhelo,la pampa conhelo,91000,43100,2111
1999,la pampa,conhelo,la pampa conhelo,132000,57400,2300
2000,la pampa,conhelo,la pampa conhelo,111400,55700,2000
2001,la pampa,conhelo,la pampa conhelo,98300,51300,1916
2002,la pampa,conhelo,la pampa conhelo,80400,39200,2051
2003,la pampa,conhelo,la pampa conhelo,16200,20300,798
2004,la pampa,conhelo,la pampa conhelo,54340,24700,2200
2005,la pampa,conhelo,la pampa conhelo,30360,25300,1200
2006,la pampa,conhelo,la pampa conhelo,12130,8600,1410
2007,la pampa,conhelo,la pampa conhelo,47880,17100,2800
2008,la pampa,conhelo,la pampa conhelo,19680,24600,800
2009,la pampa,conhelo,la pampa conhelo,3750,4630,810
2010,la pampa,conhelo,la pampa conhelo,21687,8400,2582
2011,la pampa,conhelo,la pampa conhelo,77720,26800,2900
2012,la pampa,conhelo,la pampa conhelo,87300,29100,3000
2013,la pampa,conhelo,la pampa conhelo,24750,16500,1500
2014,la pampa,conhelo,la pampa conhelo,120690,44700,2700
2015,la pampa,conhelo,la pampa conhelo,56580,24600,2300
2016,la pampa,conhelo,la pampa conhelo,120700,35500,3400
2017,la pampa,conhelo,la pampa conhelo,83970,31100,2700
2018,la pampa,conhelo,la pampa conhelo,114300,38100,3000
2019,la pampa,conhelo,la pampa conhelo,50260,35900,1400
2020,la pampa,conhelo,la pampa conhelo,66800,33400,2000
2021,la pampa,conhelo,la pampa conhelo,93600,36000,2600
1969,la pampa,guatrache,la pampa guatrache,81600,80000,1020
1970,la pampa,guatrache,la pampa guatrache,28800,32300,892
1971,la pampa,guatrache,la pampa guatrache,25500,38000,671
1972,la pampa,guatrache,la pampa guatrache,80800,70000,1154
1973,la pampa,guatrache,la pampa guatrache,90700,58500,1550
1974,la pampa,guatrache,la pampa guatrache,50200,59000,851
1975,la pampa,guatrache,la pampa guatrache,59000,70000,843
1976,la pampa,guatrache,la pampa guatrache,121500,90000,1350
1977,la pampa,guatrache,la pampa guatrache,54000,54000,1000
1978,la pampa,guatrache,la pampa guatrache,63750,51000,1250
1979,la pampa,guatrache,la pampa guatrache,26570,25000,1063
1980,la pampa,guatrache,la pampa guatrache,43620,51000,855
1981,la pampa,guatrache,la pampa guatrache,59000,54100,1091
1982,la pampa,guatrache,la pampa guatrache,134400,75700,1775
1983,la pampa,guatrache,la pampa guatrache,83200,64000,1300
1984,la pampa,guatrache,la pampa guatrache,123950,67000,1850
1985,la pampa,guatrache,la pampa guatrache,80736,55680,1450
1986,la pampa,guatrache,la pampa guatrache,53800,49800,1080
1987,la pampa,guatrache,la pampa guatrache,80600,48000,1679
1988,la pampa,guatrache,la pampa guatrache,85000,57500,1478
1989,la pampa,guatrache,la pampa guatrache,131000,75000,1747
1990,la pampa,guatrache,la pampa guatrache,68400,76000,900
1991,la pampa,guatrache,la pampa guatrache,107000,53500,2000
1992,la pampa,guatrache,la pampa guatrache,44300,38500,1151
1993,la pampa,guatrache,la pampa guatrache,92200,51200,1801
1994,la pampa,guatrache,la pampa guatrache,65000,50000,1300
1995,la pampa,guatrache,la pampa guatrache,37300,36650,1018
1996,la pampa,guatrache,la pampa guatrache,78916,57180,1380
1997,la pampa,guatrache,la pampa guatrache,132240,59580,2220
1998,la pampa,guatrache,la pampa guatrache,94000,58600,1604
1999,la pampa,guatrache,la pampa guatrache,97000,49500,1960
2000,la pampa,guatrache,la pampa guatrache,118000,55500,2126
2001,la pampa,guatrache,la pampa guatrache,112340,56750,1980
2002,la pampa,guatrache,la pampa guatrache,107640,55000,1957
2003,la pampa,guatrache,la pampa guatrache,40740,37050,1100
2004,la pampa,guatrache,la pampa guatrache,108195,54150,1998
2005,la pampa,guatrache,la pampa guatrache,19360,17600,1100
2006,la pampa,guatrache,la pampa guatrache,13000,11820,1100
2007,la pampa,guatrache,la pampa guatrache,70000,28000,2500
2008,la pampa,guatrache,la pampa guatrache,35500,35500,1000
2009,la pampa,guatrache,la pampa guatrache,10920,11100,984
2010,la pampa,guatrache,la pampa guatrache,17450,13000,1342
2011,la pampa,guatrache,la pampa guatrache,39100,17000,2300
2012,la pampa,guatrache,la pampa guatrache,41170,17900,2300
2013,la pampa,guatrache,la pampa guatrache,28800,18000,1600
2014,la pampa,guatrache,la pampa guatrache,91150,36460,2500
2015,la pampa,guatrache,la pampa guatrache,72030,34300,2100
2016,la pampa,guatrache,la pampa guatrache,64904,34160,1900
2017,la pampa,guatrache,la pampa guatrache,86272,53920,1600
2018,la pampa,guatrache,la pampa guatrache,108800,54400,2000
2019,la pampa,guatrache,la pampa guatrache,34020,37800,900
2020,la pampa,guatrache,la pampa guatrache,135520,61600,2200
2021,la pampa,guatrache,la pampa guatrache,67231,31270,2150
1969,la pampa,hucal,la pampa hucal,45000,75000,600
1970,la pampa,hucal,la pampa hucal,5700,11800,483
1971,la pampa,hucal,la pampa hucal,8300,16000,519
1972,la pampa,hucal,la pampa hucal,68100,72000,946
1973,la pampa,hucal,la pampa hucal,57600,64000,900
1974,la pampa,hucal,la pampa hucal,35700,51000,700
1975,la pampa,hucal,la pampa hucal,63000,70000,900
1976,la pampa,hucal,la pampa hucal,111800,86000,1300
1977,la pampa,hucal,la pampa hucal,15600,25000,624
1978,la pampa,hucal,la pampa hucal,71500,55000,1300
1979,la pampa,hucal,la pampa hucal,14850,16000,928
1980,la pampa,hucal,la pampa hucal,32000,36000,889
1981,la pampa,hucal,la pampa hucal,48000,57200,839
1982,la pampa,hucal,la pampa hucal,119250,81000,1472
1983,la pampa,hucal,la pampa hucal,58590,55800,1050
1984,la pampa,hucal,la pampa hucal,103700,61000,1700
1985,la pampa,hucal,la pampa hucal,63600,50880,1250
1986,la pampa,hucal,la pampa hucal,39300,43100,912
1987,la pampa,hucal,la pampa hucal,86000,53500,1607
1988,la pampa,hucal,la pampa hucal,70500,49500,1424
1989,la pampa,hucal,la pampa hucal,119000,70500,1688
1990,la pampa,hucal,la pampa hucal,53600,67000,800
1991,la pampa,hucal,la pampa hucal,94100,49500,1901
1992,la pampa,hucal,la pampa hucal,40200,33200,1211
1993,la pampa,hucal,la pampa hucal,54000,49100,1100
1994,la pampa,hucal,la pampa hucal,18000,30000,600
1995,la pampa,hucal,la pampa hucal,24460,30650,798
1996,la pampa,hucal,la pampa hucal,58988,54080,1091
1997,la pampa,hucal,la pampa hucal,127040,57780,2199
1998,la pampa,hucal,la pampa hucal,33000,47000,702
1999,la pampa,hucal,la pampa hucal,36500,36300,1006
2000,la pampa,hucal,la pampa hucal,64600,35800,1804
2001,la pampa,hucal,la pampa hucal,76780,41500,1850
2002,la pampa,hucal,la pampa hucal,77520,40800,1900
2003,la pampa,hucal,la pampa hucal,37950,34500,1100
2004,la pampa,hucal,la pampa hucal,83850,43000,1950
2005,la pampa,hucal,la pampa hucal,8400,12000,700
2006,la pampa,hucal,la pampa hucal,5280,6600,800
2007,la pampa,hucal,la pampa hucal,85000,34000,2500
2008,la pampa,hucal,la pampa hucal,21000,30000,700
2009,la pampa,hucal,la pampa hucal,11610,12540,926
2010,la pampa,hucal,la pampa hucal,20450,13200,1549
2011,la pampa,hucal,la pampa hucal,44000,20000,2200
2012,la pampa,hucal,la pampa hucal,44000,20000,2200
2013,la pampa,hucal,la pampa hucal,30800,22000,1400
2014,la pampa,hucal,la pampa hucal,30200,12080,2500
2015,la pampa,hucal,la pampa hucal,38940,17700,2200
2016,la pampa,hucal,la pampa hucal,94662,35060,2700
2017,la pampa,hucal,la pampa hucal,76000,40000,1900
2018,la pampa,hucal,la pampa hucal,66500,35000,1900
2019,la pampa,hucal,la pampa hucal,26010,28900,900
2020,la pampa,hucal,la pampa hucal,49000,24500,2000
2021,la pampa,hucal,la pampa hucal,19305,9900,1950
1969,la pampa,maraco,la pampa maraco,32300,34000,950
1970,la pampa,maraco,la pampa maraco,2900,4500,644
1971,la pampa,maraco,la pampa maraco,19000,20000,950
1972,la pampa,maraco,la pampa maraco,33300,23500,1417
1973,la pampa,maraco,la pampa maraco,27000,18000,1500
1974,la pampa,maraco,la pampa maraco,31200,26000,1200
1975,la pampa,maraco,la pampa maraco,46500,33000,1409
1976,la pampa,maraco,la pampa maraco,57400,41000,1400
1977,la pampa,maraco,la pampa maraco,14250,19000,750
1978,la pampa,maraco,la pampa maraco,32200,22600,1425
1979,la pampa,maraco,la pampa maraco,35480,23000,1543
1980,la pampa,maraco,la pampa maraco,4300,6700,642
1981,la pampa,maraco,la pampa maraco,15000,19600,765
1982,la pampa,maraco,la pampa maraco,57800,34000,1700
1983,la pampa,maraco,la pampa maraco,40000,30380,1317
1984,la pampa,maraco,la pampa maraco,55000,27500,2000
1985,la pampa,maraco,la pampa maraco,24640,17600,1400
1986,la pampa,maraco,la pampa maraco,32200,18420,1748
1987,la pampa,maraco,la pampa maraco,30600,17000,1800
1988,la pampa,maraco,la pampa maraco,20000,12900,1550
1989,la pampa,maraco,la pampa maraco,25000,16500,1515
1990,la pampa,maraco,la pampa maraco,54600,29500,1851
1991,la pampa,maraco,la pampa maraco,46200,22000,2100
1992,la pampa,maraco,la pampa maraco,27000,20800,1298
1993,la pampa,maraco,la pampa maraco,46600,24500,1902
1994,la pampa,maraco,la pampa maraco,42400,25700,1650
1995,la pampa,maraco,la pampa maraco,36900,28400,1299
1996,la pampa,maraco,la pampa maraco,44912,37440,1200
1997,la pampa,maraco,la pampa maraco,101500,37600,2699
1998,la pampa,maraco,la pampa maraco,54000,24500,2204
1999,la pampa,maraco,la pampa maraco,43100,18400,2342
2000,la pampa,maraco,la pampa maraco,38500,15400,2500
2001,la pampa,maraco,la pampa maraco,32100,16900,1899
2002,la pampa,maraco,la pampa maraco,28600,13300,2150
2003,la pampa,maraco,la pampa maraco,11200,8600,1302
2004,la pampa,maraco,la pampa maraco,15600,6500,2400
2005,la pampa,maraco,la pampa maraco,11970,6300,1900
2006,la pampa,maraco,la pampa maraco,6630,3900,1700
2007,la pampa,maraco,la pampa maraco,35400,11800,3000
2008,la pampa,maraco,la pampa maraco,12150,8100,1500
2009,la pampa,maraco,la pampa maraco,3040,2500,1216
2010,la pampa,maraco,la pampa maraco,10534,3400,3098
2011,la pampa,maraco,la pampa maraco,42600,14200,3000
2012,la pampa,maraco,la pampa maraco,34720,11200,3100
2013,la pampa,maraco,la pampa maraco,21420,11900,1800
2014,la pampa,maraco,la pampa maraco,20580,7350,2800
2015,la pampa,maraco,la pampa maraco,19750,7900,2500
2016,la pampa,maraco,la pampa maraco,49210,13300,3700
2017,la pampa,maraco,la pampa maraco,38488,11320,3400
2018,la pampa,maraco,la pampa maraco,90100,26500,3400
2019,la pampa,maraco,la pampa maraco,38410,16700,2300
2020,la pampa,maraco,la pampa maraco,48070,20900,2300
2021,la pampa,maraco,la pampa maraco,89600,28000,3200
1969,la pampa,quemu quemu,la pampa quemu quemu,50400,48000,1050
1970,la pampa,quemu quemu,la pampa quemu quemu,5400,8400,643
1971,la pampa,quemu quemu,la pampa quemu quemu,22600,20300,1113
1972,la pampa,quemu quemu,la pampa quemu quemu,52200,37000,1411
1973,la pampa,quemu quemu,la pampa quemu quemu,44800,28000,1600
1974,la pampa,quemu quemu,la pampa quemu quemu,39600,33100,1196
1975,la pampa,quemu quemu,la pampa quemu quemu,67000,47000,1426
1976,la pampa,quemu quemu,la pampa quemu quemu,68600,49000,1400
1977,la pampa,quemu quemu,la pampa quemu quemu,21250,25000,850
1978,la pampa,quemu quemu,la pampa quemu quemu,28600,22000,1300
1979,la pampa,quemu quemu,la pampa quemu quemu,36960,22300,1657
1980,la pampa,quemu quemu,la pampa quemu quemu,8100,11500,704
1981,la pampa,quemu quemu,la pampa quemu quemu,33000,30400,1086
1982,la pampa,quemu quemu,la pampa quemu quemu,72250,42500,1700
1983,la pampa,quemu quemu,la pampa quemu quemu,55000,37240,1477
1984,la pampa,quemu quemu,la pampa quemu quemu,68000,34000,2000
1985,la pampa,quemu quemu,la pampa quemu quemu,32144,22960,1400
1986,la pampa,quemu quemu,la pampa quemu quemu,41600,23750,1752
1987,la pampa,quemu quemu,la pampa quemu quemu,43100,26000,1658
1988,la pampa,quemu quemu,la pampa quemu quemu,30000,19700,1523
1989,la pampa,quemu quemu,la pampa quemu quemu,39000,25000,1560
1990,la pampa,quemu quemu,la pampa quemu quemu,55800,31000,1800
1991,la pampa,quemu quemu,la pampa quemu quemu,58800,28000,2100
1992,la pampa,quemu quemu,la pampa quemu quemu,30600,23500,1302
1993,la pampa,quemu quemu,la pampa quemu quemu,23100,21000,1100
1994,la pampa,quemu quemu,la pampa quemu quemu,49200,32800,1500
1995,la pampa,quemu quemu,la pampa quemu quemu,49700,38200,1301
1996,la pampa,quemu quemu,la pampa quemu quemu,69665,46450,1500
1997,la pampa,quemu quemu,la pampa quemu quemu,115600,42800,2701
1998,la pampa,quemu quemu,la pampa quemu quemu,61000,27800,2194
1999,la pampa,quemu quemu,la pampa quemu quemu,32200,14000,2300
2000,la pampa,quemu quemu,la pampa quemu quemu,45250,18100,2500
2001,la pampa,quemu quemu,la pampa quemu quemu,26600,14000,1900
2002,la pampa,quemu quemu,la pampa quemu quemu,22600,10500,2152
2003,la pampa,quemu quemu,la pampa quemu quemu,10200,7800,1308
2004,la pampa,quemu quemu,la pampa quemu quemu,23230,10100,2300
2005,la pampa,quemu quemu,la pampa quemu quemu,10800,7200,1500
2006,la pampa,quemu quemu,la pampa quemu quemu,6320,3900,1621
2007,la pampa,quemu quemu,la pampa quemu quemu,35280,12600,2800
2008,la pampa,quemu quemu,la pampa quemu quemu,7540,5800,1300
2009,la pampa,quemu quemu,la pampa quemu quemu,3490,3470,1006
2010,la pampa,quemu quemu,la pampa quemu quemu,14200,5500,2582
2011,la pampa,quemu quemu,la pampa quemu quemu,20440,7300,2800
2012,la pampa,quemu quemu,la pampa quemu quemu,19488,6720,2900
2013,la pampa,quemu quemu,la pampa quemu quemu,25600,16000,1600
2014,la pampa,quemu quemu,la pampa quemu quemu,33800,13000,2600
2015,la pampa,quemu quemu,la pampa quemu quemu,21942,9540,2300
2016,la pampa,quemu quemu,la pampa quemu quemu,66990,19140,3500
2017,la pampa,quemu quemu,la pampa quemu quemu,35648,11140,3200
2018,la pampa,quemu quemu,la pampa quemu quemu,25920,8100,3200
2019,la pampa,quemu quemu,la pampa quemu quemu,16800,10500,1600
2020,la pampa,quemu quemu,la pampa quemu quemu,29400,14700,2000
2021,la pampa,quemu quemu,la pampa quemu quemu,54600,18200,3000
1969,la pampa,rancul,la pampa rancul,27000,36000,750
1970,la pampa,rancul,la pampa rancul,2800,5200,538
1971,la pampa,rancul,la pampa rancul,6340,11500,551
1972,la pampa,rancul,la pampa rancul,22700,18000,1261
1973,la pampa,rancul,la pampa rancul,16800,12000,1400
1974,la pampa,rancul,la pampa rancul,33600,28000,1200
1975,la pampa,rancul,la pampa rancul,42600,34000,1253
1976,la pampa,rancul,la pampa rancul,45900,34000,1350
1977,la pampa,rancul,la pampa rancul,12000,15500,774
1978,la pampa,rancul,la pampa rancul,25200,21000,1200
1979,la pampa,rancul,la pampa rancul,27720,19100,1451
1980,la pampa,rancul,la pampa rancul,2100,3450,609
1981,la pampa,rancul,la pampa rancul,9000,15600,577
1982,la pampa,rancul,la pampa rancul,57420,34800,1650
