year,model,init_month,yield [kg/ha],yield anomaly [%],tmeanrain_santa fe san justo_10,tmeanrain_santa fe san justo_11,rainsquared_buenos aires villarino_11,tmeansquared_buenos aires hipolito yrigoyen_11,tmeanrain_buenos aires hipolito yrigoyen_11,tmeanrain_buenos aires coronel suarez_11,rainsquared_buenos aires hipolito yrigoyen_9,rainsquared_santa fe san justo_11
1995,CCSM4,10,1946.759707253285,-0.1022646938567331,-1.7257203243504342,0.4563382306919614,-0.6688323251802115,-0.6814115874330099,0.21633075858638773,0.3406636810655275,-0.2845898585412758,-0.6225026564514262
1995,CCSM4,11,1946.759707253285,-0.1022646938567331,0.0769519882599108,-0.01794534690570439,-0.6375744206925482,-0.6025759086209699,0.4865698172644255,0.5767652899097074,-0.2845898585412758,-0.6634451589487939
1996,CCSM4,9,2260.47032027338,0.0409677436828619,-0.06057178794626257,-1.1028783304206613,0.9011994569841376,1.024232820298808,-1.5447789586749228,-1.1924979906616695,1.4506641797163622,0.7578723251001546
1996,CCSM4,10,2260.47032027338,0.0409677436828619,-0.21227882626191094,-0.058890089090325254,-0.28004929467806966,-0.6171438255032465,0.12067226454889968,0.5349089379152898,-0.3277967543467479,-0.5001557492254433
1996,CCSM4,11,2260.47032027338,0.0409677436828619,0.0675973539638276,0.4775903230800636,-0.0032186876248755537,-0.48625502758866285,0.46747985000866743,0.13432067442003706,-0.3277967543467479,-0.35426559225382964
1997,CCSM4,9,2623.2529203255017,0.1759128118634677,-0.7342497892166284,-1.9600229536928482,0.4477031678420643,0.7244591068691209,-0.2111020201949577,-1.5185723002297093,0.6595130792404589,3.130974802467814
1997,CCSM4,10,2623.2529203255017,0.1759128118634677,0.030724930979656062,-4.443405368183522,0.12738613438195068,1.3791755737880413,-0.67920867147973,-3.7119675135913983,-0.556534215836245,4.249670347098628
1997,CCSM4,11,2623.2529203255017,0.1759128118634677,0.1760252216141756,-2.0591549651640397,0.18317546045070188,1.122022941662109,0.09928649276219823,-1.0841759828860607,-0.556534215836245,1.231583147160022
1998,CCSM4,9,2304.962651203633,-0.0069315508171687,0.4323233597137898,1.340211198011725,-0.4121887886743939,0.944168045570355,-0.22848010419624706,0.3275620069007522,-0.5198646035472347,-0.3240047229646963
1998,CCSM4,10,2304.962651203633,-0.0069315508171687,-0.7903354660359356,-0.26852778013482437,0.3802187715144442,-0.49015893108570013,-0.3191601809170497,-0.11033049989683517,-0.7086106139972915,-0.23746306093241648
