year,model,init_month,yield [kg/ha],yield anomaly [%],tmeanrain_santa fe san justo_10,rainsquared_santa fe san justo_11,rainsquared_santa fe las colonias_11,tmeanrain_santa fe san justo_11,tmeanrain_buenos aires hipolito yrigoyen_11,tmeanrain_buenos aires coronel suarez_11,rainsquared_buenos aires hipolito yrigoyen_9,tmeanrain_entre rios nogoya_10,tmeansquared_buenos aires coronel suarez_11
1993,BOM,9,2037.439151033997,-0.0461708621216909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993,BOM,10,2037.439151033997,-0.0461708621216909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31770962717121615
1993,BOM,11,2037.439151033997,-0.0461708621216909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7860101768600476
1994,BOM,9,2185.741997507356,0.018137739947107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994,BOM,10,2185.741997507356,0.018137739947107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6014734470996487
1994,BOM,11,2185.741997507356,0.018137739947107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4594427944078079
1995,BOM,9,1946.759707253285,-0.1022646938567331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,BOM,10,1946.759707253285,-0.1022646938567331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3306061385838
1995,BOM,11,1946.759707253285,-0.1022646938567331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4940973945116901
1996,BOM,9,2260.47032027338,0.0409677436828619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1996,BOM,10,2260.47032027338,0.0409677436828619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6963567539891015
1996,BOM,11,2260.47032027338,0.0409677436828619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.290693291226579
1997,BOM,9,2623.2529203255017,0.1759128118634677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1997,BOM,10,2623.2529203255017,0.1759128118634677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.698086799024085
1997,BOM,11,2623.2529203255017,0.1759128118634677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6511395033334213
1998,BOM,9,2304.962651203633,-0.0069315508171687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1998,BOM,10,2304.962651203633,-0.0069315508171687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05755016032345118
1998,BOM,11,2304.962651203633,-0.0069315508171687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13983126622822933
1999,BOM,9,2505.6008274599226,0.0603710133986302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1999,BOM,10,2505.6008274599226,0.0603710133986302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3731719671015883
1999,BOM,11,2505.6008274599226,0.0603710133986302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5982256159315423
2000,BOM,9,2551.682570811968,0.0453192686395238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2000,BOM,10,2551.682570811968,0.0453192686395238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9063157203752537
2000,BOM,11,2551.682570811968,0.0453192686395238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8963111191094567
