model,year,init_month,yield [kg/ha],yield anomaly [%],rain_bahia blanca_9,rain_bahia blanca_10,rain_bahia blanca_11,rain_coronel dorrego_9,rain_coronel dorrego_10,rain_coronel dorrego_11,rain_coronel pringles_9,rain_coronel pringles_10,rain_coronel pringles_11,rain_coronel suarez_9,rain_coronel suarez_10,rain_coronel suarez_11,rain_hipolito yrigoyen_9,rain_hipolito yrigoyen_10,rain_hipolito yrigoyen_11,rain_saavedra_9,rain_saavedra_10,rain_saavedra_11,rain_santa fe san justo_9,rain_santa fe san justo_10,rain_santa fe san justo_11,tmean_bahia blanca_9,tmean_bahia blanca_10,tmean_bahia blanca_11,tmean_coronel dorrego_9,tmean_coronel dorrego_10,tmean_coronel dorrego_11,tmean_coronel pringles_9,tmean_coronel pringles_10,tmean_coronel pringles_11,tmean_coronel suarez_9,tmean_coronel suarez_10,tmean_coronel suarez_11,tmean_hipolito yrigoyen_9,tmean_hipolito yrigoyen_10,tmean_hipolito yrigoyen_11,tmean_saavedra_9,tmean_saavedra_10,tmean_saavedra_11,tmean_santa fe san justo_9,tmean_santa fe san justo_10,tmean_santa fe san justo_11
ERA,2003,12,2687.6983520115846,0.0867211661741361,0.001229852088727,0.0032195926178246,0.0017797524342313,0.0010545791592448,0.003805307438597,0.0018923616735264,0.0012685646070167,0.003092281287536,0.002365433378145,0.0010503146331757,0.00283526442945,0.0035564950667321,0.0008788288105279,0.003133840393275,0.0076186140067875,0.0011726847151294,0.0033400608226656,0.0029100484680384,0.0013054700102657,0.0037887855432927,0.0036035643424838,12.914778645833357,16.60138346354169,18.80914713541669,12.315218098958356,15.867626953125022,17.849414062500024,11.539284104567331,15.2635929987981,17.266391225961563,11.639679058527564,15.3064808990996,17.351572431144092,13.252700570913484,17.102798227163483,18.83970853365387,11.639504592483132,15.26520402238178,17.374466849662184,17.23731166294645,21.057554408482165,22.68785574776788
ERA,2004,12,2768.3673897008125,0.0933536252225563,0.0018550938693806,0.0026498839724808,0.0018051700899377,0.0014357168693095,0.0028363445308059,0.0020305002108216,0.0010891782585531,0.0031138467602431,0.0024766700807958,0.0015357728116214,0.0033984396141022,0.0031680504325777,0.0012266888516023,0.0026201917789876,0.0031469953246414,0.0013931058347225,0.0033423292916268,0.0027711424045264,0.0011962680146098,0.0035413727164268,0.0032430104911327,12.456608072916689,14.438378906250025,17.75787760416669,11.91114908854169,13.992919921875025,17.174983723958356,11.280570162259638,13.389381760817331,16.275424429086563,11.24343468617587,13.387353515625025,16.174239439883497,12.98839017427887,15.334619140625025,18.1200383112981,11.225059385557454,13.272119140625025,16.138923933699346,19.0012625558036,19.999588448660734,22.04053431919645
ERA,2005,12,2652.504506303661,0.02954926654373117,0.0022495987359434,0.0004686249012593,0.002273152815178,0.0020055070053786,0.0008726484957151,0.0033580248709768,0.0018611603882163,0.000983904232271,0.0037957353051751,0.0017554438672959,0.0008171760709956,0.0035969801247119,0.0017550258198753,0.0016885541845113,0.0033572139218449,0.001956018153578,0.0005027209408581,0.0032304315827786,0.0032183255534619,0.0036636763252317,0.0031081964261829,11.49451090494794,14.923160807291689,20.045800781250023,11.07873942057294,13.910791015625025,18.71578776041669,10.525842285156273,13.50052208533656,18.232136418269253,10.705024951999492,13.855979376324177,18.55646848516952,12.448205566406273,15.619287109375025,20.32160456730772,10.58339348870357,13.92534707559124,18.78940033783786,14.33733084542413,17.720744977678596,22.850767299107165
ERA,2006,12,2802.152801978974,0.05759838959250214,0.0010620015673339,0.0035883865784853,0.0007124543190002,0.0012234461028128,0.0044954251497983,0.0008992985240183,0.0010855584405362,0.0054039107635617,0.0007565432460978,0.0009502065367996,0.0057936869561672,0.0007135915220715,0.0012215905589982,0.0071584810502827,0.001417611609213,0.000846323731821,0.0040868134237825,0.0004308491479605,0.0010521931108087,0.0054327272810041,0.0032589973416179,12.700830078125025,16.096826171875023,19.092513020833355,12.220214843750025,15.220279947916689,18.113232421875026,11.564205228365408,14.7516301081731,17.541763070913483,11.587693657309345,15.024630892478836,17.69332378840045,13.370094651442331,16.858976862980793,18.858094200721176,11.571323374155428,15.176264252533809,18.04351113809124,17.287325613839307,21.90454799107145,22.4304617745536
ERA,2007,12,2964.9821230781013,0.09010247881829546,0.0043818159028887,0.0019136345945298,0.0017707399092614,0.0041884896345436,0.0016880498733371,0.0020546813029795,0.0036643324419856,0.0030609203968197,0.0021014539524912,0.0040839412249624,0.0034117279574275,0.0023044552654027,0.0038300107698887,0.0057192514650523,0.0021274103783071,0.0038711500819772,0.0031589022837579,0.0022773765958845,0.0042880582623183,0.0042675314471125,0.0011594146490097,12.928938802083357,16.297102864583355,16.741194661458355,12.72428385416669,15.802376302083356,15.948421223958356,11.960013521634638,15.14969200721156,15.274260066105793,11.827282507944938,15.083414989406805,15.463848152807229,13.761846454326946,16.576412259615406,17.744211989182716,11.802029666385158,14.988935810810831,15.454459195523672,18.224093191964307,20.82213309151788,21.788546316964307
ERA,2008,12,2024.453890851962,-0.29065919316180244,0.0010316198458895,0.0013616724172607,0.0015889991773292,0.0015765794087201,0.0018181729828938,0.0018068572971969,0.0012823709985241,0.0021962977480143,0.0019577469211071,0.0011628194479271,0.003107527969405,0.0016586303245276,0.0020963384304195,0.0043168137781322,0.0030216870363801,0.0011420227820053,0.0020854722242802,0.001602693228051,0.0013338209828361,0.0033618067391216,0.0008974348311312,12.033105468750025,16.11871744791669,22.315332031250023,11.581298828125025,15.189680989583357,21.075390625000026,10.783687650240408,14.42117638221156,20.39890324519233,10.806845041048753,14.15676476430087,20.502774099576296,12.437083082932714,15.590572415865408,22.074008413461563,10.835833245354753,14.433469700168942,20.904740287162184,16.934995814732165,20.17822963169645,25.088316127232165
ERA,2009,12,2970.2970292832338,0.08088970386176157,0.0012414073571562,0.0003893085231538,0.0026798350736498,0.0012378006940707,0.0006349355098791,0.0024767140857875,0.001820319215767,0.0008458618540316,0.0027233597356826,0.0022995669860392,0.0008864408591762,0.0027994913980364,0.0042377025820314,0.0011190266814082,0.0033488310873508,0.0019230218604207,0.0006634138408116,0.0027863029390573,0.0031165461987257,0.0018707441631704,0.0092773018404841,10.865950520833357,16.014388020833355,18.279443359375023,10.399348958333356,15.25524088541669,17.722428385416688,9.445402644230793,14.390264423076946,17.39195462740387,9.385048662605955,14.41071239406782,17.765941141419518,11.028823617788484,16.205468750000023,19.397964242788483,9.347057115709482,14.484290540540565,17.596687605574346,15.009946986607163,20.738113839285734,24.2375906808036
ERA,2010,12,3933.646838880765,0.39599345877414804,0.0016347171040251,0.0021569251548498,0.0017105502774938,0.0017006966518238,0.0030543920584023,0.0019779962021857,0.0021004765294492,0.0029024588875472,0.0023968918249011,0.0026536756195127,0.0021559249144047,0.0024475955870002,0.0049651712179183,0.0014130517374724,0.0020053326152265,0.0023027718998491,0.0018038208363577,0.0024267977569252,0.0026201545260846,0.0015876607503741,0.0024631035048514,12.265527343750025,15.641829427083357,17.927392578125023,11.706738281250022,14.76564127604169,16.664697265625023,10.955168269230793,13.999883563701946,16.278767277644253,10.98541942531782,14.10231312897248,16.953718385858075,12.576750300480793,15.366545222355793,18.99225886418272,11.135486169763537,14.356182696368268,17.133988334037184,16.00562220982145,18.669998604910734,21.778955078125023
ERA,2011,12,3647.926665981048,0.19545314582138293,0.0008760018390603,0.0024323479738086,0.0047155395150184,0.0014711384428665,0.0017415657639503,0.0051281526684761,0.0009581036865711,0.0017536300001665,0.0048133498057723,0.0006114394054748,0.0019697949755936,0.0054983398877084,0.0007626414299011,0.0018252879381179,0.0039378190413117,0.0004456062451936,0.0021800224203616,0.0056364811025559,0.0018920854199677,0.0037109346594661,0.0032180757261812,13.421207682291689,13.835107421875025,20.410628255208355,12.470345052083356,13.249072265625022,19.731591796875023,11.82107872596156,12.857756159855793,19.098028094951943,11.811955442266973,12.966835771980955,18.997001622086888,13.848535156250025,14.887954477163484,21.061895282451943,11.97247941300678,12.994300306165565,18.946198004645293,17.204875837053596,18.80992606026788,23.499204799107165
ERA,2012,12,2958.105831211545,-0.07762811207237638,0.0006186639075167,0.0019812514074146,0.0023478076327592,0.0008228101651184,0.0019314477685838,0.0030088431667536,0.0008941447013057,0.0028878138400614,0.0034810886718332,0.000956135278102,0.0039565302431583,0.0042607611976563,0.0013713429216295,0.0092191379517316,0.0039574885740876,0.0008534853695891,0.0038107666186988,0.0034702033735811,0.002987036248669,0.0069578667171299,0.0020528936292976,13.050846354166689,15.700423177083357,20.187727864583355,12.192138671875025,15.03273111979169,19.087695312500024,11.432425631009638,14.310205078125025,18.385043569711563,11.46116674390892,14.316594114141973,18.46440677966104,13.011189152644253,15.880066856971176,19.91460336538464,11.612345597550698,14.289354149070968,18.680130912162184,17.98853236607145,20.477476283482165,23.459654017857165
ERA,2013,12,2707.197486937163,-0.16111924358488175,0.0026495868805795,0.0025746244937181,0.001509566209279,0.0025751686189323,0.0025216029025614,0.0016828420339152,0.0027796579524874,0.002278764732182,0.0020683861803263,0.0027412129566073,0.0022783479653298,0.0021670153364539,0.0016268073813989,0.0018435327801853,0.0039861896075308,0.0027317316271364,0.0024445375893265,0.0021197907626628,0.0013316940749064,0.0018263009842485,0.0091937715187668,10.649479166666689,15.778629557291689,19.74029947916669,10.29601236979169,15.054231770833356,18.36373697916669,9.446998948317331,14.5660832331731,17.798354867788483,9.5032582428496,14.700643869173753,18.247551972987317,11.7977726862981,16.808796574519253,19.73532902644233,9.387973764780428,14.676792124155428,18.57623258023651,17.596756417410738,22.004854910714307,22.534395926339307
ERA,2014,12,2892.8454356606403,-0.09350907621332018,0.0009972635889425,0.0050696241669356,0.0016159877413883,0.001272500376217,0.0058194701559841,0.0025025790091603,0.0013775096740573,0.0056274509988725,0.0031395093537867,0.0011509562609717,0.0047387382946908,0.003143751528114,0.0015557607403025,0.00242101540789,0.0022012447007,0.0010882937349379,0.0053726118057966,0.0024727238342165,0.0046294056810438,0.0061300168745219,0.0073039787821471,13.293115234375025,15.931705729166689,18.522688802083355,12.94239908854169,15.511083984375023,17.75431315104169,12.329548527644253,15.08499474158656,17.0799992487981,12.202551476430108,15.266888738082647,17.382032077595365,13.719009164663484,17.509949669471176,19.507508263221176,12.122863439611509,15.132233160895291,17.3492279877534,17.585770089285738,21.867647879464307,21.98975306919645
ERA,2015,12,3101.367971827829,-0.03240935318922937,0.000990342348814,0.0026276810094714,0.0018398221582174,0.000655511568766,0.0034296463709324,0.0018188488902524,0.0008047599694691,0.0038793794810771,0.0017625491600483,0.0010525971883907,0.0041597257368266,0.0018508095527067,0.0013200716348364,0.0040766084566712,0.0028515025041997,0.0011821947991847,0.0035064374096691,0.0018448368646204,0.0018631214043125,0.0045241774059832,0.0048082498833537,10.830224609375025,11.952376302083357,19.28766276041669,10.511328125000023,11.510237630208357,18.63064778645836,9.840271935096176,10.816627854567331,17.751911808894253,9.86773536811443,11.048320809057229,17.52854128045553,11.694238281250025,12.951431039663484,18.71067082331733,9.840564294763537,10.903321632179075,17.54692910684124,16.79053431919645,18.457177734375023,21.1975516183036
ERA,2016,12,3477.431893841902,0.06600935153896999,0.0010094495955854,0.0034636368509382,0.0018223304068669,0.0009431475191377,0.0026158613618463,0.0021078779827803,0.0007763096364215,0.002782420720905,0.001982535701245,0.0009938237490132,0.0038653104566037,0.0023149447515606,0.0014420995721593,0.004662134218961,0.0020745429210364,0.0009603967773728,0.0040591084398329,0.0020686956122517,0.0006584812654182,0.0044965362176299,0.0057443445548415,11.637760416666689,14.476790364583357,19.191878255208355,11.25382486979169,14.194433593750023,18.55887044270836,10.649785907451946,13.611831430288484,17.861662409855793,10.77273983712926,13.622353350105955,17.631907938294518,12.658574969951946,15.388273737980793,19.402001953125023,10.701503114442591,13.429484269425698,17.581953388935833,16.191203962053596,19.054589843750023,21.850000000000023
