year,model,init_month,yield [kg/ha],yield anomaly [%],tmeanrain_buenos aires coronel suarez_9,tmeansquared_buenos aires coronel suarez_11,tmeanrain_buenos aires coronel suarez_11,rainsquared_buenos aires hipolito yrigoyen_9
1993,BOM,9,2037.439151033997,-0.0461708621216909,-3.9332942036834733,0.2956895891097161,0.19174528339531585,1.7677745606664597
1993,BOM,10,2037.439151033997,-0.0461708621216909,0.5078820007956356,-0.4887728461408006,0.4024867405773949,-0.5040017024172249
1993,BOM,11,2037.439151033997,-0.0461708621216909,0.5078820007956356,1.9710539036855637,-0.05350556943030648,-0.5040017024172249
1994,BOM,9,2185.741997507356,0.018137739947107,-0.5183000984017224,0.22067531025872184,0.20190116964251867,0.2162410642023612
1994,BOM,10,2185.741997507356,0.018137739947107,-0.0318913201485533,-0.37437175175588533,-0.48127066488294473,-0.5151841819496545
1994,BOM,11,2185.741997507356,0.018137739947107,-0.0318913201485533,0.8877527237999343,-0.010577897111073478,-0.5151841819496545
1995,BOM,9,1946.759707253285,-0.1022646938567331,-0.08977263311338463,-0.5478944232570828,0.44414053182430696,-0.1871228584662065
1995,BOM,10,1946.759707253285,-0.1022646938567331,-1.34663793103679,-0.46906735191672483,-0.053957865150561425,-0.2192486650489319
1995,BOM,11,1946.759707253285,-0.1022646938567331,-1.34663793103679,-0.6772720677820102,0.46217820048329455,-0.2192486650489319
1996,BOM,9,2260.47032027338,0.0409677436828619,-0.23667145904712272,0.5236277148670149,-0.4809027791258561,-0.5020240191417099
1996,BOM,10,2260.47032027338,0.0409677436828619,0.4924623043142366,-0.29858397084130306,-0.2519485524961186,-0.2548149533584984
1996,BOM,11,2260.47032027338,0.0409677436828619,0.4924623043142366,0.4024492855448518,-0.6100867138635965,-0.2548149533584984
1997,BOM,9,2623.2529203255017,0.1759128118634677,-3.586219967966398,1.1241597691064353,-3.6848773926773104,7.227594213224612
1997,BOM,10,2623.2529203255017,0.1759128118634677,0.7601389857480411,0.8840469436790648,-3.397156415648337,-0.4409148741206526
1997,BOM,11,2623.2529203255017,0.1759128118634677,0.7601389857480411,1.4668951932084593,-1.9324381877215524,-0.4409148741206526
1998,BOM,9,2304.962651203633,-0.0069315508171687,-0.20012278886031484,-0.11712111731285217,-0.7316634242968159,-0.32757420125854436
1998,BOM,10,2304.962651203633,-0.0069315508171687,-2.6025283497878897,-0.526469050546622,0.40617090031552566,-0.5361534570880869
1998,BOM,11,2304.962651203633,-0.0069315508171687,-2.6025283497878897,-0.8717563774000348,0.38336338645901863,-0.5361534570880869
1999,BOM,9,2505.6008274599226,0.0603710133986302,0.6607438388593935,-0.5371007506328989,0.5860781773431305,0.1879981829271434
1999,BOM,10,2505.6008274599226,0.0603710133986302,0.5317531079354265,0.3562370271309697,1.0296028867230547,0.9231740065533972
1999,BOM,11,2505.6008274599226,0.0603710133986302,0.5317531079354265,-0.6204154622050388,0.806404998094412,0.9231740065533972
2000,BOM,9,2551.682570811968,0.0453192686395238,1.1660679316985496,-0.5438957662342799,0.4984491123435663,-0.12508601542511766
