model,year,init_month,tmean_bahia blanca_8,tmean_bahia blanca_9,tmean_bahia blanca_10,tmean_bahia blanca_11,tmean_coronel dorrego_8,tmean_coronel dorrego_9,tmean_coronel dorrego_10,tmean_coronel dorrego_11,tmean_coronel pringles_8,tmean_coronel pringles_9,tmean_coronel pringles_10,tmean_coronel pringles_11,tmean_coronel suarez_8,tmean_coronel suarez_9,tmean_coronel suarez_10,tmean_coronel suarez_11,tmean_hipolito yrigoyen_8,tmean_hipolito yrigoyen_9,tmean_hipolito yrigoyen_10,tmean_hipolito yrigoyen_11,tmean_saavedra_8,tmean_saavedra_9,tmean_saavedra_10,tmean_saavedra_11,tmean_santa fe san justo_8,tmean_santa fe san justo_9,tmean_santa fe san justo_10,tmean_santa fe san justo_11,rain_bahia blanca_8,rain_bahia blanca_9,rain_bahia blanca_10,rain_bahia blanca_11,rain_coronel dorrego_8,rain_coronel dorrego_9,rain_coronel dorrego_10,rain_coronel dorrego_11,rain_coronel pringles_8,rain_coronel pringles_9,rain_coronel pringles_10,rain_coronel pringles_11,rain_coronel suarez_8,rain_coronel suarez_9,rain_coronel suarez_10,rain_coronel suarez_11,rain_hipolito yrigoyen_8,rain_hipolito yrigoyen_9,rain_hipolito yrigoyen_10,rain_hipolito yrigoyen_11,rain_saavedra_8,rain_saavedra_9,rain_saavedra_10,rain_saavedra_11,rain_santa fe san justo_8,rain_santa fe san justo_9,rain_santa fe san justo_10,rain_santa fe san justo_11
BOM,1993,9,0.4953215724928954,-2.5625926142951894,-1.1857880337780846,-2.0462754214857894,0.4389323895668867,-2.5503548353575107,-1.0924022555200508,-1.7411536656588047,0.23951623011581452,-2.5625926142951894,-1.1857880337780846,-2.0462754214857894,0.002844222009665406,-2.5503548353575107,-1.0924022555200508,-1.7411536656588047,-0.10646377643965267,-2.5503548353575107,-1.0924022555200508,-1.7411536656588047,0.19191666840131066,-2.8496547832789174,-1.8424839135277875,-2.644165696406043,-0.5121579646939974,-2.5503548353575107,-1.0924022555200508,-1.7411536656588047,-1.0429883491642506,1.281801391705702,0.1941006644271368,1.000895379762389,-1.0176617933667491,1.724406508788567,-0.03798493179965679,0.5564500631134245,-1.0027085950204826,1.281801391705702,0.1941006644271368,1.000895379762389,-0.8200878812783561,1.724406508788567,-0.03798493179965679,0.5564500631134245,-0.6605304805471647,1.724406508788567,-0.03798493179965679,0.5564500631134245,-0.8773787404074623,0.11847576890008425,-0.2182832290776219,-0.3939305008225038,-0.9330883346933877,1.724406508788567,-0.03798493179965679,0.5564500631134245
BOM,1993,10,0.4953215724928954,0.1084721933598542,-1.7514358425440577,-0.8103273757860292,0.4389323895668867,0.18727381315831768,-1.4328119319219124,-0.6167071407361369,0.23951623011581452,-0.023514704155631855,-1.7514358425440577,-0.8103273757860292,0.002844222009665406,-0.4735823120615976,-1.4328119319219124,-0.6167071407361369,-0.10646377643965267,-1.222882046500761,-1.4328119319219124,-0.6167071407361369,0.19191666840131066,-0.26980850042247323,-2.2677662828441547,-1.5715274226488773,-0.5121579646939974,-1.11870030838776,-1.4328119319219124,-0.6167071407361369,-1.0429883491642506,-0.8930367249730703,0.4244808240701561,0.342179294771119,-1.0176617933667491,-1.0172456980112472,-0.4038287820331628,0.07886012413739728,-1.0027085950204826,-0.5852263860431811,0.4244808240701561,0.342179294771119,-0.8200878812783561,-0.20106366205778817,-0.4038287820331628,0.07886012413739728,-0.6605304805471647,0.4954753288974932,-0.4038287820331628,0.07886012413739728,-0.8773787404074623,-0.41824814945377964,0.5489520253098276,0.24440678544192476,-0.9330883346933877,-1.224398027369376,-0.4038287820331628,0.07886012413739728
BOM,1993,11,0.4953215724928954,0.1084721933598542,0.1764800359458515,-1.9305839200340729,0.4389323895668867,0.18727381315831768,0.15981557598615276,-1.726034427628948,0.23951623011581452,-0.023514704155631855,0.2853621117690784,-1.9305839200340729,0.002844222009665406,-0.4735823120615976,0.3285526743774497,-1.726034427628948,-0.10646377643965267,-1.222882046500761,0.22059186485811805,-1.726034427628948,0.19191666840131066,-0.26980850042247323,0.32125343236459725,-1.593602268138908,-0.5121579646939974,-1.11870030838776,-0.3881376116285478,-1.726034427628948,-1.0429883491642506,-0.8930367249730703,-0.26399895773172494,1.2776144612712492,-1.0176617933667491,-1.0172456980112472,-0.5571720464191534,0.3537005768367733,-1.0027085950204826,-0.5852263860431811,-0.6622886421118035,1.2776144612712492,-0.8200878812783561,-0.20106366205778817,-0.6371326290933381,0.3537005768367733,-0.6605304805471647,0.4954753288974932,-0.7012924518184266,0.3537005768367733,-0.8773787404074623,-0.41824814945377964,-0.5331536310230215,0.8616058273615521,-0.9330883346933877,-1.224398027369376,5.364559396255901,0.3537005768367733
BOM,1994,9,-0.35904401238657985,-0.9707141750333954,-1.5408238837293022,-1.6435192780531298,-0.49659476785746604,-0.8707703091950983,-1.467533398528341,-1.5170259091061606,-0.4886915787373494,-0.9707141750333954,-1.5408238837293022,-1.6435192780531298,-0.4131438557095807,-0.8707703091950983,-1.467533398528341,-1.5170259091061606,-0.4408002764908854,-0.8707703091950983,-1.467533398528341,-1.5170259091061606,-0.41207044919078445,0.2647547994987359,-0.8415431656233427,-1.0907304941538858,-0.7317689201631732,-0.8707703091950983,-1.467533398528341,-1.5170259091061606,0.15026410865026682,2.2666398033655453,2.1400265465400197,1.2146314275492047,-0.10529354218395763,0.8228098415637907,0.9463196191408346,0.5124310562255777,0.233080585701178,2.2666398033655453,2.1400265465400197,1.2146314275492047,0.4421666549039409,0.8228098415637907,0.9463196191408346,0.5124310562255777,0.6288028776244999,0.8228098415637907,0.9463196191408346,0.5124310562255777,0.3312055705605203,0.0565703760402342,0.1954271305420828,1.8348258024521198,0.3996315598508886,0.8228098415637907,0.9463196191408346,0.5124310562255777
BOM,1994,10,-0.35904401238657985,0.500444067937683,-0.44826944603162233,-0.7065207563842716,-0.49659476785746604,0.6391413525065609,-0.307597407049283,-0.7005883190113088,-0.4886915787373494,0.5379221231556875,-0.44826944603162233,-0.7065207563842716,-0.4131438557095807,0.5413113929992512,-0.307597407049283,-0.7005883190113088,-0.4408002764908854,0.445989338552883,-0.307597407049283,-0.7005883190113088,-0.41207044919078445,0.4381235955635166,0.6051366905379224,-0.11293792185947882,-0.7317689201631732,0.9720718718321599,-0.307597407049283,-0.7005883190113088,0.15026410865026682,-0.8077539673151406,1.4214381325266394,2.111605243476928,-0.10529354218395763,-0.812191034542852,0.7722002714722171,1.7071692782972867,0.233080585701178,-0.9494107662344121,1.4214381325266394,2.111605243476928,0.4421666549039409,-0.9224232121569476,0.7722002714722171,1.7071692782972867,0.6288028776244999,-0.4748740544413189,0.7722002714722171,1.7071692782972867,0.3312055705605203,-0.9786965084257646,1.579888330054206,1.7307422251202433,0.3996315598508886,0.6638454016331727,0.7722002714722171,1.7071692782972867
BOM,1994,11,-0.35904401238657985,0.500444067937683,-0.9214592550185638,-1.1366930776596598,-0.49659476785746604,0.6391413525065609,-1.04925992913634,-0.8429361673340422,-0.4886915787373494,0.5379221231556875,-1.1295950292741332,-1.1366930776596598,-0.4131438557095807,0.5413113929992512,-1.0817574424964043,-0.8429361673340422,-0.4408002764908854,0.445989338552883,-1.1164584460504214,-0.8429361673340422,-0.41207044919078445,0.4381235955635166,-1.0527409688247646,0.45151106176992595,-0.7317689201631732,0.9720718718321599,-0.722500664880493,-0.8429361673340422,0.15026410865026682,-0.8077539673151406,-0.8453018678924772,1.723883328586226,-0.10529354218395763,-0.812191034542852,-0.5626917237121919,0.31346664472012625,0.233080585701178,-0.9494107662344121,-0.49647871612189615,1.723883328586226,0.4421666549039409,-0.9224232121569476,-0.3963510492288891,0.31346664472012625,0.6288028776244999,-0.4748740544413189,-0.5091194109664301,0.31346664472012625,0.3312055705605203,-0.9786965084257646,-0.45568296691551013,0.7478370262318842,0.3996315598508886,0.6638454016331727,1.3925326254005705,0.31346664472012625
BOM,1995,9,-0.954525197591363,-0.22293186225362902,-0.47890186739166807,0.05713693228396625,-1.021828664591078,0.3593789686300869,0.0003386604949736262,0.21977129839421103,-0.9101932499712457,-0.22293186225362902,-0.47890186739166807,0.05713693228396625,-0.7826388019284021,0.3593789686300869,0.0003386604949736262,0.21977129839421103,-0.7960487962693598,0.3593789686300869,0.0003386604949736262,0.21977129839421103,-0.7118591372913955,0.5534929080912473,-0.2642017434082918,0.7833645604228344,-0.1740093591296437,0.3593789686300869,0.0003386604949736262,0.21977129839421103,-0.44009426439005994,-0.23397263176669422,-1.024585802984378,0.48447452640137106,-0.29730408580380213,-1.2074599854586459,-1.4504663880828177,0.32464139143699416,-0.4520403280449901,-0.23397263176669422,-1.024585802984378,0.48447452640137106,-0.6050122873614334,-1.2074599854586459,-1.4504663880828177,0.32464139143699416,-0.6846964701016952,-1.2074599854586459,-1.4504663880828177,0.32464139143699416,-0.5969328387552826,-0.3630157346749328,-2.3437065794827614,0.16476242365899024,-1.1242333029880012,-1.2074599854586459,-1.4504663880828177,0.32464139143699416
BOM,1995,10,-0.954525197591363,0.7923117923755466,0.9807592936116059,0.47564236730989684,-1.021828664591078,0.4711550235961379,1.3519227461142183,0.7442750002899047,-0.9101932499712457,0.8861209944917547,0.9807592936116059,0.47564236730989684,-0.7826388019284021,1.4599550759367272,1.3519227461142183,0.7442750002899047,-0.7960487962693598,0.9857300130492596,1.3519227461142183,0.7442750002899047,-0.7118591372913955,1.2773908174849278,1.0987915709627871,0.5333638847733364,-0.1740093591296437,0.5178955101931828,1.3519227461142183,0.7442750002899047,-0.44009426439005994,-1.3907010402829798,-0.7183990393996648,-2.7700939559214106,-0.29730408580380213,-1.118767949785135,-1.5110135730224714,-2.709549475113074,-0.4520403280449901,-1.2138160367697717,-0.7183990393996648,-2.7700939559214106,-0.6050122873614334,-1.3010488611950808,-1.5110135730224714,-2.709549475113074,-0.6846964701016952,-0.8709687685071801,-1.5110135730224714,-2.709549475113074,-0.5969328387552826,-1.2843938932710663,0.07529349698924676,-0.213335350671657,-1.1242333029880012,-0.145632328535493,-1.5110135730224714,-2.709549475113074
BOM,1995,11,-0.954525197591363,0.7923117923755466,-0.37846644524736367,0.4765478563915723,-1.021828664591078,0.4711550235961379,-0.43059497977602046,0.7367851641832321,-0.9101932499712457,0.8861209944917547,-0.29917269099555677,0.4765478563915723,-0.7826388019284021,1.4599550759367272,-0.17985185364040662,0.7367851641832321,-0.7960487962693598,0.9857300130492596,-0.3104523255657809,0.7367851641832321,-0.7118591372913955,1.2773908174849278,-0.15108976447978342,0.5277430989411607,-0.1740093591296437,0.5178955101931828,-1.2709068897469031,0.7367851641832321,-0.44009426439005994,-1.3907010402829798,-0.33251922163301667,-1.260940924667064,-0.29730408580380213,-1.118767949785135,-0.4548730269264304,-0.1032550259148887,-0.4520403280449901,-1.2138160367697717,-0.6621834880441732,-1.260940924667064,-0.6050122873614334,-1.3010488611950808,-0.682846030813827,-0.1032550259148887,-0.6846964701016952,-0.8709687685071801,-0.5918141174262372,-0.1032550259148887,-0.5969328387552826,-1.2843938932710663,-0.7776151012015021,-0.24413802185540898,-1.1242333029880012,-0.145632328535493,-0.10210371719747255,-0.1032550259148887
BOM,1996,9,1.6916474661105507,1.28396414279439,1.1070900655587843,1.2787704447480241,1.7257835157453436,1.643655184380463,1.255041186669695,1.3213553808627565,1.6681778424673945,1.28396414279439,1.1070900655587843,1.2787704447480241,1.6203379508668017,1.643655184380463,1.255041186669695,1.3213553808627565,1.5853053627890505,1.643655184380463,1.255041186669695,1.3213553808627565,1.6229556331048625,1.288521178912801,1.3100436299326959,1.440667331358807,1.8809490255330377,1.643655184380463,1.255041186669695,1.3213553808627565,1.6752171429789273,0.20737407690299792,-0.5089365710862269,-0.35492356098718253,1.7201901121096699,-0.2104404848400795,-0.8930515263225023,-0.7787405079770867,0.9229718721442863,0.20737407690299792,-0.5089365710862269,-0.35492356098718253,0.5264314530094211,-0.2104404848400795,-0.8930515263225023,-0.7787405079770867,0.23221123458714815,-0.2104404848400795,-0.8930515263225023,-0.7787405079770867,1.056878844137743,0.4853655633905409,0.622979742949006,-1.0742263012761806,-0.019728454049403342,-0.2104404848400795,-0.8930515263225023,-0.7787405079770867
