model,lat,lon,init_year,init_month,forecasted_year,forecasted_month,tmean,rain,province
JMA,-40.75,-62.75,2000,5,2000,6,9.557763671875023,0.5371667705844629,Buenos Aires
JMA,-40.75,-62.75,2000,5,2000,7,9.205804443359398,1.1316363602986712,Buenos Aires
JMA,-40.75,-62.75,2000,5,2000,8,9.148645019531273,0.32135190764392974,Buenos Aires
JMA,-40.75,-62.75,2000,5,2000,9,11.552392578125023,0.9127859019031348,Buenos Aires
JMA,-40.75,-62.75,2000,5,2000,10,14.584619140625023,0.4734634406133864,Buenos Aires
JMA,-40.75,-62.75,2000,6,2000,6,10.690087890625023,0.9676161261040761,Buenos Aires
JMA,-40.75,-62.75,2000,6,2000,7,9.623193359375023,1.1043822227918554,Buenos Aires
JMA,-40.75,-62.75,2000,6,2000,8,10.001702880859398,0.6486542503125747,Buenos Aires
JMA,-40.75,-62.75,2000,6,2000,9,11.398675537109398,1.2003883736610987,Buenos Aires
JMA,-40.75,-62.75,2000,6,2000,10,14.192620849609398,1.1528553280015785,Buenos Aires
JMA,-40.75,-62.75,2000,6,2000,11,16.043908691406273,1.3705379359407743,Buenos Aires
JMA,-40.75,-62.75,2000,7,2000,7,8.535058593750023,0.6007144362740746,Buenos Aires
JMA,-40.75,-62.75,2000,7,2000,8,9.392968750000023,0.7206598390041563,Buenos Aires
JMA,-40.75,-62.75,2000,7,2000,9,11.340478515625023,0.6531006545174023,Buenos Aires
JMA,-40.75,-62.75,2000,7,2000,10,13.420068359375023,1.2203917901842942,Buenos Aires
JMA,-40.75,-62.75,2000,7,2000,11,16.700036621093773,0.39982045706210556,Buenos Aires
JMA,-40.75,-62.75,2000,8,2000,8,9.835443115234398,0.8433053589840256,Buenos Aires
JMA,-40.75,-62.75,2000,8,2000,9,11.598535156250023,1.182972752076239,Buenos Aires
JMA,-40.75,-62.75,2000,8,2000,10,14.103265380859398,1.2284929476891193,Buenos Aires
JMA,-40.75,-62.75,2000,8,2000,11,16.538049316406273,0.7410501313387385,Buenos Aires
JMA,-40.75,-62.75,2000,9,2000,9,10.637780761718773,1.488487536107641,Buenos Aires
JMA,-40.75,-62.75,2000,9,2000,10,14.100885009765648,0.5221237228170139,Buenos Aires
JMA,-40.75,-62.75,2000,9,2000,11,16.809533691406273,0.8305810337105868,Buenos Aires
JMA,-40.75,-62.75,2000,10,2000,10,13.184289550781273,1.1332420621101846,Buenos Aires
JMA,-40.75,-62.75,2000,10,2000,11,16.793511962890648,1.1886662662163872,Buenos Aires
JMA,-40.75,-62.75,2000,11,2000,11,16.412500000000023,0.6975838697087511,Buenos Aires
JMA,-40.75,-62.75,2001,4,2001,4,15.588433837890648,1.3984713291392836,Buenos Aires
JMA,-40.75,-62.75,2001,4,2001,5,12.618859863281273,1.576498378881297,Buenos Aires
JMA,-40.75,-62.75,2001,4,2001,6,9.766107177734398,0.9498630925008911,Buenos Aires
JMA,-40.75,-62.75,2001,4,2001,7,9.340478515625023,0.6312009884368308,Buenos Aires
JMA,-40.75,-62.75,2001,4,2001,8,10.192468261718773,0.6435013021643954,Buenos Aires
JMA,-40.75,-62.75,2001,4,2001,9,11.345849609375023,0.8880911506992106,Buenos Aires
JMA,-40.75,-62.75,2001,5,2001,5,11.600671386718773,0.7576606516579432,Buenos Aires
JMA,-40.75,-62.75,2001,5,2001,6,9.132073974609398,0.6982101412233988,Buenos Aires
JMA,-40.75,-62.75,2001,5,2001,7,9.099938964843773,0.7489923228831685,Buenos Aires
JMA,-40.75,-62.75,2001,5,2001,8,8.971520996093773,1.3423363643028097,Buenos Aires
JMA,-40.75,-62.75,2001,5,2001,9,10.184167480468773,1.448711839771022,Buenos Aires
JMA,-40.75,-62.75,2001,5,2001,10,13.070947265625023,1.167871820371147,Buenos Aires
JMA,-40.75,-62.75,2001,6,2001,6,9.507409667968773,0.8329929130468372,Buenos Aires
JMA,-40.75,-62.75,2001,6,2001,7,7.960351562500023,0.4065332019820289,Buenos Aires
JMA,-40.75,-62.75,2001,6,2001,8,9.519342041015648,0.6348960602053921,Buenos Aires
JMA,-40.75,-62.75,2001,6,2001,9,10.882043457031273,0.6977114514938876,Buenos Aires
