model,init_year,init_month,forecasted_year,forecasted_month,lat,lon,prec,t2m
PNU,2002,4,2002,4,-40.0,-62.5,1.56,15.78
PNU,2002,4,2002,5,-40.0,-62.5,1.51,12.09
PNU,2002,4,2002,6,-40.0,-62.5,1.71,9.38
PNU,2002,4,2002,7,-40.0,-62.5,1.73,7.99
PNU,2002,4,2002,8,-40.0,-62.5,1.49,7.8
PNU,2002,4,2002,9,-40.0,-62.5,1.48,8.25
PNU,2002,5,2002,5,-40.0,-62.5,1.57,11.31
PNU,2002,5,2002,6,-40.0,-62.5,1.66,8.95
PNU,2002,5,2002,7,-40.0,-62.5,1.94,7.81
PNU,2002,5,2002,8,-40.0,-62.5,1.49,7.58
PNU,2002,5,2002,9,-40.0,-62.5,1.53,8.18
PNU,2002,5,2002,10,-40.0,-62.5,1.16,10.22
PNU,2002,6,2002,6,-40.0,-62.5,1.7,8.39
PNU,2002,6,2002,7,-40.0,-62.5,1.61,7.61
PNU,2002,6,2002,8,-40.0,-62.5,1.56,7.39
PNU,2002,6,2002,9,-40.0,-62.5,1.42,8.1
PNU,2002,6,2002,10,-40.0,-62.5,1.29,10.15
PNU,2002,6,2002,11,-40.0,-62.5,1.2,13.28
PNU,2002,7,2002,7,-40.0,-62.5,1.84,7.48
PNU,2002,7,2002,8,-40.0,-62.5,1.79,7.57
PNU,2002,7,2002,9,-40.0,-62.5,1.6,8.17
PNU,2002,7,2002,10,-40.0,-62.5,1.24,10.15
PNU,2002,7,2002,11,-40.0,-62.5,1.04,13.44
PNU,2002,8,2002,8,-40.0,-62.5,1.82,7.47
PNU,2002,8,2002,9,-40.0,-62.5,1.7,8.23
PNU,2002,8,2002,10,-40.0,-62.5,1.4,10.16
PNU,2002,8,2002,11,-40.0,-62.5,1.02,13.53
PNU,2002,9,2002,9,-40.0,-62.5,1.39,8.56
PNU,2002,9,2002,10,-40.0,-62.5,1.45,10.55
PNU,2002,9,2002,11,-40.0,-62.5,1.4,13.67
PNU,2002,10,2002,10,-40.0,-62.5,1.62,11.08
PNU,2002,10,2002,11,-40.0,-62.5,1.3,14.06
PNU,2002,11,2002,11,-40.0,-62.5,1.11,14.4
PNU,2003,4,2003,4,-40.0,-62.5,1.33,15.82
PNU,2003,4,2003,5,-40.0,-62.5,1.64,11.97
PNU,2003,4,2003,6,-40.0,-62.5,1.49,9.48
PNU,2003,4,2003,7,-40.0,-62.5,1.75,8.13
PNU,2003,4,2003,8,-40.0,-62.5,1.43,7.86
PNU,2003,4,2003,9,-40.0,-62.5,1.34,8.51
PNU,2003,5,2003,5,-40.0,-62.5,1.93,11.61
PNU,2003,5,2003,6,-40.0,-62.5,1.72,9.3
PNU,2003,5,2003,7,-40.0,-62.5,1.72,7.98
PNU,2003,5,2003,8,-40.0,-62.5,1.65,7.46
PNU,2003,5,2003,9,-40.0,-62.5,1.44,8.39
PNU,2003,5,2003,10,-40.0,-62.5,1.14,10.27
PNU,2003,6,2003,6,-40.0,-62.5,1.85,9.3
PNU,2003,6,2003,7,-40.0,-62.5,1.84,7.98
PNU,2003,6,2003,8,-40.0,-62.5,1.67,7.76
PNU,2003,6,2003,9,-40.0,-62.5,1.47,8.38
PNU,2003,6,2003,10,-40.0,-62.5,1.09,10.4
PNU,2003,6,2003,11,-40.0,-62.5,0.8,13.49
PNU,2003,7,2003,7,-40.0,-62.5,1.69,7.94
PNU,2003,7,2003,8,-40.0,-62.5,1.65,7.77
PNU,2003,7,2003,9,-40.0,-62.5,1.68,8.5
PNU,2003,7,2003,10,-40.0,-62.5,1.02,10.43
PNU,2003,7,2003,11,-40.0,-62.5,0.86,13.6
PNU,2003,8,2003,8,-40.0,-62.5,1.59,7.84
PNU,2003,8,2003,9,-40.0,-62.5,1.6,8.8
PNU,2003,8,2003,10,-40.0,-62.5,1.17,10.68
PNU,2003,8,2003,11,-40.0,-62.5,0.78,13.81
PNU,2003,9,2003,9,-40.0,-62.5,1.58,9.15
PNU,2003,9,2003,10,-40.0,-62.5,1.5,10.93
PNU,2003,9,2003,11,-40.0,-62.5,0.96,14.07
PNU,2003,10,2003,10,-40.0,-62.5,1.15,11.12
PNU,2003,10,2003,11,-40.0,-62.5,1.07,14.3
PNU,2003,11,2003,11,-40.0,-62.5,1.27,14.35
PNU,2004,4,2004,4,-40.0,-62.5,1.34,15.74
PNU,2004,4,2004,5,-40.0,-62.5,1.36,11.95
PNU,2004,4,2004,6,-40.0,-62.5,1.6,9.54
