model,init_year,init_month,forecasted_year,forecasted_month,lat,lon,prec,t2m
BOM,2003,4,2003,8,-40.0,-62.5,0.9,8.75
BOM,2003,4,2003,9,-40.0,-62.5,1.75,10.69
BOM,2003,5,2003,5,-40.0,-62.5,1.0,11.78
BOM,2003,5,2003,6,-40.0,-62.5,0.97,9.0
BOM,2003,5,2003,7,-40.0,-62.5,1.28,8.24
BOM,2003,5,2003,8,-40.0,-62.5,1.04,8.66
BOM,2003,5,2003,9,-40.0,-62.5,1.33,11.03
BOM,2003,5,2003,10,-40.0,-62.5,1.71,14.24
BOM,2003,6,2003,6,-40.0,-62.5,1.07,8.97
BOM,2003,6,2003,7,-40.0,-62.5,0.8,8.18
BOM,2003,6,2003,8,-40.0,-62.5,1.25,8.96
BOM,2003,6,2003,9,-40.0,-62.5,1.28,10.78
BOM,2003,6,2003,10,-40.0,-62.5,1.79,13.93
BOM,2003,6,2003,11,-40.0,-62.5,1.72,17.41
BOM,2003,7,2003,7,-40.0,-62.5,0.93,7.92
BOM,2003,7,2003,8,-40.0,-62.5,1.12,9.07
BOM,2003,7,2003,9,-40.0,-62.5,1.19,10.87
BOM,2003,7,2003,10,-40.0,-62.5,1.67,14.03
BOM,2003,7,2003,11,-40.0,-62.5,1.69,17.4
BOM,2003,8,2003,8,-40.0,-62.5,0.77,9.45
BOM,2003,8,2003,9,-40.0,-62.5,1.47,11.48
BOM,2003,8,2003,10,-40.0,-62.5,1.59,14.19
BOM,2003,8,2003,11,-40.0,-62.5,1.57,17.7
BOM,2003,9,2003,9,-40.0,-62.5,1.35,11.72
BOM,2003,9,2003,10,-40.0,-62.5,1.76,14.24
BOM,2003,9,2003,11,-40.0,-62.5,2.07,17.46
BOM,2003,10,2003,10,-40.0,-62.5,1.71,14.18
BOM,2003,10,2003,11,-40.0,-62.5,1.42,17.91
BOM,2003,11,2003,11,-40.0,-62.5,1.56,18.67
BOM,2004,4,2004,4,-40.0,-62.5,1.24,15.81
BOM,2004,4,2004,5,-40.0,-62.5,1.28,11.83
BOM,2004,4,2004,6,-40.0,-62.5,0.89,9.12
BOM,2004,4,2004,7,-40.0,-62.5,1.14,8.27
BOM,2004,4,2004,8,-40.0,-62.5,1.15,9.33
BOM,2004,4,2004,9,-40.0,-62.5,1.82,11.06
BOM,2004,5,2004,5,-40.0,-62.5,1.18,11.8
BOM,2004,5,2004,6,-40.0,-62.5,1.08,9.15
BOM,2004,5,2004,7,-40.0,-62.5,0.89,8.6
BOM,2004,5,2004,8,-40.0,-62.5,1.44,9.49
BOM,2004,5,2004,9,-40.0,-62.5,1.54,11.31
BOM,2004,5,2004,10,-40.0,-62.5,1.98,13.62
BOM,2004,6,2004,6,-40.0,-62.5,0.99,9.11
BOM,2004,6,2004,7,-40.0,-62.5,0.97,8.55
BOM,2004,6,2004,8,-40.0,-62.5,1.15,9.57
BOM,2004,6,2004,9,-40.0,-62.5,1.55,11.23
BOM,2004,6,2004,10,-40.0,-62.5,2.09,13.8
BOM,2004,6,2004,11,-40.0,-62.5,1.95,17.54
BOM,2004,7,2004,7,-40.0,-62.5,1.24,8.94
BOM,2004,7,2004,8,-40.0,-62.5,1.26,9.67
BOM,2004,7,2004,9,-40.0,-62.5,1.85,11.3
BOM,2004,7,2004,10,-40.0,-62.5,1.81,14.1
BOM,2004,7,2004,11,-40.0,-62.5,1.8,17.52
BOM,2004,8,2004,8,-40.0,-62.5,1.15,9.47
BOM,2004,8,2004,9,-40.0,-62.5,1.29,11.48
BOM,2004,8,2004,10,-40.0,-62.5,1.78,14.1
BOM,2004,8,2004,11,-40.0,-62.5,1.9,17.18
BOM,2004,9,2004,9,-40.0,-62.5,1.45,11.61
BOM,2004,9,2004,10,-40.0,-62.5,1.88,14.13
BOM,2004,9,2004,11,-40.0,-62.5,1.8,17.67
BOM,2004,10,2004,10,-40.0,-62.5,1.96,14.49
BOM,2004,10,2004,11,-40.0,-62.5,1.91,17.58
BOM,2004,11,2004,11,-40.0,-62.5,1.37,18.18
BOM,2005,4,2005,4,-40.0,-62.5,1.16,15.93
BOM,2005,4,2005,5,-40.0,-62.5,0.87,12.03
BOM,2005,4,2005,6,-40.0,-62.5,1.01,9.31
BOM,2005,4,2005,7,-40.0,-62.5,0.98,8.37
BOM,2005,4,2005,8,-40.0,-62.5,1.04,8.95
BOM,2005,4,2005,9,-40.0,-62.5,1.52,11.13
BOM,2005,5,2005,5,-40.0,-62.5,0.96,12.31
BOM,2005,5,2005,6,-40.0,-62.5,1.11,9.16
BOM,2005,5,2005,7,-40.0,-62.5,1.03,8.49
BOM,2005,5,2005,8,-40.0,-62.5,0.96,9.17
